season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,246,2.0,04/10/2021,2020790,away,143,Clarion,8,9,-1,33.0,18,10,5,0,0,6,0,0,0,0.8484848484848485,0.0
2021,15580,246,2.0,04/10/2021,2024324,away,143,Clarion,6,3,3,28.0,21,5,2,0,0,0,0,0,0,0.9285714285714286,
2021,15580,246,2.0,04/16/2021,2037899,away,30063,Seton Hill,4,12,-8,31.0,18,10,3,0,0,6,2,3,0,0.9032258064516129,0.3333333333333333
2021,15580,246,2.0,04/16/2021,2037901,away,30063,Seton Hill,2,7,-5,33.0,18,10,5,1,0,6,3,0,0,0.8484848484848485,0.5
2021,15580,246,2.0,04/17/2021,2037903,home,30063,Seton Hill,5,1,4,31.0,21,8,2,0,0,2,1,3,0,0.9354838709677419,0.5
2021,15580,246,2.0,04/17/2021,2037905,home,30063,Seton Hill,4,8,-4,34.0,21,12,1,0,0,4,4,3,0,0.9705882352941176,1.0
2021,15580,246,2.0,04/23/2021,2021952,away,307,Indiana (PA),1,0,1,29.0,21,6,2,1,0,0,0,0,0,0.9310344827586207,
2021,15580,246,2.0,04/23/2021,2026484,away,307,Indiana (PA),7,2,5,28.0,21,6,1,0,0,2,2,0,0,0.9642857142857143,1.0
2021,15580,246,2.0,04/24/2021,2022198,home,307,Indiana (PA),3,2,1,29.0,21,8,0,0,1,2,0,3,0,1.0,0.0
2021,15580,246,2.0,04/24/2021,2025616,home,307,Indiana (PA),5,4,1,30.0,21,7,2,0,0,0,0,0,0,0.9333333333333333,
2021,15580,246,2.0,04/30/2021,2022592,away,546,Pitt.-Johnstown,0,1,-1,27.0,19,8,0,0,0,0,2,0,0,1.0,inf
2021,15580,246,2.0,04/30/2021,2025315,away,546,Pitt.-Johnstown,15,2,13,27.0,21,5,1,0,0,0,0,1,0,0.9629629629629629,
2021,15580,246,2.0,05/01/2021,2022822,home,546,Pitt.-Johnstown,8,4,4,30.0,21,8,1,0,0,0,0,0,0,0.9666666666666667,
2021,15580,246,2.0,05/01/2021,2026282,home,546,Pitt.-Johnstown,7,3,4,32.0,21,10,1,0,0,0,0,6,0,0.96875,
2021,15580,246,2.0,05/07/2021,2023158,home,106,Cal U (PA),5,1,4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,246,2.0,05/07/2021,2023158,home,106,California (PA),5,1,4,28.0,21,7,0,0,0,0,2,2,0,1.0,inf
2021,15580,246,2.0,05/07/2021,2024904,home,106,Cal U (PA),1,2,-1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,246,2.0,05/07/2021,2024904,home,106,California (PA),1,2,-1,31.0,21,10,0,0,0,0,0,0,0,1.0,
2021,15580,246,2.0,05/08/2021,2023267,away,106,Cal U (PA),2,7,-5,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,246,2.0,05/08/2021,2023267,away,106,California (PA),2,7,-5,25.0,18,7,0,0,0,0,1,3,0,1.0,inf
2021,15580,246,2.0,05/08/2021,2025337,away,106,Cal U (PA),4,5,-1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,246,2.0,05/08/2021,2025337,away,106,California (PA),4,5,-1,22.0,18,3,1,0,0,0,0,0,0,0.9545454545454546,
2021,15580,246,2.0,05/12/2021,2078472,away,30063,Seton Hill,0,6,-6,39.0,24,13,2,0,0,4,2,0,0,0.9487179487179487,0.5
2021,15580,248,1.0,02/27/2021,2016759,away,726,Navy,3,7,-4,25.0,18,5,2,0,0,2,0,0,0,0.92,0.0
2021,15580,248,1.0,02/27/2021,2024682,away,726,Navy,2,3,-1,37.0,24,13,0,0,0,0,0,0,0,1.0,
2021,15580,248,1.0,03/05/2021,2055759,home,575,Richmond,10,7,3,37.0,27,8,2,0,0,0,0,0,0,0.9459459459459459,
2021,15580,248,1.0,03/06/2021,2037734,home,786,William & Mary,1,4,-3,42.0,27,12,3,0,0,10,0,0,0,0.9285714285714286,0.0
2021,15580,248,1.0,03/12/2021,2039330,home,391,UMBC,10,14,-4,36.0,27,6,3,0,0,6,0,0,0,0.9166666666666666,0.0
2021,15580,248,1.0,03/13/2021,2041942,away,340,La Salle,10,5,5,43.0,27,16,0,0,0,0,0,2,0,1.0,
2021,15580,248,1.0,03/13/2021,2041952,away,340,La Salle,2,4,-2,24.0,18,5,1,0,0,0,0,3,0,0.9583333333333334,
2021,15580,248,1.0,03/14/2021,2039343,away,391,UMBC,7,13,-6,36.0,24,8,4,0,1,12,0,2,0,0.8888888888888888,0.0
2021,15580,248,1.0,03/20/2021,2041944,home,340,La Salle,1,7,-6,35.0,27,8,0,0,0,0,2,0,0,1.0,inf
2021,15580,248,1.0,03/20/2021,2041953,home,340,La Salle,8,3,5,33.0,27,6,0,0,0,0,0,2,0,1.0,
2021,15580,248,1.0,03/21/2021,2041954,away,575,Richmond,5,12,-7,33.0,24,7,2,0,0,0,0,2,0,0.9393939393939394,
2021,15580,248,1.0,03/26/2021,2041955,away,711,Towson,2,3,-1,38.0,25,10,3,0,0,2,2,1,0,0.9210526315789473,1.0
2021,15580,248,1.0,03/27/2021,2041956,home,711,Towson,10,9,1,41.0,27,11,3,0,0,0,0,0,0,0.926829268292683,
2021,15580,248,1.0,03/27/2021,2041957,home,711,Towson,1,5,-4,25.0,21,3,1,0,0,8,0,0,0,0.96,0.0
2021,15580,248,1.0,03/28/2021,2041958,away,711,Towson,5,6,-1,33.0,24,6,3,0,0,0,0,0,0,0.9090909090909091,
2021,15580,248,1.0,04/02/2021,2019869,home,596,St. Bonaventure,9,6,3,34.0,27,7,0,0,0,0,2,0,0,1.0,inf
2021,15580,248,1.0,04/03/2021,2020084,home,596,St. Bonaventure,2,1,1,26.0,21,4,1,0,0,0,0,0,0,0.9615384615384616,
2021,15580,248,1.0,04/03/2021,2041975,home,596,St. Bonaventure,3,8,-5,30.0,21,8,1,0,1,2,0,0,0,0.9666666666666667,0.0
2021,15580,248,1.0,04/04/2021,2020247,home,596,St. Bonaventure,6,5,1,36.0,27,8,1,0,0,0,0,3,0,0.9722222222222222,
2021,15580,248,1.0,04/09/2021,2069501,home,609,Saint Louis,7,3,4,32.0,21,7,4,0,0,2,0,5,0,0.875,0.0
2021,15580,248,1.0,04/09/2021,2069502,home,609,Saint Louis,4,6,-2,30.0,21,8,1,0,0,0,0,0,0,0.9666666666666667,
2021,15580,248,1.0,04/10/2021,2069705,home,609,Saint Louis,0,7,-7,39.0,27,12,0,0,0,0,0,0,0,1.0,
2021,15580,248,1.0,04/11/2021,2028271,home,609,Saint Louis,2,4,-2,36.0,27,9,0,0,0,2,0,2,0,1.0,0.0
2021,15580,248,1.0,04/16/2021,2021177,away,175,Dayton,7,6,1,37.0,27,8,2,0,0,4,0,0,0,0.9459459459459459,0.0
2021,15580,248,1.0,04/17/2021,2021409,away,175,Dayton,1,11,-10,23.0,18,4,1,0,0,4,4,0,0,0.9565217391304348,1.0
2021,15580,248,1.0,04/17/2021,2024607,away,175,Dayton,10,12,-2,23.0,18,4,1,0,0,0,0,3,0,0.9565217391304348,
2021,15580,248,1.0,04/18/2021,2021578,away,175,Dayton,3,14,-11,31.0,19,9,3,0,0,2,4,0,0,0.9032258064516129,2.0
2021,15580,248,1.0,04/30/2021,2022505,away,740,VCU,2,9,-7,34.0,24,10,0,0,1,2,1,0,0,1.0,0.5
2021,15580,248,1.0,05/01/2021,2022710,away,740,VCU,1,3,-2,24.0,18,5,1,0,0,2,0,0,0,0.9583333333333334,0.0
2021,15580,248,1.0,05/01/2021,2025889,away,740,VCU,1,8,-7,25.0,18,7,0,0,1,2,2,0,0,1.0,1.0
2021,15580,248,1.0,05/02/2021,2022876,away,740,VCU,2,11,-9,34.0,24,8,2,0,0,4,0,0,0,0.9411764705882353,0.0
2021,15580,248,1.0,05/08/2021,2023245,home,249,George Washington,11,1,10,29.0,21,7,1,0,0,0,0,3,0,0.9655172413793104,
2021,15580,248,1.0,05/08/2021,2029116,home,249,George Washington,8,11,-3,31.0,21,9,1,0,0,0,0,0,0,0.967741935483871,
2021,15580,248,1.0,05/09/2021,2023145,home,249,George Washington,0,5,-5,34.0,21,12,1,0,0,2,2,6,0,0.9705882352941176,1.0
2021,15580,248,1.0,05/09/2021,2023437,home,249,George Washington,7,13,-6,36.0,27,6,3,0,0,4,0,0,0,0.9166666666666666,0.0
2021,15580,248,1.0,05/14/2021,2077760,away,173,Davidson,5,3,2,36.0,27,8,1,0,0,2,0,0,0,0.9722222222222222,0.0
2021,15580,248,1.0,05/15/2021,2079025,away,173,Davidson,4,5,-1,26.0,20,5,1,0,0,0,0,4,0,0.9615384615384616,
2021,15580,248,1.0,05/15/2021,2079026,away,173,Davidson,7,8,-1,21.0,18,3,0,0,0,4,0,0,0,1.0,0.0
2021,15580,248,1.0,05/16/2021,2079027,away,173,Davidson,10,4,6,33.0,27,5,1,0,0,4,0,0,0,0.9696969696969697,0.0
2021,15580,248,1.0,05/20/2021,2038983,home,575,Richmond,6,5,1,44.0,27,15,2,0,0,0,2,3,0,0.9545454545454546,inf
2021,15580,248,1.0,05/21/2021,2038987,home,575,Richmond,12,5,7,29.0,21,5,3,0,0,2,0,0,0,0.896551724137931,0.0
2021,15580,248,1.0,05/21/2021,2038990,home,575,Richmond,0,2,-2,35.0,21,11,3,0,0,0,0,5,0,0.9142857142857143,
2021,15580,248,1.0,05/22/2021,2038994,home,575,Richmond,1,11,-10,34.0,21,12,1,0,0,0,2,3,0,0.9705882352941176,inf
2021,15580,249,1.0,03/02/2021,2017035,away,746,Virginia,1,11,-10,37.0,24,10,3,0,0,8,2,0,0,0.918918918918919,0.25
2021,15580,249,1.0,03/06/2021,2016813,home,352,Lehigh,9,2,7,34.0,27,7,0,0,0,0,0,2,0,1.0,
2021,15580,249,1.0,03/06/2021,2024928,home,352,Lehigh,4,1,3,26.0,21,5,0,0,0,0,0,2,0,1.0,
2021,15580,249,1.0,03/07/2021,2017209,away,352,Lehigh,4,3,1,23.0,21,2,0,0,0,0,0,0,0,1.0,
2021,15580,249,1.0,03/07/2021,2017410,away,352,Lehigh,13,9,4,42.0,27,12,3,0,0,2,2,0,0,0.9285714285714286,1.0
2021,15580,249,1.0,03/10/2021,2017693,home,165,Coppin St.,9,4,5,40.0,27,12,1,0,1,0,0,3,0,0.975,
2021,15580,249,1.0,03/13/2021,2018051,home,606,Saint Joseph's,1,4,-3,31.0,27,3,1,0,0,2,0,0,0,0.967741935483871,0.0
2021,15580,249,1.0,03/14/2021,2018195,home,606,Saint Joseph's,12,13,-1,42.0,27,13,2,0,0,0,0,6,0,0.9523809523809523,
2021,15580,249,1.0,03/14/2021,2025136,home,606,Saint Joseph's,14,16,-2,39.0,27,10,2,0,0,0,0,0,0,0.9487179487179487,
2021,15580,249,1.0,03/17/2021,2018320,home,741,VMI,1,8,-7,42.0,27,13,2,0,0,4,2,6,0,0.9523809523809523,0.5
2021,15580,249,1.0,03/19/2021,2018461,home,635,Seton Hall,13,8,5,40.0,27,12,1,0,1,2,2,2,0,0.975,1.0
2021,15580,249,1.0,03/20/2021,2018687,home,635,Seton Hall,0,8,-8,43.0,27,15,1,0,0,0,0,3,0,0.9767441860465116,
2021,15580,249,1.0,03/21/2021,2018847,home,635,Seton Hall,4,8,-4,35.0,27,8,0,0,1,8,2,0,0,1.0,0.25
2021,15580,249,1.0,03/24/2021,2018847,home,0,0.0,4,8,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,249,1.0,03/27/2021,2019367,home,178,Delaware St.,16,1,15,37.0,27,10,0,0,0,0,0,0,0,1.0,
2021,15580,249,1.0,03/27/2021,2024818,home,178,Delaware St.,8,1,7,28.0,21,7,0,0,0,0,0,0,0,1.0,
2021,15580,249,1.0,03/28/2021,2019546,home,178,Delaware St.,8,2,6,39.0,27,12,0,0,1,2,0,3,0,1.0,0.0
2021,15580,249,1.0,03/30/2021,2019655,home,746,Virginia,2,7,-5,40.0,27,13,0,0,0,0,6,3,0,1.0,inf
2021,15580,249,1.0,04/09/2021,2020545,home,740,VCU,4,6,-2,36.0,27,8,1,0,0,0,0,0,0,0.9722222222222222,
2021,15580,249,1.0,04/10/2021,2020676,home,740,VCU,5,4,1,32.0,21,9,2,0,0,2,2,3,0,0.9375,1.0
2021,15580,249,1.0,04/10/2021,2026058,home,740,VCU,3,2,1,28.0,21,6,1,0,0,0,0,0,0,0.9642857142857143,
2021,15580,249,1.0,04/11/2021,2020969,home,740,VCU,5,4,1,42.0,27,12,3,0,0,2,0,0,0,0.9285714285714286,0.0
2021,15580,249,1.0,04/21/2021,2017644,home,711,Towson,8,4,4,37.0,27,10,0,0,1,2,4,0,0,1.0,2.0
2021,15580,249,1.0,04/23/2021,2073656,away,173,Davidson,4,2,2,36.0,27,8,1,0,0,0,0,3,0,0.9722222222222222,
2021,15580,249,1.0,04/23/2021,2073739,away,173,Davidson,10,2,8,27.0,21,5,1,0,0,2,0,3,0,0.9629629629629629,0.0
2021,15580,249,1.0,04/25/2021,2022290,away,173,Davidson,8,1,7,29.0,21,7,1,0,0,0,0,3,0,0.9655172413793104,
2021,15580,249,1.0,04/25/2021,2029111,away,173,Davidson,4,5,-1,30.0,24,5,1,0,0,0,0,4,0,0.9666666666666667,
2021,15580,249,1.0,04/28/2021,2022426,home,251,Georgetown,5,4,1,40.0,27,11,2,0,0,4,0,0,0,0.95,0.0
2021,15580,249,1.0,04/30/2021,2022601,home,609,Saint Louis,10,7,3,39.0,27,8,4,0,2,0,0,4,0,0.8974358974358975,
2021,15580,249,1.0,05/01/2021,2022811,home,609,Saint Louis,2,7,-5,33.0,24,8,1,0,0,0,2,3,0,0.9696969696969697,inf
2021,15580,249,1.0,05/01/2021,2028283,home,609,Saint Louis,14,7,7,27.0,21,5,1,0,0,0,0,0,0,0.9629629629629629,
2021,15580,249,1.0,05/02/2021,2022967,home,609,Saint Louis,7,9,-2,37.0,27,8,2,0,1,0,0,0,0,0.9459459459459459,
2021,15580,249,1.0,05/08/2021,2023245,away,248,George Mason,1,11,-10,26.0,19,6,1,0,0,6,0,0,0,0.9615384615384616,0.0
2021,15580,249,1.0,05/08/2021,2029116,away,248,George Mason,11,8,3,30.0,21,6,3,0,0,0,0,3,0,0.9,
2021,15580,249,1.0,05/09/2021,2023145,away,248,George Mason,5,0,5,31.0,21,10,0,0,0,0,0,0,0,1.0,
2021,15580,249,1.0,05/09/2021,2023437,away,248,George Mason,13,7,6,41.0,27,13,1,0,0,2,0,3,0,0.975609756097561,0.0
2021,15580,249,1.0,05/14/2021,2023622,home,575,Richmond,6,5,1,38.0,27,8,3,0,1,0,0,0,0,0.9210526315789473,
2021,15580,249,1.0,05/15/2021,2023724,home,575,Richmond,7,5,2,25.0,21,4,0,0,0,0,0,3,0,1.0,
2021,15580,249,1.0,05/15/2021,2029119,home,575,Richmond,0,5,-5,30.0,21,6,3,0,0,0,0,0,0,0.9,
2021,15580,249,1.0,05/16/2021,2023814,home,575,Richmond,3,1,2,38.0,27,11,0,0,0,0,0,3,0,1.0,
2021,15580,249,1.0,05/18/2021,2018952,home,251,Georgetown,15,4,11,37.0,27,9,1,0,0,0,0,0,0,0.972972972972973,
2021,15580,249,1.0,05/20/2021,2080218,away,175,Dayton,4,6,-2,35.0,24,11,0,0,0,2,0,8,0,1.0,0.0
2021,15580,249,1.0,05/21/2021,2080175,away,175,Dayton,4,11,-7,24.0,18,4,2,0,0,6,0,0,0,0.9166666666666666,0.0
2021,15580,249,1.0,05/21/2021,2080177,away,175,Dayton,4,7,-3,27.0,18,6,3,0,1,0,2,3,0,0.8888888888888888,inf
2021,15580,249,1.0,05/22/2021,2025533,away,175,Dayton,9,14,-5,36.0,24,12,0,0,0,0,4,5,0,1.0,inf
2021,15580,251,1.0,04/07/2021,2056969,home,740,VCU,4,13,-9,39.0,27,9,3,0,0,4,0,0,0,0.9230769230769231,0.0
2021,15580,251,1.0,04/09/2021,2020464,away,164,UConn,0,10,-10,25.0,18,7,0,0,1,8,0,0,0,1.0,0.0
2021,15580,251,1.0,04/10/2021,2020698,away,164,UConn,0,6,-6,27.0,18,9,0,0,2,2,0,0,0,1.0,0.0
2021,15580,251,1.0,04/13/2021,2045905,home,711,Towson,0,4,-4,38.0,27,8,3,0,1,6,0,0,0,0.9210526315789473,0.0
2021,15580,251,1.0,04/16/2021,2056970,home,603,St. John's (NY),5,1,4,36.0,27,9,0,0,0,0,0,3,0,1.0,
2021,15580,251,1.0,04/17/2021,2056971,home,603,St. John's (NY),4,9,-5,23.0,21,1,1,0,1,6,0,0,0,0.9565217391304348,0.0
2021,15580,251,1.0,04/17/2021,2056973,home,603,St. John's (NY),11,7,4,41.0,27,10,4,0,0,0,0,4,0,0.9024390243902439,
2021,15580,251,1.0,04/18/2021,2056974,home,603,St. John's (NY),6,4,2,36.0,27,9,0,0,0,0,2,3,0,1.0,inf
2021,15580,251,1.0,04/23/2021,2035545,home,169,Creighton,0,6,-6,29.0,21,7,1,0,0,4,0,0,0,0.9655172413793104,0.0
2021,15580,251,1.0,04/23/2021,2035546,home,169,Creighton,0,5,-5,37.0,27,9,1,0,0,6,2,0,0,0.972972972972973,0.3333333333333333
2021,15580,251,1.0,04/24/2021,2035547,home,169,Creighton,2,4,-2,39.0,27,11,1,0,1,0,0,6,0,0.9743589743589743,
2021,15580,251,1.0,04/25/2021,2022336,home,169,Creighton,3,2,1,46.0,30,15,1,0,0,0,2,5,0,0.9782608695652174,inf
2021,15580,251,1.0,04/28/2021,2022426,away,249,George Washington,4,5,-1,34.0,24,8,2,0,0,6,0,0,0,0.9411764705882353,0.0
2021,15580,251,1.0,04/30/2021,2056977,away,635,Seton Hall,7,8,-1,36.0,24,10,2,0,0,2,0,0,0,0.9444444444444444,0.0
2021,15580,251,1.0,05/01/2021,2056979,away,635,Seton Hall,0,2,-2,29.0,18,11,0,0,0,2,2,0,0,1.0,1.0
2021,15580,251,1.0,05/01/2021,2056980,away,635,Seton Hall,4,8,-4,36.0,24,10,2,0,0,6,0,5,0,0.9444444444444444,0.0
2021,15580,251,1.0,05/02/2021,2056983,away,635,Seton Hall,0,2,-2,34.0,24,10,0,0,1,0,0,3,0,1.0,
2021,15580,251,1.0,05/05/2021,2040204,away,742,Virginia Tech,2,6,-4,37.0,24,13,0,0,0,2,2,0,0,1.0,1.0
2021,15580,251,1.0,05/07/2021,2039240,neutral,739,Villanova,4,6,-2,28.0,24,4,0,0,0,6,0,0,0,1.0,0.0
2021,15580,251,1.0,05/08/2021,2039243,away,739,Villanova,0,4,-4,28.0,24,3,1,0,0,6,0,0,0,0.9642857142857143,0.0
2021,15580,251,1.0,05/09/2021,2039241,away,739,Villanova,1,2,-1,32.0,24,8,0,0,0,6,0,0,0,1.0,0.0
2021,15580,251,1.0,05/14/2021,2042002,away,812,Xavier,0,9,-9,25.0,18,5,2,0,0,10,0,0,0,0.92,0.0
2021,15580,251,1.0,05/14/2021,2078904,away,812,Xavier,0,2,-2,33.0,24,9,0,0,0,4,0,0,0,1.0,0.0
2021,15580,251,1.0,05/15/2021,2042003,away,812,Xavier,5,1,4,30.0,27,3,0,0,0,4,0,2,0,1.0,0.0
2021,15580,251,1.0,05/16/2021,2042004,away,812,Xavier,1,2,-1,30.0,23,7,0,0,0,0,2,0,0,1.0,inf
2021,15580,251,1.0,05/16/2021,2042005,away,812,Xavier,0,10,-10,29.0,20,6,3,0,0,6,4,0,0,0.896551724137931,0.6666666666666666
2021,15580,251,1.0,05/18/2021,2018952,away,249,George Washington,4,15,-11,36.0,24,9,3,0,0,0,0,3,0,0.9166666666666666,
2021,15580,251,1.0,05/20/2021,2079966,home,87,Butler,0,2,-2,36.0,21,13,2,0,0,0,2,0,0,0.9444444444444444,inf
2021,15580,251,1.0,05/20/2021,2079980,home,87,Butler,5,4,1,37.0,27,10,0,0,0,0,0,2,0,1.0,
2021,15580,251,1.0,05/21/2021,2038925,home,87,Butler,7,13,-6,38.0,27,11,0,0,0,0,0,2,0,1.0,
2021,15580,251,1.0,05/22/2021,2038932,home,87,Butler,3,11,-8,38.0,27,8,3,0,0,2,0,2,0,0.9210526315789473,0.0
2021,15580,253,1.0,02/19/2021,2016112,home,694,Tennessee,3,5,-2,31.0,27,3,1,0,2,0,0,0,0,0.967741935483871,
2021,15580,253,1.0,02/20/2021,2016234,home,694,Tennessee,3,5,-2,32.0,27,5,0,0,0,0,2,0,0,1.0,inf
2021,15580,253,1.0,02/21/2021,2016380,home,694,Tennessee,3,7,-4,48.0,36,9,3,0,0,0,2,0,0,0.9375,inf
2021,15580,253,1.0,02/24/2021,2016557,away,1014,Col. of Charleston,18,7,11,36.0,27,7,2,0,0,2,0,0,0,0.9444444444444444,0.0
2021,15580,253,1.0,02/26/2021,2016572,home,196,East Carolina,4,6,-2,37.0,27,7,3,0,0,2,0,0,0,0.918918918918919,0.0
2021,15580,253,1.0,02/27/2021,2016701,home,196,East Carolina,10,7,3,33.0,27,5,1,0,0,2,0,3,0,0.9696969696969697,0.0
2021,15580,253,1.0,02/28/2021,2016872,home,196,East Carolina,2,9,-7,37.0,27,10,0,0,0,0,0,0,0,1.0,
2021,15580,253,1.0,03/03/2021,2017051,away,2711,North Florida,3,1,2,39.0,27,11,1,0,1,0,0,3,0,0.9743589743589743,
2021,15580,253,1.0,03/05/2021,2017100,home,711,Towson,5,1,4,33.0,27,6,0,0,0,8,1,0,0,1.0,0.125
2021,15580,253,1.0,03/06/2021,2017245,home,711,Towson,7,5,2,37.0,27,8,2,0,0,6,0,0,0,0.9459459459459459,0.0
2021,15580,253,1.0,03/07/2021,2017455,home,711,Towson,6,5,1,37.0,27,6,4,0,0,4,2,0,0,0.8918918918918919,0.5
2021,15580,253,1.0,03/09/2021,2017605,home,257,Georgia,2,5,-3,42.0,27,12,3,0,0,0,0,6,0,0.9285714285714286,
2021,15580,253,1.0,03/12/2021,2017712,home,9,UAB,11,7,4,34.0,27,6,1,0,0,2,0,3,0,0.9705882352941176,0.0
2021,15580,253,1.0,03/13/2021,2017856,home,9,UAB,15,4,11,35.0,27,8,0,0,0,2,0,0,0,1.0,0.0
2021,15580,253,1.0,03/14/2021,2018076,home,9,UAB,9,5,4,37.0,27,9,1,0,0,2,4,0,0,0.972972972972973,2.0
2021,15580,253,1.0,03/17/2021,2018076,home,0,0.0,9,5,4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,253,1.0,03/19/2021,2018483,away,716,Troy,8,1,7,36.0,27,9,0,0,0,0,0,3,0,1.0,
2021,15580,253,1.0,03/20/2021,2018728,away,716,Troy,8,11,-3,33.0,24,8,1,0,0,10,2,0,0,0.9696969696969697,0.2
2021,15580,253,1.0,03/21/2021,2018870,away,716,Troy,4,8,-4,32.0,24,6,2,0,1,4,1,0,0,0.9375,0.25
2021,15580,253,1.0,03/23/2021,2018948,neutral,147,Clemson,4,6,-2,35.0,25,8,2,0,0,2,2,2,0,0.9428571428571428,1.0
2021,15580,253,1.0,03/26/2021,2019039,home,27,App State,3,1,2,36.0,27,8,1,0,0,2,0,0,0,0.9722222222222222,0.0
2021,15580,253,1.0,03/27/2021,2019195,home,27,App State,10,2,8,31.0,27,4,0,0,0,0,0,0,0,1.0,
2021,15580,253,1.0,03/28/2021,2019437,home,27,App State,1,3,-2,35.0,27,6,2,0,0,6,0,3,0,0.9428571428571428,0.0
2021,15580,253,1.0,03/30/2021,2019599,home,1014,Col. of Charleston,3,6,-3,39.0,27,10,2,0,1,6,0,0,0,0.9487179487179487,0.0
2021,15580,253,1.0,04/01/2021,2019724,away,254,Georgia St.,23,1,22,38.0,27,10,1,0,0,0,0,3,0,0.9736842105263158,
2021,15580,253,1.0,04/02/2021,2019830,away,254,Georgia St.,6,7,-1,37.0,28,8,1,0,1,0,2,0,0,0.972972972972973,inf
2021,15580,253,1.0,04/03/2021,2020040,away,254,Georgia St.,2,3,-1,31.0,24,7,0,0,0,0,0,0,0,1.0,
2021,15580,253,1.0,04/06/2021,2020343,away,257,Georgia,2,1,1,37.0,27,10,0,0,0,0,0,4,0,1.0,
2021,15580,253,1.0,04/09/2021,2020422,home,498,ULM,4,3,1,34.0,27,5,2,0,0,4,0,2,0,0.9411764705882353,0.0
2021,15580,253,1.0,04/10/2021,2020587,home,498,ULM,4,1,3,40.0,27,11,2,0,0,0,0,0,0,0.95,
2021,15580,253,1.0,04/11/2021,2020842,home,498,ULM,7,1,6,35.0,27,8,0,0,0,2,2,3,0,1.0,1.0
2021,15580,253,1.0,04/13/2021,2021016,home,2711,North Florida,8,6,2,36.0,27,7,2,0,0,2,2,0,0,0.9444444444444444,1.0
2021,15580,253,1.0,04/14/2021,2021095,home,406,Mercer,3,2,1,39.0,27,10,2,0,0,0,0,6,0,0.9487179487179487,
2021,15580,253,1.0,04/16/2021,2021172,away,149,Coastal Carolina,8,2,6,33.0,27,6,0,0,0,2,0,0,0,1.0,0.0
2021,15580,253,1.0,04/17/2021,2021326,away,149,Coastal Carolina,8,3,5,36.0,27,8,1,0,0,0,0,0,0,0.9722222222222222,
2021,15580,253,1.0,04/18/2021,2021573,away,149,Coastal Carolina,6,8,-2,31.0,24,7,0,0,0,0,0,0,0,1.0,
2021,15580,253,1.0,04/21/2021,2021800,away,1157,Kennesaw St.,11,5,6,38.0,27,10,1,0,0,0,0,0,0,0.9736842105263158,
2021,15580,253,1.0,04/24/2021,2022217,away,522,Oklahoma,3,2,1,38.0,27,11,0,0,0,4,0,3,0,1.0,0.0
2021,15580,253,1.0,04/24/2021,2073942,away,522,Oklahoma,4,1,3,35.0,27,8,0,0,0,2,2,0,0,1.0,1.0
2021,15580,253,1.0,04/25/2021,2022358,away,522,Oklahoma,4,14,-10,33.0,21,8,4,0,0,4,0,0,0,0.8787878787878788,0.0
2021,15580,253,1.0,04/27/2021,2022442,home,316,Jacksonville,4,3,1,39.0,27,11,1,0,0,2,2,2,0,0.9743589743589743,1.0
2021,15580,253,1.0,04/30/2021,2022495,home,646,South Alabama,5,12,-7,35.0,27,7,1,0,2,4,0,2,0,0.9714285714285714,0.0
2021,15580,253,1.0,05/01/2021,2022642,home,646,South Alabama,11,2,9,39.0,27,11,1,0,0,0,0,2,0,0.9743589743589743,
2021,15580,253,1.0,05/02/2021,2022866,home,646,South Alabama,7,6,1,37.0,27,10,0,0,0,0,0,3,0,1.0,
2021,15580,253,1.0,05/07/2021,2023119,away,30,Arkansas St.,1,6,-5,31.0,24,6,1,0,1,2,0,0,0,0.967741935483871,0.0
2021,15580,253,1.0,05/08/2021,2023239,away,30,Arkansas St.,0,4,-4,33.0,24,8,1,0,1,0,0,3,0,0.9696969696969697,
2021,15580,253,1.0,05/08/2021,2023417,away,30,Arkansas St.,3,2,1,36.0,27,9,0,0,0,0,0,0,0,1.0,
2021,15580,253,1.0,05/13/2021,2023602,away,1068,Elon,5,8,-3,33.0,24,7,2,0,0,2,2,0,0,0.9393939393939394,1.0
2021,15580,253,1.0,05/14/2021,2023674,away,1068,Elon,4,6,-2,33.0,24,8,1,0,0,4,0,2,0,0.9696969696969697,0.0
2021,15580,253,1.0,05/15/2021,2023796,away,1068,Elon,7,5,2,38.0,27,11,0,0,1,2,0,0,0,1.0,0.0
2021,15580,253,1.0,05/18/2021,2023836,away,406,Mercer,1,5,-4,32.0,24,8,0,0,0,2,0,3,0,1.0,0.0
2021,15580,253,1.0,05/20/2021,2023855,home,702,UT Arlington,3,5,-2,37.0,27,8,2,0,0,2,2,0,0,0.9459459459459459,1.0
2021,15580,253,1.0,05/21/2021,2023913,home,702,UT Arlington,3,2,1,35.0,27,6,2,0,1,2,0,0,0,0.9428571428571428,0.0
