,jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
49697,14,1757926,Jt Stevenson,C,Sr,28,23,2017,12560,East Central,8965
49698,19,1530150,Jake Wellington,P,Sr,12,10,2017,12560,East Central,8965
50011,34,1774054,Austin Allinger,P,So,18,4,2017,12560,Evansville,219
50012,2,1774046,Troy Beilsmith,INF,Fr,27,20,2017,12560,Evansville,219
50013,42,1639689,Ryan Brady,P,Jr,25,0,2017,12560,Evansville,219
50014,12,1887734,Jack Cavanaugh,INF,Fr,18,1,2017,12560,Evansville,219
50015,15,1887735,Kenton Crews,OF,Fr,53,50,2017,12560,Evansville,219
50016,31,1887738,Nathan Croner,P,Fr,22,0,2017,12560,Evansville,219
50017,10,1887732,Jimmy Day,INF,Fr,32,24,2017,12560,Evansville,219
50018,19,1639663,Nicholas Eggemeyer,P,So,4,0,2017,12560,Evansville,219
50019,17,1887736,David Ellis,P,Fr,10,0,2017,12560,Evansville,219
50020,35,1774055,Brandon Gomer,P,So,32,0,2017,12560,Evansville,219
50021,3,1774047,Trey Hair,INF,Sr,57,57,2017,12560,Evansville,219
50022,9,1887731,Conner Hasecuster,INF,Fr,17,12,2017,12560,Evansville,219
50023,32,1887800,Justin Hayden,P,Jr,15,15,2017,12560,Evansville,219
50024,14,1887751,Dalton Horstmeier,OF,Jr,26,11,2017,12560,Evansville,219
50025,5,1774049,Matthew Jones,OF,So,14,8,2017,12560,Evansville,219
50026,20,1887737,Brendan Krob,C,Fr,42,36,2017,12560,Evansville,219
50027,36,1887748,Adam Lukas,P,Fr,9,0,2017,12560,Evansville,219
50028,7,1527648,Stewart Nelson,INF,Jr,50,48,2017,12560,Evansville,219
50029,39,1887792,Hunter Porterfield,P,Jr,22,0,2017,12560,Evansville,219
50030,4,1774048,Nate Reeder,OF,So,49,42,2017,12560,Evansville,219
50031,21,1639665,Patrick Schnieders,P,Sr,15,15,2017,12560,Evansville,219
50032,1,1887729,Craig Shepherd,INF,Fr,50,46,2017,12560,Evansville,219
50033,28,1887790,Connor Strain,P,Sr,14,14,2017,12560,Evansville,219
50034,29,1774053,Blake Swanger,P,So,12,0,2017,12560,Evansville,219
50035,24,1887771,Andrew Tanous,C,Jr,57,57,2017,12560,Evansville,219
50036,16,1639661,Travis Tokarek,C,Jr,57,57,2017,12560,Evansville,219
50037,33,1527655,James Ward,P,Jr,12,2,2017,12560,Evansville,219
50038,13,1774051,Alex Weigand,P,So,11,7,2017,12560,Evansville,219
50039,23,1639666,Korbin Williams,OF,Jr,45,44,2017,12560,Evansville,219
50357,2,1752677,Michael Agis,P,Sr,17,2,2017,12560,FIU,231
50358,5,1879413,Derek Cartaya,INF,Fr,37,26,2017,12560,FIU,231
50359,48,1752703,Frank Chacon,P,So,4,0,2017,12560,FIU,231
50360,40,1879421,Christian Coipel,OF,Fr,21,5,2017,12560,FIU,231
50361,32,1752695,Nick Day,INF,Sr,49,44,2017,12560,FIU,231
50362,39,1752699,Alex Demchak,P,Sr,20,3,2017,12560,FIU,231
50363,42,1545442,Jc Escarra,C,Jr,53,53,2017,12560,FIU,231
50364,46,1752702,Willy Fabra,P,Sr,4,0,2017,12560,FIU,231
50365,16,1752682,Zach Files,INF,Sr,48,35,2017,12560,FIU,231
50366,14,1545440,Kolby Follis,OF,Sr,36,15,2017,12560,FIU,231
50367,19,1752683,Oliver Francis,OF,Sr,0,0,2017,12560,FIU,231
50368,38,1752698,Robert Garcia,P,Sr,17,9,2017,12560,FIU,231
50369,9,1879420,Andrew George,P,Jr,4,3,2017,12560,FIU,231
50370,25,1752685,Christian Khawam,OF,Jr,25,11,2017,12560,FIU,231
50371,36,1647645,Dominic Lobrutto,P,Jr,23,6,2017,12560,FIU,231
50372,4,1879412,Kobe Lopez,INF,Fr,42,29,2017,12560,FIU,231
50373,8,1752679,Irving Lopez,INF,Sr,58,58,2017,12560,FIU,231
50374,1,1879411,Nick Macdonald,P,Fr,15,13,2017,12560,FIU,231
50375,37,1896642,Jose Machado,P,Fr,3,0,2017,12560,FIU,231
50376,11,1752680,Kenny Meimerstorf,OF,Sr,57,57,2017,12560,FIU,231
50377,26,1545433,Christopher Mourelle,P,Sr,12,12,2017,12560,FIU,231
50378,12,1879414,Tyler Myrick,P,Fr,15,10,2017,12560,FIU,231
50379,45,1647660,Andres Nunez,P,Jr,0,0,2017,12560,FIU,231
50380,35,1879419,Danny Perez,P,Fr,0,0,2017,12560,FIU,231
50381,20,1545447,Ricardo Pozo,OF,Jr,13,1,2017,12560,FIU,231
50382,41,1879422,Chandler Raiden,P,Jr,25,0,2017,12560,FIU,231
50383,29,1647664,Jack Schaaf,OF,Jr,47,34,2017,12560,FIU,231
50384,28,1879417,Adam Sevario,INF,Fr,43,31,2017,12560,FIU,231
50385,6,1647672,Eddie Silva,INF,Jr,13,12,2017,12560,FIU,231
50386,22,1647673,Zack Soria,C,Sr,57,55,2017,12560,FIU,231
50387,17,1879416,Gio Soto,OF,Fr,8,0,2017,12560,FIU,231
50388,30,1752694,Cain Spangler,P,Jr,14,0,2017,12560,FIU,231
50389,13,1879415,Javier Valdes,INF,Fr,54,54,2017,12560,FIU,231
50390,31,1879418,Franklin Van Gurp,P,Jr,19,0,2017,12560,FIU,231
50391,34,1752697,Cj Witkowski,OF,Sr,22,2,2017,12560,FIU,231
50757,3,1879015,Ricardo Barraza,C,,24,19,2017,12560,Puget Sound,557
50758,20,1880753,Tyler Brazelton,INF,Fr,22,16,2017,12560,Puget Sound,557
50759,36,1881701,Joe Brennan,P,,9,6,2017,12560,Puget Sound,557
50760,8,1766329,E. Crispell,P,Fr,16,3,2017,12560,Puget Sound,557
50761,13,1550023,Layne Croney,INF,Sr,29,21,2017,12560,Puget Sound,557
50762,18,1559310,Ryan Darrow,C,Sr,20,16,2017,12560,Puget Sound,557
50763,10,1642760,James Dejesus,OF,Jr,36,34,2017,12560,Puget Sound,557
50764,2,1765895,Connor Dunn,SS,Fr,33,23,2017,12560,Puget Sound,557
50765,24,1895571,Tanner Fallon,P,Fr,1,0,2017,12560,Puget Sound,557
50766,42,1642771,David Follett,P,Jr,15,1,2017,12560,Puget Sound,557
50767,36,1559846,David Fuller,P,Sr,0,0,2017,12560,Puget Sound,557
50768,7,1779252,Jack Gries,C,Fr,18,15,2017,12560,Puget Sound,557
50769,35,1642767,Jacob Harris,P,Sr,0,0,2017,12560,Puget Sound,557
50770,45,1642772,Reid Hartmann,INF,Sr,0,0,2017,12560,Puget Sound,557
50771,51,1889263,Mattew Hicks,P,Fr,7,0,2017,12560,Puget Sound,557
50772,6,1642761,Jordan Hirae,INF,Jr,25,20,2017,12560,Puget Sound,557
50773,41,1642770,Zak Holcomb,P,Sr,0,0,2017,12560,Puget Sound,557
50774,55,1551329,Ian Hughes,1B,Sr,35,25,2017,12560,Puget Sound,557
50775,28,1768395,Tyler Huling,P,Fr,5,3,2017,12560,Puget Sound,557
50776,2,1550022,Troy Kakugawa,P,Sr,0,0,2017,12560,Puget Sound,557
50777,45,1879018,A.J. Koch,SS,,13,7,2017,12560,Puget Sound,557
50778,39,1550024,Kian Kurokawa,P,Sr,10,0,2017,12560,Puget Sound,557
50779,16,1766256,Robby Lundquist,C,Fr,3,0,2017,12560,Puget Sound,557
50780,19,1550329,Collin Maier,P,Sr,0,0,2017,12560,Puget Sound,557
50781,4,1883677,Nathan Mano,PR,Fr,9,0,2017,12560,Puget Sound,557
50782,9,1778431,Dakota Marley,P,Fr,10,0,2017,12560,Puget Sound,557
50783,22,1880754,Makoa Mau,OF,Fr,19,5,2017,12560,Puget Sound,557
50784,54,1642775,Cole Mauter,P,Sr,0,0,2017,12560,Puget Sound,557
50785,51,1642774,Kyle Mcneil,P,Jr,0,0,2017,12560,Puget Sound,557
50786,30,1889262,Tyler Mick,LF,Fr,2,0,2017,12560,Puget Sound,557
50787,37,1642768,Ryan Moyes,OF,Jr,19,7,2017,12560,Puget Sound,557
50788,23,1642763,Cal Muramaru,OF,Jr,32,26,2017,12560,Puget Sound,557
50789,54,1896565,Ryota Nishino,2B,Fr,2,0,2017,12560,Puget Sound,557
50790,27,1550325,Ehn Nishioka,OF,Sr,5,1,2017,12560,Puget Sound,557
50791,34,1550330,Javin Nohara,P,Sr,5,0,2017,12560,Puget Sound,557
50792,22,1642762,Keegan Ogard,C,Jr,0,0,2017,12560,Puget Sound,557
50793,51,1779251,Clay Palmer,PH,Fr,0,0,2017,12560,Puget Sound,557
50794,26,1889264,Andrew Parker,P,Fr,7,1,2017,12560,Puget Sound,557
50795,15,1880736,Mason Quinlan,1B,Fr,29,19,2017,12560,Puget Sound,557
50796,40,1896749,Rj Quirante,PH,Fr,1,0,2017,12560,Puget Sound,557
50797,19,1880749,Hunter Riley,SS,Fr,15,11,2017,12560,Puget Sound,557
50798,35,1879016,Corey Roberts,3B,,25,16,2017,12560,Puget Sound,557
50799,33,1642766,Merle Rowan-Kennedy,P,Jr,13,11,2017,12560,Puget Sound,557
50800,53,1766258,Ben Shapiro,P,Fr,6,0,2017,12560,Puget Sound,557
50801,49,1766328,Matt Shelhammer,OF,Fr,21,18,2017,12560,Puget Sound,557
50802,26,1642765,Isaiah Stolp,P,Jr,0,0,2017,12560,Puget Sound,557
50803,53,1550354,David Torigoe,P,Sr,0,0,2017,12560,Puget Sound,557
50804,25,1766254,Nick Ultsch,PH,Fr,24,7,2017,12560,Puget Sound,557
50805,11,1642759,Kevaughn Umayam,P,Jr,0,0,2017,12560,Puget Sound,557
50806,4,1642758,Yuki Umeda,INF,Sr,0,0,2017,12560,Puget Sound,557
50807,21,1768398,Michael Warnick,P,Fr,13,0,2017,12560,Puget Sound,557
50808,11,1879017,Nolan Wiler,3B,,29,27,2017,12560,Puget Sound,557
50809,4,1766253,Jake Wilk,PH,Fr,0,0,2017,12560,Puget Sound,557
50810,46,1642773,Zachary Wogan,OF,Jr,0,0,2017,12560,Puget Sound,557
50811,44,1550327,Alex Wojtysiak,1B,Sr,19,9,2017,12560,Puget Sound,557
50812,16,1642764,Joshua Zavisbuin,P,Jr,14,13,2017,12560,Puget Sound,557
51195,0,1896575,47,PR,,1,0,2017,12560,Jefferson,543
51196,47,1889062,Zack Agan,INF,Fr,13,3,2017,12560,Jefferson,543
51197,22,1779482,Abraham Almonte,P,Sr,12,8,2017,12560,Jefferson,543
51198,8,1778382,Jeffery Briggs,C,Sr,31,23,2017,12560,Jefferson,543
51199,21,1778541,Timothy Brodhag,INF,So,22,15,2017,12560,Jefferson,543
51200,37,1889059,Michael Calabrese,P,Fr,11,1,2017,12560,Jefferson,543
51201,44,1896755,Calder,CF,So,2,0,2017,12560,Jefferson,543
51202,32,1778389,Brett Chupka,P,So,4,0,2017,12560,Jefferson,543
51203,43,1779479,Andrew Dark,P,So,3,0,2017,12560,Jefferson,543
51204,49,1889063,Peter Dimeglio,INF,Fr,15,7,2017,12560,Jefferson,543
51205,28,1889055,Jack Galligan,P,Fr,13,0,2017,12560,Jefferson,543
51206,16,1669553,Nick Goetz,OF,Jr,32,19,2017,12560,Jefferson,543
51207,18,1889053,Jake Goldberg,P,Jr,7,1,2017,12560,Jefferson,543
51208,29,1780642,Ryan Gonzalez,OF,So,17,2,2017,12560,Jefferson,543
51209,34,1778568,Jonathon Gottschall,P,So,17,11,2017,12560,Jefferson,543
51210,57,1889066,Gunnar Hayes,P,Fr,13,4,2017,12560,Jefferson,543
51211,13,1894540,Raymond Hildebrandt,P,Fr,4,0,2017,12560,Jefferson,543
51212,4,1889051,Joseph Iannuzzi,C,Fr,12,3,2017,12560,Jefferson,543
51213,45,1889061,Richard Joa,OF,Fr,35,31,2017,12560,Jefferson,543
51214,27,1783217,Henry Jones,P,So,0,0,2017,12560,Jefferson,543
51215,33,1889057,C.J. Kilgarriff,P,Fr,17,7,2017,12560,Jefferson,543
51216,9,1544775,Daniel Klusman,OF,Sr,47,46,2017,12560,Jefferson,543
51217,1,1778388,Christopher Lorenzo,INF,So,34,22,2017,12560,Jefferson,543
51218,36,1889058,Ryan Lucas,P,Fr,5,1,2017,12560,Jefferson,543
51219,25,1779481,Joseph Mangano,P,So,2,0,2017,12560,Jefferson,543
51220,56,1889065,Paul Mcelroy,OF,Fr,9,3,2017,12560,Jefferson,543
51221,52,1778558,Matt Mcgee,C,So,41,41,2017,12560,Jefferson,543
51222,2,1544773,David Mctaggart,2B,Sr,47,47,2017,12560,Jefferson,543
51223,12,1778384,Michael Melendez,OF,Sr,38,36,2017,12560,Jefferson,543
51224,31,1783139,Nathan Moyer,INF,So,1,0,2017,12560,Jefferson,543
51225,40,1671990,Christopher Navarro,P,Fr,1,1,2017,12560,Jefferson,543
51226,17,1669555,Raymond Nunez,OF,Fr,3,0,2017,12560,Jefferson,543
51227,14,1669554,Casey O'Donnell,P,Sr,15,11,2017,12560,Jefferson,543
51228,6,1889052,Ryan O'Neill,P,So,8,0,2017,12560,Jefferson,543
51229,23,1778542,Ronald Pellegrino,1B,So,0,0,2017,12560,Jefferson,543
51230,20,1669551,Brandon Quaranta,P,Jr,47,47,2017,12560,Jefferson,543
51231,30,1889056,David Saenz,C,Fr,7,1,2017,12560,Jefferson,543
51232,51,1889054,Andrew Sangurima,OF,Fr,3,0,2017,12560,Jefferson,543
51233,35,1544776,Steve Schonewolf,1B,Jr,1,0,2017,12560,Jefferson,543
51234,10,1779480,Alexander Shapiro,C,So,0,0,2017,12560,Jefferson,543
51235,26,1669556,Brandon Smith,1B,Fr,9,0,2017,12560,Jefferson,543
51236,24,1779478,Michael Taffe,OF,So,13,2,2017,12560,Jefferson,543
51237,41,1889060,Austin Torres,C,Fr,1,0,2017,12560,Jefferson,543
51238,5,1778386,Andres Valbuena,C,So,37,35,2017,12560,Jefferson,543
51239,42,1669552,Steven Wells,1B,Sr,48,46,2017,12560,Jefferson,543
51240,55,1889064,David Wilson,P,Fr,5,0,2017,12560,Jefferson,543
51241,46,1778567,Robert Wood,INF,Fr,15,3,2017,12560,Jefferson,543
51623,7,1892155,7,LF,,0,0,2017,12560,Ferrum,225
51624,32,1875716,Kyle Anstice,C,Fr,38,35,2017,12560,Ferrum,225
51625,14,1875710,Tucker Brown,INF,So,0,0,2017,12560,Ferrum,225
51626,24,1875714,Drew Calohan,P,Fr,37,36,2017,12560,Ferrum,225
51627,39,1875720,Hunter Campbell,P,Fr,5,3,2017,12560,Ferrum,225
51628,5,1875707,Christian Campbell,C,Fr,13,9,2017,12560,Ferrum,225
51629,2,1875704,Dominick Claxton,OF,Fr,33,30,2017,12560,Ferrum,225
51630,40,1533414,Ty Comer,INF,Sr,40,40,2017,12560,Ferrum,225
51631,21,1533425,Lane Deaver,OF,Sr,40,40,2017,12560,Ferrum,225
51632,4,1875706,Hunter Dodson,P,So,1,0,2017,12560,Ferrum,225
51633,18,1875712,Michael Dorsainvil,OF,So,10,5,2017,12560,Ferrum,225
51634,44,1896707,Collin Faucette,P,,1,0,2017,12560,Ferrum,225
51635,9,1644922,Jacob Holland,P,Jr,30,17,2017,12560,Ferrum,225
51636,11,1762946,Jake Martin,INF,So,38,38,2017,12560,Ferrum,225
51637,27,1889229,Parker Mason,PR,Fr,8,2,2017,12560,Ferrum,225
51638,8,1875709,Michael Mayhew,P,Jr,1,0,2017,12560,Ferrum,225
51639,15,1875711,Christian Mosier,INF,So,11,5,2017,12560,Ferrum,225
51640,36,1875719,Tim Ortega,C,Fr,33,29,2017,12560,Ferrum,225
51641,46,1875721,Trevor Otey,P,So,12,0,2017,12560,Ferrum,225
51642,29,1762951,Hunter Peck,P,So,10,9,2017,12560,Ferrum,225
51643,33,1875717,Cory Peel,P,Fr,8,0,2017,12560,Ferrum,225
51644,31,1875715,Joey Pride,P,So,8,7,2017,12560,Ferrum,225
51645,41,1644936,Nathan Reynolds,INF,So,16,7,2017,12560,Ferrum,225
51646,6,1875708,Brandon Roberts,P,So,14,2,2017,12560,Ferrum,225
51647,34,1875718,Caira Selden,P,So,1,0,2017,12560,Ferrum,225
51648,3,1875705,Grey Sherfey,OF,Fr,29,18,2017,12560,Ferrum,225
51649,28,1783650,Christiann Sowers,INF,So,13,7,2017,12560,Ferrum,225
51650,19,1533413,Jo Stickney,C,Sr,29,24,2017,12560,Ferrum,225
51651,1,1875703,Hayden Storms,OF,So,1,0,2017,12560,Ferrum,225
51652,23,1875713,Sam Suite,P,So,4,2,2017,12560,Ferrum,225
51653,43,1533417,Jared Talley,P,Sr,18,0,2017,12560,Ferrum,225
51654,35,1891269,Jacob Tomlin,P,Fr,8,0,2017,12560,Ferrum,225
51655,10,1762945,Brandon Turner,P,So,15,3,2017,12560,Ferrum,225
51656,38,1882758,Daniel Wade,P,Fr,7,3,2017,12560,Ferrum,225
51657,37,1533454,Dillon Weaver,P,Sr,10,9,2017,12560,Ferrum,225
51658,20,1644921,Brandon West,INF,Jr,28,20,2017,12560,Ferrum,225
51659,26,1783548,Braxton Wheeler,P,So,11,0,2017,12560,Ferrum,225
52034,4,1869806,Trent Abernathy,P,Fr,13,2,2017,12560,Concord,1028
52035,14,1770060,Troy Beckner,P,So,15,13,2017,12560,Concord,1028
52036,21,1869811,Bryson Booher,P,Fr,9,0,2017,12560,Concord,1028
52037,6,1869808,Connor Boothe,OF,Fr,1,0,2017,12560,Concord,1028
52038,33,1869829,Nico Church,OF,Jr,11,6,2017,12560,Concord,1028
52039,32,1770059,Jordan Clark,OF,So,48,47,2017,12560,Concord,1028
52040,2,1869805,Jakob Divers,INF,Fr,49,44,2017,12560,Concord,1028
52041,13,1869810,Cody Dooley,P,Fr,12,0,2017,12560,Concord,1028
52042,1,1648421,Reece Edwards,C,Jr,9,2,2017,12560,Concord,1028
52043,25,1532359,Eli Flynn,OF,Sr,16,0,2017,12560,Concord,1028
52044,28,1869826,Ryan Fralin,OF,Fr,29,21,2017,12560,Concord,1028
52045,7,1648424,Chad Frazier,INF,Jr,51,51,2017,12560,Concord,1028
52046,16,1648426,Oscar Garcia,OF,Jr,27,25,2017,12560,Concord,1028
52047,35,1869831,Tucker Garrison,P,Fr,0,0,2017,12560,Concord,1028
52048,34,1869830,Indiana Hall,P,Fr,6,2,2017,12560,Concord,1028
52049,17,1648427,Joey Lacek,P,Jr,0,0,2017,12560,Concord,1028
52050,24,1869813,Adam Linkous,INF,Fr,4,0,2017,12560,Concord,1028
52051,30,1869828,Joseph Lowder,P,Fr,13,11,2017,12560,Concord,1028
52052,26,1648430,Tristan Mcginnis,P,Jr,0,0,2017,12560,Concord,1028
52053,3,1771103,Reed Mcneer,P,So,6,0,2017,12560,Concord,1028
52054,5,1869807,Nathan Neff,INF,Fr,51,51,2017,12560,Concord,1028
52055,20,1648428,Adrian Peralta,INF,So,25,13,2017,12560,Concord,1028
52056,29,1869827,Mckinley Scott,P,Fr,2,0,2017,12560,Concord,1028
52057,36,1869832,Carter Shrewsbury,OF,Fr,19,8,2017,12560,Concord,1028
52058,8,1770058,Brett Simmons,SS,So,42,36,2017,12560,Concord,1028
52059,23,1869812,Ian Southcott,INF,Jr,16,9,2017,12560,Concord,1028
52060,11,1869809,Austin Southcott,P,Sr,15,12,2017,12560,Concord,1028
52061,41,1771101,Killian Tooze,P,So,0,0,2017,12560,Concord,1028
52062,15,1770061,Noah Tucker,P,So,5,0,2017,12560,Concord,1028
52063,10,1648429,Evan Webb,OF,So,51,50,2017,12560,Concord,1028
52064,18,1532351,Nate Werner,P,Sr,14,9,2017,12560,Concord,1028
52065,19,1648434,Trevor Wiersma,1B,So,50,49,2017,12560,Concord,1028
52066,22,1648436,Paul Williams,C,Jr,49,49,2017,12560,Concord,1028
52067,9,1782653,James Wood,P,So,0,0,2017,12560,Concord,1028
52403,57,1876899,Austin Adams,P,So,0,0,2017,12560,Carson-Newman,1000
52404,16,1540447,Ryan Addington,OF,Sr,53,53,2017,12560,Carson-Newman,1000
52405,6,1876856,Konnor Ambrose,OF,Fr,0,0,2017,12560,Carson-Newman,1000
52406,45,1649474,Brett Badacour,P,Jr,0,0,2017,12560,Carson-Newman,1000
52407,46,1876896,Hal Bishop,OF,So,1,0,2017,12560,Carson-Newman,1000
52408,99,1876853,K C,UT,Sr,0,0,2017,12560,Carson-Newman,1000
52409,2,1890168,Kyle Cagle,P,Fr,6,6,2017,12560,Carson-Newman,1000
52410,22,1649475,Brendan Campbell,OF,Jr,44,33,2017,12560,Carson-Newman,1000
52411,33,1766559,Austin Conner,P,Fr,18,0,2017,12560,Carson-Newman,1000
52412,24,1876862,Jordan Davis,P,Fr,23,4,2017,12560,Carson-Newman,1000
52413,35,1540453,Hunter Dodson,P,Jr,25,0,2017,12560,Carson-Newman,1000
52414,32,1540455,Ryan Eberle,P,Sr,18,12,2017,12560,Carson-Newman,1000
52415,11,1876858,Drew Eller,P,Fr,4,2,2017,12560,Carson-Newman,1000
52416,20,1876860,Tanner Fee,P,So,5,0,2017,12560,Carson-Newman,1000
52417,53,1876889,Will Findley,INF,Fr,0,0,2017,12560,Carson-Newman,1000
52418,25,1540457,Mo Foster,P,Jr,20,0,2017,12560,Carson-Newman,1000
52419,34,1876885,Will Gardner,P,Jr,13,11,2017,12560,Carson-Newman,1000
52420,49,1876887,Dante George,OF,Fr,0,0,2017,12560,Carson-Newman,1000
52421,5,1876855,Ethan Goforth,C,Fr,23,4,2017,12560,Carson-Newman,1000
52422,15,1876859,Gooch Greer,C,Sr,35,23,2017,12560,Carson-Newman,1000
52423,44,1540458,Patton Grooms,OF,Jr,8,0,2017,12560,Carson-Newman,1000
52424,25,1876883,Austin Hatfield,C,Fr,0,0,2017,12560,Carson-Newman,1000
52425,26,1765494,Jordan Hinshaw,3B,Fr,23,1,2017,12560,Carson-Newman,1000
52426,41,1766560,Jonathan Jacks,P,Fr,8,0,2017,12560,Carson-Newman,1000
52427,12,1540460,Greg Jones,C,Sr,49,45,2017,12560,Carson-Newman,1000
52428,17,1764230,P. Kirby,1B,Fr,48,48,2017,12560,Carson-Newman,1000
52429,36,1876894,Colin Kriminger,P,Fr,0,0,2017,12560,Carson-Newman,1000
52430,56,1876898,Jeb Lambert,P,So,0,0,2017,12560,Carson-Newman,1000
52431,9,1876857,Brett Langhorne,3B,Jr,52,52,2017,12560,Carson-Newman,1000
52432,14,1764233,T. Lee,2B,Fr,47,40,2017,12560,Carson-Newman,1000
52433,4,1876854,Dom Leo,INF,Fr,19,6,2017,12560,Carson-Newman,1000
52434,8,1540462,Eric Lynch,INF,Sr,48,42,2017,12560,Carson-Newman,1000
52435,28,1765498,Raunel Perez,P,Fr,23,0,2017,12560,Carson-Newman,1000
52436,30,1765495,Logan Peterson,CF,Fr,10,1,2017,12560,Carson-Newman,1000
52437,27,1775102,Robert Plohr,P,Fr,14,1,2017,12560,Carson-Newman,1000
52438,51,1876888,Connor Powell,C,Fr,0,0,2017,12560,Carson-Newman,1000
52439,21,1775100,Grant Rabbitts,P,Fr,15,13,2017,12560,Carson-Newman,1000
52440,7,1764232,J. Rice,SS,Fr,52,52,2017,12560,Carson-Newman,1000
52441,42,1876895,Hunter Sales,INF,So,0,0,2017,12560,Carson-Newman,1000
52442,1,1540467,Joey Selitto,2B,Sr,33,19,2017,12560,Carson-Newman,1000
52443,19,1649483,Cade Snapp,C,Jr,52,52,2017,12560,Carson-Newman,1000
52444,52,1876897,Tristan Stalsworth,INF,So,0,0,2017,12560,Carson-Newman,1000
52445,40,1779845,Kai Storm,P,Fr,1,0,2017,12560,Carson-Newman,1000
52446,48,1876886,Kade Sullivan,P,Fr,0,0,2017,12560,Carson-Newman,1000
52447,54,1876890,Palmer Taylor,INF,Fr,0,0,2017,12560,Carson-Newman,1000
52448,37,1649484,Harley Thompson,P,Jr,1,0,2017,12560,Carson-Newman,1000
52449,31,1876884,Mark Treadway,INF,Fr,10,0,2017,12560,Carson-Newman,1000
52450,29,1764234,G. Valentine,P,Fr,26,0,2017,12560,Carson-Newman,1000
52451,18,1765497,Ryan Victory,P,Fr,24,4,2017,12560,Carson-Newman,1000
52452,10,1779844,Graham Warren,OF,Jr,13,0,2017,12560,Carson-Newman,1000
52453,23,1876861,Reece Westmoreland,P,Fr,0,0,2017,12560,Carson-Newman,1000
52454,13,1764231,H. Wood,RF,Fr,36,6,2017,12560,Carson-Newman,1000
52891,28,1869491,Tommy Amuso,OF,Fr,6,0,2017,12560,RIT,580
52892,12,1669911,Gage Blasi,INF,Jr,13,8,2017,12560,RIT,580
52893,7,1669912,Brett Bouchard,P,Jr,23,0,2017,12560,RIT,580
52894,10,1869485,Stevie Branche,P,Fr,9,9,2017,12560,RIT,580
52895,34,1772421,Michael Campbell,P,So,1,0,2017,12560,RIT,580
52896,29,1869490,Daniel Capra,P,Fr,42,39,2017,12560,RIT,580
52897,22,1869488,Nick Claver,P,Fr,10,0,2017,12560,RIT,580
52898,21,1772419,Ben Clough,P,So,4,0,2017,12560,RIT,580
52899,23,1546480,Tom Dillon,P,Sr,6,2,2017,12560,RIT,580
52900,3,1869484,Mike Drag,P,Fr,7,0,2017,12560,RIT,580
52901,27,1869492,Connor Ewing,P,Fr,8,1,2017,12560,RIT,580
52902,26,1869494,Gianfranco Gentile,OF,Fr,29,2,2017,12560,RIT,580
52903,18,1546478,Will Gorman,OF,Sr,42,42,2017,12560,RIT,580
52904,11,1869486,Josh Henderson,OF,Fr,6,0,2017,12560,RIT,580
52905,15,1443672,Brett Kajganich,OF,Sr,42,42,2017,12560,RIT,580
52906,1,1772410,Jameson Moran,P,So,12,8,2017,12560,RIT,580
52907,13,1772415,Dalton Murray,C,Jr,6,0,2017,12560,RIT,580
52908,20,1546479,Mike Myers,C,Sr,41,40,2017,12560,RIT,580
52909,17,1772417,Patrick Mylott,OF,So,34,27,2017,12560,RIT,580
52910,5,1772412,Joey Mylott,1B,So,34,1,2017,12560,RIT,580
52911,14,1772416,Mark Nozzi,P,So,1,0,2017,12560,RIT,580
52912,9,1669915,Kyle Povlock,P,Jr,13,1,2017,12560,RIT,580
52913,32,1669916,Brian Reed,P,Jr,11,10,2017,12560,RIT,580
52914,24,1546481,Phil Sammon,3B,Sr,30,24,2017,12560,RIT,580
52915,8,1772413,Jason Schulz,INF,So,38,37,2017,12560,RIT,580
52916,2,1669917,Dom Scialabba,INF,Jr,32,26,2017,12560,RIT,580
52917,30,1669918,Ben Terzini,1B,Jr,30,22,2017,12560,RIT,580
52918,6,1869489,Kyle Terzini,OF,Fr,5,0,2017,12560,RIT,580
52919,16,1869487,Navada Waterman,2B,Fr,41,39,2017,12560,RIT,580
52920,25,1869493,Jeff Weber,C,Fr,1,0,2017,12560,RIT,580
52921,19,1772418,Daniel Zeglen,P,So,41,40,2017,12560,RIT,580
53210,12,1764732,Justin Baker,P,Jr,22,0,2017,12560,Col. of Charleston,1014
53211,36,1646996,Will Detwiler,P,Jr,20,0,2017,12560,Col. of Charleston,1014
53212,3,1646986,Bradley Dixon,INF,So,58,56,2017,12560,Col. of Charleston,1014
53213,14,1879323,Xavier Freeman,OF,Jr,42,19,2017,12560,Col. of Charleston,1014
53214,32,1879335,Jakob Frishmuth,P,Fr,18,10,2017,12560,Col. of Charleston,1014
53215,7,1879319,Drake Frix,C,Fr,0,0,2017,12560,Col. of Charleston,1014
53216,16,1879325,Austin George,P,Fr,5,0,2017,12560,Col. of Charleston,1014
53217,5,1764728,Dupree Hart,INF,So,59,59,2017,12560,Col. of Charleston,1014
53218,24,1764737,Clay Hunt,INF,So,27,10,2017,12560,Col. of Charleston,1014
53219,10,1879320,Riley Knudsen,INF,Jr,27,15,2017,12560,Col. of Charleston,1014
53220,15,1879324,Kris Kuhn,P,Fr,6,2,2017,12560,Col. of Charleston,1014
53221,33,1646992,Carter Love,P,Jr,26,4,2017,12560,Col. of Charleston,1014
53222,1,1764727,Luke Manzo,INF,So,56,55,2017,12560,Col. of Charleston,1014
