App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,division,Pitches
1,,4.0,,5,5,3,1,1,0,18,15,1,0,1,0,0,1,0,0,0,0,1,,4,6,0,0,0,1,0,03/14/2012,away,10942,540,Penn,11,True,11,9,2,win,761960,690,1203255,2012,,11 - 9,,0.0
1,,1.0,,3,1,1,0,1,0,6,6,0,1,0,0,0,0,0,1,1,0,0,,2,0,0,0,0,3,1,03/18/2012,home,10942,62,Binghamton,9,True,5,13,-8,loss,763647,690,1203255,2012,,5 - 13,,0.0
1,,2.0,,0,0,0,1,1,0,8,6,0,0,0,0,0,1,0,0,0,0,0,,4,1,0,0,0,2,0,03/23/2012,away,10942,609,Saint Louis,9,True,2,8,-6,loss,764524,690,1203255,2012,,2 - 8,,39.0
1,,2.2,,5,3,2,1,3,0,13,12,1,0,0,1,0,0,0,3,3,0,0,,3,0,0,1,0,3,2,04/02/2012,home,10942,352,Lehigh,9,True,5,8,-3,loss,768248,690,1203255,2012,,5 - 8,,0.0
1,,2.1,,5,2,2,1,5,0,13,12,0,0,0,1,0,0,0,2,0,0,0,,1,1,0,0,0,2,2,04/07/2012,away,10942,236,Fordham,9,True,2,9,-7,loss,770322,690,1203255,2012,,2 - 9,,56.0
1,,3.2,,5,4,4,2,1,0,19,16,1,1,0,0,1,1,0,0,0,0,0,,4,4,0,0,0,1,0,04/17/2012,home,10942,180,Delaware,9,True,5,7,-2,loss,773117,690,1203255,2012,,5 - 7,,72.0
1,,0.2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,,1,0,0,0,0,4,0,04/21/2012,home,10942,575,Richmond,9,True,4,9,-5,loss,774727,690,1203255,2012,,4 - 9,,0.0
1,,2.0,,2,1,1,0,0,0,10,7,0,0,0,1,0,1,0,0,0,2,0,,5,1,0,0,0,2,0,04/25/2012,home,10942,739,Villanova,9,True,3,4,-1,loss,775783,690,1203255,2012,,3 - 4,,31.0
1,,0.1,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,2,1,04/29/2012,away,10942,400,Massachusetts,12,True,4,5,-1,loss,777136,690,1203255,2012,,4 - 5,,4.0
1,,3.1,,5,1,1,2,3,0,18,14,0,0,0,1,0,2,0,2,1,0,0,,2,4,0,0,0,2,1,05/17/2012,home,10942,572,Rhode Island,9,True,5,15,-10,loss,779908,690,1203255,2012,,5 - 15,,79.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,4,0,03/31/2012,home,10942,514,Oakland,9,True,13,8,5,win,767341,27,1102695,2012,,13 - 8,,8.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,,2,0,0,0,0,4,0,04/08/2012,home,10942,1014,Col. of Charleston,9,True,3,8,-5,loss,770459,27,1102695,2012,,3 - 8,,4.0
1,,1.0,,1,0,0,1,0,0,6,4,0,0,0,0,0,1,0,1,0,0,0,,3,0,0,0,0,2,0,04/10/2012,away,10942,1092,Gardner-Webb,9,True,3,6,-3,loss,770626,27,1102695,2012,,3 - 6,,26.0
1,,1.0,,2,1,1,0,2,0,6,5,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,4,1,04/14/2012,away,10942,253,Ga. Southern,9,True,3,13,-10,loss,771636,27,1102695,2012,,3 - 13,,25.0
1,,1.0,,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,1,04/21/2012,home,10942,244,Furman,9,True,14,0,14,win,774872,27,1102695,2012,,14 - 0,,13.0
1,,0.1,,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,4,0,05/02/2012,away,10942,198,ETSU,9,True,4,7,-3,loss,777605,27,1102695,2012,,4 - 7,,6.0
1,,1.0,,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,1,05/04/2012,home,10942,459,UNC Greensboro,9,True,8,7,1,win,777862,27,1102695,2012,,8 - 7,,17.0
1,,0.0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,6,0,05/06/2012,home,10942,459,UNC Greensboro,9,True,8,10,-2,loss,778653,27,1102695,2012,,8 - 10,,4.0
1,,0.1,,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,0,0,1,0,0,3,0,05/12/2012,away,10942,625,Samford,9,True,7,4,3,win,779513,27,1102695,2012,,7 - 4,,0.0
1,,0.1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,2,0,05/12/2012,away,10942,625,Samford,9,True,2,4,-2,loss,779517,27,1102695,2012,,2 - 4,,0.0
1,,0.0,,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,3,0,05/13/2012,away,10942,625,Samford,9,True,9,7,2,win,779596,27,1102695,2012,,9 - 7,,0.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,6,1,05/15/2012,home,10942,1092,Gardner-Webb,9,True,5,3,2,win,779791,27,1102695,2012,,5 - 3,,14.0
1,,1.0,,1,1,1,0,3,0,5,5,0,0,0,1,0,0,0,0,0,0,0,,0,1,1,0,0,2,0,05/18/2012,away,10942,769,Western Caro.,9,True,5,4,1,win,780017,27,1102695,2012,,5 - 4,,16.0
1,,1.0,,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,2,05/19/2012,away,10942,769,Western Caro.,9,True,7,9,-2,loss,780227,27,1102695,2012,,7 - 9,,19.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,2,05/23/2012,home,10942,244,Furman,9,True,7,5,2,win,780473,27,1102695,2012,,7 - 5,,11.0
1,,3.2,,6,3,3,0,6,0,16,16,2,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,0,3,0,05/25/2012,away,10942,244,Furman,9,True,4,13,-9,loss,780625,27,1102695,2012,,4 - 13,,56.0
1,,1.0,,0,0,0,1,1,0,4,3,0,0,0,2,0,0,0,2,2,0,0,,1,1,0,0,1,3,0,06/02/2012,home,10942,522,Oklahoma,9,True,5,4,1,win,780849,27,1102695,2012,,5 - 4,,19.0
1,,2.0,,3,0,0,1,1,0,10,9,1,0,0,0,1,0,0,1,1,0,0,,1,4,0,0,0,2,0,06/03/2012,home,10942,746,Virginia,9,True,6,5,1,win,780868,27,1102695,2012,,6 - 5,,33.0
1,,1.0,,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,06/04/2012,home,10942,522,Oklahoma,9,True,2,5,-3,loss,1073331,522,1102695,2012,,2 - 5,,13.0
1,,6.0,,4,2,1,2,6,0,24,21,0,0,0,0,0,0,0,0,0,0,1,,4,6,1,0,0,1,3,02/20/2012,home,10942,671,Louisiana,9,True,9,5,4,win,756335,670,1200748,2012,,9 - 5,,0.0
1,,6.0,,5,0,0,3,4,0,28,24,0,0,0,0,0,1,0,0,0,0,0,,6,8,1,0,0,1,0,02/26/2012,away,10942,288,Houston,9,True,6,0,6,win,757465,670,1200748,2012,,6 - 0,,108.0
1,,7.0,,3,0,0,3,12,0,27,24,0,0,0,0,0,0,0,0,0,0,0,,6,3,1,0,0,1,7,03/04/2012,home,10942,513,Notre Dame,9,True,5,0,5,win,758855,670,1200748,2012,,5 - 0,,0.0
1,,8.0,,4,2,1,1,4,0,29,28,1,0,0,1,0,0,0,0,0,0,0,,12,7,1,0,0,1,2,03/11/2012,away,10942,702,UT Arlington,9,True,3,2,1,win,892891,702,1200748,2012,,3 - 2,,0.0
1,,7.0,,9,5,4,1,5,0,30,29,3,0,1,0,0,0,0,0,0,0,0,,4,10,0,0,0,1,2,03/17/2012,home,10942,676,SFA,10,True,6,8,-2,loss,762742,670,1200748,2012,,6 - 8,,106.0
1,,1.0,,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,5,0,03/20/2012,home,10942,698,TCU,9,True,8,4,4,win,763891,670,1200748,2012,,8 - 4,,20.0
1,,7.0,,10,5,5,0,8,0,34,31,0,0,0,0,0,2,0,0,0,1,0,,9,4,0,1,0,1,2,03/25/2012,away,10942,624,Sam Houston,9,True,2,5,-3,loss,765634,670,1200748,2012,,2 - 5,,0.0
1,,6.2,,9,5,5,1,2,0,29,28,2,0,2,0,0,0,0,0,0,0,0,,9,8,0,1,0,1,1,04/01/2012,home,10942,402,McNeese,9,True,3,5,-2,loss,767779,670,1200748,2012,,3 - 5,,96.0
1,,8.0,,4,2,2,2,9,0,30,27,0,0,0,0,1,0,0,0,0,0,1,,8,7,0,0,0,1,3,04/07/2012,away,10942,26172,A&M-Corpus Christi,9,True,3,4,-1,loss,769835,670,1200748,2012,,3 - 4,,114.0
1,,6.1,,7,3,3,3,4,0,27,23,1,0,0,0,0,0,0,0,0,1,0,,9,4,0,1,0,1,3,04/15/2012,away,10942,655,Southeastern La.,9,True,1,6,-5,loss,772719,670,1200748,2012,,1 - 6,,102.0
1,,7.2,,6,5,3,2,5,0,32,29,1,0,0,1,0,0,0,0,0,0,1,,10,8,1,0,0,1,3,04/22/2012,home,10942,1004,Central Ark.,9,True,14,5,9,win,775166,670,1200748,2012,,14 - 5,,130.0
1,,5.1,,10,4,2,2,5,0,28,24,2,0,0,1,0,0,0,0,0,2,0,,5,4,0,1,0,1,1,04/29/2012,away,10942,483,Nicholls,9,True,2,5,-3,loss,777129,670,1200748,2012,,2 - 5,,85.0
1,,6.1,,7,6,6,2,4,0,27,25,2,0,0,0,0,0,0,0,0,0,0,,7,7,0,1,0,1,2,05/06/2012,home,10942,346,Lamar University,9,True,4,8,-4,loss,778622,670,1200748,2012,,4 - 8,,101.0
1,,7.0,,4,4,2,2,4,0,27,24,2,0,0,0,0,1,0,0,0,0,0,,6,8,0,1,0,1,0,05/13/2012,home,10942,706,UTSA,9,True,0,4,-4,loss,779670,670,1200748,2012,,0 - 4,,92.0
1,,4.0,,4,3,0,1,1,0,18,16,3,0,0,2,0,0,0,0,0,0,1,,6,5,0,0,0,1,1,05/19/2012,away,10942,508,Northwestern St.,9,True,10,4,6,win,780315,670,1200748,2012,,10 - 4,,60.0
1,,6.0,,7,6,2,1,4,0,30,28,1,0,1,0,0,0,0,0,0,1,0,,10,4,0,0,0,1,2,02/18/2012,home,10942,463,Nebraska,9,True,10,8,2,win,756125,260,998763,2012,,10 - 8,,88.0
1,,6.1,,5,4,2,2,7,0,30,26,1,0,0,1,0,0,0,0,0,1,1,,7,4,0,0,0,1,0,02/25/2012,away,10942,346,Lamar University,12,True,6,5,1,win,756885,260,998763,2012,,6 - 5,,98.0
1,,9.0,,3,1,1,1,4,0,31,30,1,0,0,1,0,0,0,0,0,0,0,,12,10,1,0,0,1,0,03/03/2012,away,10942,706,UTSA,9,True,4,1,3,win,758326,260,998763,2012,,4 - 1,,100.0
1,,5.1,,10,4,4,0,4,0,26,23,2,1,0,0,0,1,0,0,0,2,0,,9,2,0,0,0,1,0,03/09/2012,away,10942,473,New Mexico,9,True,6,11,-5,loss,760078,260,998763,2012,,6 - 11,,96.0
1,,7.1,,4,2,1,3,6,0,30,25,0,0,0,1,0,0,0,0,0,2,0,,7,8,1,0,0,1,0,03/16/2012,home,10942,534,Pacific,9,True,6,4,2,win,762389,260,998763,2012,,6 - 4,,111.0
1,,7.0,,8,1,1,0,6,0,28,26,1,0,0,0,0,2,0,0,0,0,0,,7,5,1,0,0,1,1,03/23/2012,home,10942,277,Hawaii,9,True,4,1,3,win,764461,260,998763,2012,,4 - 1,,110.0
1,,7.2,,9,5,1,2,8,0,34,32,1,0,1,0,0,0,0,0,0,0,0,,8,7,0,0,0,1,2,03/31/2012,home,10942,541,Pepperdine,9,True,10,7,3,win,767343,260,998763,2012,,10 - 7,,109.0
1,,9.0,,8,2,1,2,4,0,36,33,2,0,0,0,0,1,0,0,0,0,0,,12,8,1,0,0,1,0,04/05/2012,away,10942,627,San Diego,9,True,6,2,4,win,768850,260,998763,2012,,6 - 2,,0.0
1,,6.1,,9,2,2,3,2,0,29,25,0,0,1,0,0,0,0,0,0,1,0,,13,2,0,0,0,1,0,04/13/2012,home,10942,631,Santa Clara,9,True,4,2,2,win,771414,260,998763,2012,,4 - 2,,89.0
1,,6.1,,6,2,1,2,8,0,29,25,2,0,0,0,0,1,0,0,0,1,0,,9,2,0,0,0,1,2,04/20/2012,away,10942,629,San Francisco,9,True,3,4,-1,loss,773806,260,998763,2012,,3 - 4,,0.0
1,,8.2,,7,5,5,3,11,0,37,32,0,0,2,0,0,1,0,0,0,1,0,,11,3,0,1,0,1,2,04/27/2012,home,10942,370,LMU (CA),9,True,4,5,-1,loss,776063,260,998763,2012,,4 - 5,,124.0
1,,8.0,,8,6,3,3,6,0,35,31,3,0,0,0,0,0,0,0,0,1,0,,8,8,0,1,0,1,2,05/04/2012,away,10942,610,Saint Mary's (CA),9,True,4,6,-2,loss,777832,260,998763,2012,,4 - 6,,132.0
1,,7.1,,5,4,3,3,7,0,32,29,0,0,2,1,0,0,1,0,0,0,0,,7,8,0,1,0,1,1,05/11/2012,home,10942,28,Arizona St.,9,True,2,4,-2,loss,779140,260,998763,2012,,2 - 4,,0.0
1,,8.0,,5,1,1,1,5,0,30,27,1,0,0,0,0,1,0,0,0,1,0,,9,9,1,0,0,1,0,05/18/2012,home,10942,551,Portland,9,True,12,4,8,win,780083,260,998763,2012,,12 - 4,,103.0
1,,8.0,,14,6,6,1,8,0,36,34,2,1,1,1,0,0,0,0,0,1,0,,9,4,0,1,0,1,1,05/24/2012,away,10942,77,BYU,9,True,4,6,-2,loss,780532,260,998763,2012,,4 - 6,,140.0
1,,3.1,,2,0,0,1,0,0,14,12,0,0,0,0,0,0,0,0,0,1,0,,4,6,0,0,0,3,0,02/26/2012,away,10942,193,Duke,11,True,6,4,2,win,757385,116,1309036,2012,,6 - 4,,51.0
1,,0.1,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,,0,1,0,0,0,3,0,03/04/2012,home,10942,361,LIU,9,True,1,2,-1,loss,759255,116,1309036,2012,,1 - 2,,0.0
1,,1.2,,5,1,1,0,0,0,9,9,3,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,0,03/13/2012,away,10942,414,Miami (OH),9,True,2,6,-4,loss,761586,116,1309036,2012,,2 - 6,,28.0
1,,0.2,,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,3,0,03/27/2012,away,10942,596,St. Bonaventure,9,True,4,3,1,win,766076,116,1309036,2012,,4 - 3,,0.0
1,,0.1,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,2,0,03/31/2012,home,10942,576,Rider,9,True,8,7,1,win,767555,116,1309036,2012,,8 - 7,,6.0
1,,0.1,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,4,0,04/01/2012,home,10942,576,Rider,9,True,14,8,6,win,767821,116,1309036,2012,,14 - 8,,3.0
1,,2.0,,3,3,2,2,2,0,11,9,2,0,0,2,0,0,0,0,0,0,0,,2,1,0,0,0,2,1,04/04/2012,home,10942,167,Cornell,9,True,7,3,4,win,768804,116,1309036,2012,,7 - 3,,54.0
1,,0.0,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,2,0,04/08/2012,away,10942,539,Penn St.,9,True,3,4,-1,loss,770408,116,1309036,2012,,3 - 4,,3.0
1,,0.2,,1,0,0,0,0,0,5,3,1,0,0,0,0,2,0,0,0,0,0,,1,1,0,0,0,5,0,04/10/2012,away,10942,86,Buffalo,9,True,4,13,-9,loss,770640,116,1309036,2012,,4 - 13,,0.0
1,,1.0,,2,1,1,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,2,0,04/14/2012,away,10942,617,Saint Peter's,9,True,6,3,3,win,772185,116,1309036,2012,,6 - 3,,16.0
1,,1.0,,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,1,1,1,0,,3,0,0,0,0,3,0,04/21/2012,home,10942,381,Manhattan,9,True,2,3,-1,loss,774269,116,1309036,2012,,2 - 3,,18.0
1,,1.0,,2,0,0,0,2,0,5,4,0,0,0,0,0,0,0,3,3,0,1,,0,1,0,0,0,7,0,04/24/2012,away,10942,5,Akron,9,True,10,6,4,win,775431,116,1309036,2012,,10 - 6,,20.0
1,,3.0,,2,0,0,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,,4,3,1,0,0,1,0,05/01/2012,home,10942,596,St. Bonaventure,9,True,10,1,9,win,777520,116,1309036,2012,,10 - 1,,39.0
1,,2.1,,0,0,0,0,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,,3,3,1,0,0,3,1,05/17/2012,away,10942,482,Niagara,9,True,8,4,4,win,779955,116,1309036,2012,,8 - 4,,0.0
1,,1.1,,1,0,0,1,1,0,6,4,0,0,0,0,0,0,0,3,0,1,0,,2,1,0,0,0,3,0,05/27/2012,home,10942,381,Manhattan,11,True,2,3,-1,loss,780784,116,1309036,2012,,2 - 3,,0.0
1,,1.0,,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,2,1,1,0,,2,1,1,0,0,4,0,02/17/2012,home,10942,30,Arkansas St.,9,True,2,1,1,win,755630,346,1304512,2012,,2 - 1,,0.0
1,,1.1,,1,0,0,2,1,0,8,6,0,0,0,2,0,0,0,1,1,0,0,,1,2,0,0,0,3,0,02/25/2012,home,10942,260,Gonzaga,12,True,5,6,-1,loss,756885,346,1304512,2012,,5 - 6,,24.0
1,,1.2,,3,3,3,2,0,0,10,7,0,0,0,0,0,0,0,0,0,0,1,,2,3,0,0,0,2,0,03/04/2012,away,10942,51,Baylor,9,True,8,7,1,win,758830,346,1304512,2012,,8 - 7,,33.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,6,0,03/07/2012,away,10942,366,Louisiana Tech,9,True,1,8,-7,loss,759721,346,1304512,2012,,1 - 8,,10.0
1,,2.2,,4,3,3,2,2,0,13,10,1,0,0,0,0,0,0,1,0,0,1,,3,2,0,0,0,2,0,03/10/2012,away,10942,1004,Central Ark.,9,True,0,10,-10,loss,760472,346,1304512,2012,,0 - 10,,55.0
1,,1.0,,2,1,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,5,1,03/14/2012,home,10942,699,Texas Southern,9,True,4,1,3,win,761961,346,1304512,2012,,4 - 1,,0.0
1,,3.2,,6,4,4,2,3,0,19,17,1,0,0,2,0,0,0,2,2,0,0,,4,4,0,0,0,2,1,03/17/2012,home,10942,702,UT Arlington,9,True,1,9,-8,loss,762747,346,1304512,2012,,1 - 9,,0.0
1,,1.0,,1,1,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,5,0,03/21/2012,away,10942,574,Rice,9,True,5,4,1,win,764093,346,1304512,2012,,5 - 4,,0.0
1,,1.1,,0,0,0,1,2,0,6,4,0,0,0,0,0,1,0,2,0,0,0,,1,1,0,0,0,4,1,03/25/2012,away,10942,508,Northwestern St.,9,True,5,10,-5,loss,765571,346,1304512,2012,,5 - 10,,21.0
1,,0.2,,3,3,3,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,03/27/2012,home,10942,574,Rice,9,True,2,17,-15,loss,766134,346,1304512,2012,,2 - 17,,29.0
1,,1.2,,1,1,1,0,2,0,7,5,1,0,0,0,0,0,0,2,2,1,1,,2,1,0,0,0,3,0,04/10/2012,away,10942,288,Houston,9,True,3,4,-1,loss,770677,346,1304512,2012,,3 - 4,,20.0
1,,2.0,,1,1,0,2,2,0,9,7,0,0,0,0,0,0,0,1,0,0,0,,2,2,0,0,0,3,0,04/13/2012,home,10942,624,Sam Houston,9,True,2,6,-4,loss,771412,346,1304512,2012,,2 - 6,,0.0
1,,0.0,,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,5,0,04/18/2012,away,10942,365,LSU,9,True,4,5,-1,loss,773462,346,1304512,2012,,4 - 5,,11.0
1,,1.0,,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,2,0,0,1,,1,2,0,0,0,4,0,04/21/2012,away,10942,483,Nicholls,9,True,4,10,-6,loss,774260,346,1304512,2012,,4 - 10,,16.0
1,,1.0,,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,,2,0,0,0,0,5,0,02/17/2012,away,10942,490,NC State,9,True,3,10,-7,loss,755558,388,1304274,2012,,3 - 10,,0.0
1,,0.0,,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,,0,0,0,0,0,3,0,02/18/2012,home,10942,116,Canisius,9,True,5,7,-2,loss,756079,388,1304274,2012,,5 - 7,,0.0
1,,1.0,,1,0,0,1,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,02/25/2012,away,10942,48,Charleston So.,9,True,4,6,-2,loss,757216,388,1304274,2012,,4 - 6,,0.0
1,,0.1,,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,0,03/02/2012,home,10942,204,Eastern Mich.,9,True,5,6,-1,loss,758267,388,1304274,2012,,5 - 6,,15.0
1,,0.2,,1,2,2,1,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,,1,1,0,1,0,3,0,03/07/2012,away,10942,334,Kentucky,9,True,3,7,-4,loss,759724,388,1304274,2012,,3 - 7,,18.0
1,,0.0,,0,2,2,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,,0,0,0,1,0,2,0,03/27/2012,away,10942,202,Eastern Ky.,9,True,3,10,-7,loss,766107,388,1304274,2012,,3 - 10,,6.0
1,,1.0,,1,0,0,1,1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,,2,0,0,0,0,4,0,03/31/2012,home,10942,355,Liberty,9,True,5,9,-4,loss,767682,388,1304274,2012,,5 - 9,,14.0
1,,0.0,,0,2,1,2,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,,0,0,0,0,0,3,0,04/06/2012,home,10942,404,Memphis,9,True,4,9,-5,loss,769129,388,1304274,2012,,4 - 9,,8.0
1,,1.0,,2,1,1,1,2,0,6,5,0,0,0,2,0,0,0,0,0,0,0,,1,0,0,0,0,4,0,04/10/2012,home,10942,165,Coppin St.,9,True,18,1,17,win,770945,388,1304274,2012,,18 - 1,,29.0
1,,1.0,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,,0,2,0,0,0,6,0,04/25/2012,home,10942,202,Eastern Ky.,9,True,4,12,-8,loss,775683,388,1304274,2012,,4 - 12,,4.0
1,,1.2,,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,,2,2,0,0,0,4,0,05/04/2012,away,10942,196,East Carolina,9,True,2,8,-6,loss,777845,388,1304274,2012,,2 - 8,,10.0
1,,2.0,,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,0,6,0,05/15/2012,home,10942,563,Radford,9,True,2,8,-6,loss,779799,388,1304274,2012,,2 - 8,,28.0
1,,1.0,,6,6,6,0,0,0,11,9,1,0,0,0,0,2,0,0,0,0,0,,1,2,0,0,0,5,0,02/18/2012,home,10942,388,Marshall,9,True,2,16,-14,loss,756078,81,1080866,2012,,2 - 16,,0.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,4,0,03/10/2012,away,10942,563,Radford,9,True,6,11,-5,loss,760419,81,1080866,2012,,6 - 11,,4.0
1,,1.0,,5,4,4,2,2,0,10,8,3,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,1,03/11/2012,away,10942,563,Radford,9,True,0,10,-10,loss,761045,81,1080866,2012,,0 - 10,,37.0
1,,2.0,,2,3,0,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,2,0,04/21/2012,away,10942,562,Quinnipiac,9,True,22,4,18,win,774848,81,1080866,2012,,22 - 4,,0.0
1,,2.0,,3,0,0,0,1,0,9,9,1,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,0,5,1,05/01/2012,home,10942,639,Siena,9,True,3,8,-5,loss,777528,81,1080866,2012,,3 - 8,,22.0
1,,1.0,,3,2,2,2,1,0,8,5,0,0,0,0,0,0,0,0,0,0,1,,0,2,0,0,0,4,0,02/18/2012,away,10942,490,NC State,9,True,3,14,-11,loss,755841,817,1301318,2012,,3 - 14,,32.0
1,,0.1,,1,2,1,2,0,0,6,3,0,0,0,1,0,1,0,1,0,0,0,,0,1,0,0,0,3,0,02/26/2012,home,10942,220,Fairfield,9,True,1,11,-10,loss,757650,817,1301318,2012,,1 - 11,,0.0
1,,1.0,,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,1,03/10/2012,away,10942,741,VMI,9,True,3,11,-8,loss,760539,817,1301318,2012,,3 - 11,,11.0
1,,2.1,,5,3,3,0,1,0,12,11,0,0,0,3,0,0,0,2,1,1,0,,4,2,0,1,0,2,1,03/13/2012,away,10942,485,Norfolk St.,9,True,4,10,-6,loss,761664,817,1301318,2012,,4 - 10,,0.0
1,,1.2,,2,0,0,1,3,0,8,7,0,0,0,2,0,0,0,2,1,0,0,,1,1,0,0,0,4,1,03/17/2012,home,10942,797,Milwaukee,9,True,2,7,-5,loss,762765,817,1301318,2012,,2 - 7,,32.0
1,,2.0,,6,6,6,2,0,0,13,11,3,0,0,0,0,0,0,0,0,0,0,,1,4,0,1,0,1,0,03/20/2012,home,10942,30126,Notre Dame (OH),9,True,3,12,-9,loss,763925,817,1301318,2012,,3 - 12,,40.0
1,,1.0,,2,0,0,1,2,0,6,5,0,0,0,1,0,0,0,1,1,0,0,,0,1,0,0,0,2,0,03/28/2012,away,10942,5,Akron,9,True,2,5,-3,loss,766419,817,1301318,2012,,2 - 5,,26.0
1,,0.2,,3,7,7,4,0,0,9,4,3,0,0,1,0,0,0,0,0,0,1,,0,2,0,0,0,3,0,04/05/2012,away,10942,810,Wright St.,9,True,4,32,-28,loss,768915,817,1301318,2012,,4 - 32,,34.0
1,,1.0,,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,4,0,04/17/2012,home,10942,519,Ohio,9,True,3,8,-5,loss,773173,817,1301318,2012,,3 - 8,,15.0
1,,2.0,,1,0,0,0,3,0,6,6,0,0,0,1,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,04/22/2012,away,10942,797,Milwaukee,9,True,2,5,-3,loss,775163,817,1301318,2012,,2 - 5,,27.0
1,,0.1,,1,2,1,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,04/29/2012,home,10942,302,UIC,9,True,9,7,2,win,777270,817,1301318,2012,,9 - 7,,22.0
