season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,15204,43,1.0,03/11/2020,4958091,home,771,Western Ill.,10,1,9,3,1,1,0,0,0,1,0,0,2,0,0,1,0.0,0,0,0,0.0,0,0.0,0.9120000000000001,5,0.333,0.667,0.6,0.333,0.933,90.0,0.0,0.333,0.66,0.634,0.648,,0.333,0.0,0.0,0.4,-0.4,inf
2020,15204,43,1.0,03/13/2020,1835226,home,0,0.0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,43,1.0,03/14/2020,1835226,home,0,0.0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,43,1.0,03/15/2020,1835226,home,0,0.0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,47,1.0,02/14/2020,1830356,away,253,Ga. Southern,0,6,-6,27,0,4,1,1,0,0,0,1,2,14,0,7,0.0,0,0,0,0.0,0,0.0,1.2965517241379307,29,0.148,0.148,0.207,0.333,0.54,41.0,0.148,0.308,3.638,3.496,4.252,,0.0,0.0,0.483,0.069,0.414,0.143
2020,15204,47,1.0,02/14/2020,4926351,away,253,Ga. Southern,0,6,-6,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0.065,4,0.0,0.333,0.25,0.0,0.25,-69.0,0.0,0.0,-0.27,-0.294,-0.288,,0.0,0.0,0.0,0.25,-0.25,inf
2020,15204,47,1.0,02/15/2020,1830477,away,253,Ga. Southern,4,7,-3,27,3,4,1,0,0,2,1,0,6,7,1,5,0.0,0,1,1,0.0,0,1.0,1.8445714285714285,35,0.148,0.296,0.286,0.222,0.508,13.0,0.037,0.19,3.474,2.296,2.392,0.0,0.3,0.0,0.2,0.171,0.029,0.857
2020,15204,47,1.0,02/15/2020,1848377,away,253,Ga. Southern,0,16,-16,30,0,5,0,0,0,0,1,0,3,14,0,5,0.0,2,0,0,0.0,0,0.0,1.814857142857143,33,0.167,0.133,0.303,0.167,0.47,-4.0,0.0,0.312,2.698,2.54,2.66,0.0,0.0,0.0,0.424,0.091,0.333,0.214
2020,15204,47,1.0,02/15/2020,4927358,away,253,Ga. Southern,4,7,-3,4,1,3,1,0,0,2,0,0,0,1,0,4,0.0,0,0,0,0.0,0,0.0,3.0,4,0.75,0.25,0.75,1.25,2.0,428.0,0.25,1.0,3.482,3.442,3.484,,0.333,0.0,0.25,0.0,0.25,0.0
2020,15204,47,1.0,02/15/2020,4931541,away,253,Ga. Southern,0,16,-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.09,-0.098,-0.096,,,0.0,0.0,0.0,0.0,
2020,15204,47,1.0,02/21/2020,1831124,away,287,Houston Christian,5,3,2,38,5,11,2,0,0,5,1,1,3,9,0,13,0.0,1,1,0,0.0,0,1.0,4.595348837209302,42,0.289,0.132,0.357,0.395,0.752,82.0,0.053,0.379,9.098,8.774,9.608,0.0,0.333,0.0,0.214,0.071,0.143,0.333
2020,15204,47,1.0,02/21/2020,4933862,away,287,Houston Baptist,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.45,-0.49,-0.48,,,0.0,0.0,0.0,0.0,
2020,15204,47,1.0,02/22/2020,1831406,away,287,Houston Christian,6,3,3,38,5,7,1,0,1,6,1,0,3,16,0,11,0.0,1,1,0,0.0,0,0.0,3.1041860465116278,42,0.184,0.211,0.262,0.342,0.604,51.0,0.026,0.286,7.042,6.762,6.944,1.0,0.4,0.024,0.381,0.071,0.31,0.188
2020,15204,47,1.0,02/22/2020,4935599,away,287,Houston Baptist,6,3,3,2,1,1,0,0,0,0,1,0,3,1,0,1,0.0,0,0,0,0.0,0,0.0,1.528,5,0.5,2.0,0.8,0.5,1.3,173.0,0.0,1.0,0.922,0.912,0.924,0.0,0.25,0.0,0.2,0.6,-0.4,3.0
2020,15204,47,1.0,02/23/2020,1831777,away,287,Houston Christian,8,10,-2,31,8,13,5,3,0,8,0,0,4,3,0,24,0.0,1,0,2,0.0,0,1.0,12.011578947368422,37,0.419,0.484,0.486,1.032,1.518,319.0,0.452,0.433,20.816,19.706,19.992,,0.444,0.0,0.081,0.108,-0.027,1.333
2020,15204,47,1.0,02/23/2020,4938268,away,287,Houston Baptist,8,10,-2,4,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.052000000000000005,5,0.0,0.25,0.2,0.0,0.2,-75.0,0.0,0.0,-0.368,-0.392,-0.384,,0.0,0.0,0.2,0.2,0.0,1.0
2020,15204,47,1.0,02/28/2020,1832473,neutral,769,Western Caro.,3,6,-3,30,2,4,0,0,0,2,0,0,0,8,0,4,0.0,1,0,1,0.0,0,0.0,0.6818749999999999,31,0.133,0.0,0.161,0.133,0.294,-34.0,0.0,0.174,1.666,1.102,1.204,,0.4,0.0,0.258,0.0,0.258,0.0
2020,15204,47,1.0,02/28/2020,4942357,home,769,Western Caro.,3,6,-3,3,1,1,1,0,0,0,0,0,0,0,0,2,0.0,1,0,0,0.0,0,0.0,1.13,3,0.333,0.333,0.667,1.0,1.667,331.0,0.333,0.333,2.06,2.014,2.048,,0.5,0.0,0.0,0.0,0.0,
2020,15204,47,1.0,02/29/2020,1832606,neutral,328,Kansas,3,9,-6,30,2,7,0,1,0,3,0,0,2,7,0,9,0.0,1,0,0,0.0,0,1.0,2.9636363636363634,32,0.233,0.133,0.312,0.333,0.645,54.0,0.1,0.304,5.814,5.586,5.732,,0.2,0.0,0.219,0.062,0.157,0.286
2020,15204,47,1.0,02/29/2020,1848405,neutral,328,Kansas,7,4,3,30,7,9,2,1,2,7,0,0,4,5,1,19,0.0,1,0,1,0.0,0,1.0,7.807777777777777,35,0.3,0.467,0.4,0.8,1.2,228.0,0.167,0.292,15.69,14.402,14.644,0.0,0.417,0.057,0.143,0.114,0.029,0.8
2020,15204,47,1.0,02/29/2020,4945772,home,328,Kansas,3,9,-6,3,1,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.3333333333333333,3,0.333,0.0,0.333,0.333,0.666,57.0,0.0,0.5,0.652,0.634,0.648,,1.0,0.0,0.333,0.0,0.333,0.0
2020,15204,47,1.0,02/29/2020,4945982,home,328,Kansas,7,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,,-0.098,-0.098,-0.096,,,0.0,1.0,0.0,1.0,0.0
2020,15204,47,1.0,03/01/2020,1833241,neutral,416,Michigan St.,6,8,-2,31,6,8,1,0,0,4,4,0,5,11,0,9,0.0,2,1,1,0.0,0,0.0,4.1355,38,0.258,0.323,0.395,0.323,0.718,61.0,0.032,0.381,7.432,6.816,6.972,0.0,0.4,0.0,0.289,0.132,0.157,0.455
2020,15204,47,1.0,03/01/2020,4945824,home,416,Michigan St.,6,8,-2,5,0,2,1,0,0,1,0,0,0,3,0,3,0.0,0,0,0,0.0,0,0.0,1.2,5,0.4,0.2,0.4,0.8,1.2,228.0,0.2,1.0,2.446,2.416,2.452,,0.0,0.0,0.6,0.0,0.6,0.0
2020,15204,47,1.0,03/04/2020,1833516,away,1092,Gardner-Webb,3,4,-1,27,1,4,1,0,0,2,3,0,10,5,0,5,0.0,0,0,1,0.0,0,3.0,2.854736842105263,38,0.148,0.519,0.368,0.222,0.59,23.0,0.037,0.174,3.22,2.656,2.752,0.0,0.071,0.0,0.132,0.263,-0.131,2.0
2020,15204,47,1.0,03/04/2020,4949134,away,1092,Gardner-Webb,3,4,-1,3,2,2,0,0,0,0,0,0,1,1,0,2,0.0,0,0,0,0.0,0,0.0,1.6949999999999998,4,0.667,0.333,0.75,0.667,1.417,225.0,0.0,1.0,1.582,1.562,1.584,,0.667,0.0,0.25,0.25,0.0,1.0
2020,15204,47,1.0,03/06/2020,1833730,neutral,590,Sacred Heart,0,1,-1,28,0,5,0,0,0,0,0,0,3,7,0,5,0.0,0,3,0,0.0,0,0.0,1.4058823529411766,34,0.179,0.107,0.235,0.179,0.414,-9.0,0.0,0.238,2.194,1.896,1.992,,0.0,0.0,0.206,0.088,0.118,0.429
2020,15204,47,1.0,03/06/2020,1833766,neutral,813,Yale,10,4,6,35,8,12,2,0,0,7,2,0,1,3,1,14,0.0,1,2,1,0.0,0,0.0,5.055999999999999,39,0.343,0.143,0.359,0.457,0.816,103.0,0.057,0.364,11.846,10.496,10.692,0.0,0.571,0.0,0.077,0.026,0.051,0.333
2020,15204,47,1.0,03/06/2020,4950355,home,813,Yale,10,4,6,5,2,2,0,0,1,3,0,0,0,1,0,5,0.0,0,0,0,0.0,0,0.0,2.0,5,0.4,0.6,0.4,1.2,1.6,367.0,0.0,0.333,3.862,3.796,3.852,0.0,1.0,0.2,0.2,0.0,0.2,0.0
2020,15204,47,1.0,03/06/2020,4951282,home,590,Sacred Heart,0,1,-1,2,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0,0.0,0.26,4,0.0,1.0,0.5,0.0,0.5,-38.0,0.0,0.0,-0.188,-0.196,-0.192,,0.0,0.0,0.25,0.5,-0.25,2.0
2020,15204,47,1.0,03/07/2020,1834374,neutral,575,Richmond,2,1,1,32,2,9,2,1,0,2,1,1,2,9,0,13,0.0,1,0,0,0.0,0,0.0,4.345714285714285,34,0.281,0.188,0.353,0.5,0.853,118.0,0.156,0.391,9.458,9.206,10.032,0.0,0.167,0.0,0.265,0.059,0.206,0.222
2020,15204,47,1.0,03/07/2020,4953020,home,575,Richmond,2,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.466,-0.49,-0.48,,,0.0,0.4,0.0,0.4,0.0
2020,15204,47,1.0,03/08/2020,1834476,neutral,363,Longwood,8,1,7,37,8,11,5,0,1,8,2,2,2,12,0,19,0.0,2,1,0,0.0,0,0.0,6.239999999999999,40,0.297,0.27,0.375,0.676,1.051,182.0,0.135,0.417,15.004,14.642,16.184,1.3,0.5,0.025,0.3,0.05,0.25,0.167
2020,15204,47,1.0,03/08/2020,4953768,home,363,Longwood,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,47,1.0,03/10/2020,1834948,home,308,Purdue Fort Wayne,9,4,5,30,9,11,1,1,1,6,6,0,5,4,0,17,0.0,0,0,1,0.0,0,0.0,8.234444444444444,36,0.367,0.567,0.444,0.667,1.111,187.0,0.133,0.385,14.188,13.528,13.736,1.7,0.533,0.028,0.111,0.139,-0.028,1.25
2020,15204,47,1.0,03/10/2020,4957196,home,308,Purdue Fort Wayne,9,4,5,4,0,1,1,0,0,3,0,0,0,1,0,2,0.0,0,0,1,0.0,0,0.0,0.504,5,0.25,0.25,0.2,0.75,0.95,186.0,0.25,0.25,1.992,1.586,1.612,,0.0,0.0,0.2,0.0,0.2,0.0
2020,15204,48,1.0,02/14/2020,1830310,home,392,Maryland,2,11,-9,26,2,4,0,0,0,1,1,0,4,10,0,4,0.0,1,0,0,0.0,0,1.0,1.5554838709677419,30,0.154,0.192,0.3,0.154,0.454,-9.0,0.0,0.25,1.82,1.674,1.768,0.0,0.222,0.0,0.333,0.133,0.2,0.4
2020,15204,48,1.0,02/14/2020,4955180,home,392,Maryland,2,11,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/15/2020,1830515,home,576,Rider,1,5,-4,33,1,8,1,0,1,1,2,0,2,7,1,12,0.0,1,0,0,0.0,0,1.0,3.8544444444444443,35,0.242,0.242,0.314,0.424,0.738,86.0,0.03,0.28,9.224,8.36,8.54,1.3,0.0,0.029,0.2,0.057,0.143,0.286
2020,15204,48,1.0,02/15/2020,1848550,home,576,Rider,4,6,-2,37,4,6,0,0,2,3,4,0,8,17,1,12,0.0,2,0,0,0.0,0,1.0,4.9259574468085106,45,0.162,0.486,0.356,0.378,0.734,76.0,0.0,0.222,9.024,8.182,8.384,2.7,0.143,0.044,0.378,0.178,0.2,0.471
2020,15204,48,1.0,02/15/2020,4931394,home,576,Rider,1,5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/15/2020,4931395,home,576,Rider,4,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/16/2020,1830817,home,576,Rider,6,7,-1,18,6,5,1,0,1,6,2,1,7,4,0,9,0.0,3,0,0,0.0,0,1.0,5.837142857142857,25,0.278,0.667,0.6,0.611,1.211,187.0,0.056,0.308,7.578,7.386,8.172,1.3,0.357,0.04,0.16,0.28,-0.12,1.75
2020,15204,48,1.0,02/16/2020,4931396,home,576,Rider,6,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/21/2020,1831334,home,328,Kansas,2,1,1,27,2,4,0,0,0,2,0,0,0,6,0,4,0.0,0,0,0,0.0,0,1.0,0.5925925925925926,27,0.148,0.0,0.148,0.148,0.296,-30.0,0.0,0.19,1.242,1.066,1.152,,0.5,0.0,0.222,0.0,0.222,0.0
2020,15204,48,1.0,02/21/2020,4933894,home,328,Kansas,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/22/2020,1831108,home,328,Kansas,4,13,-9,30,4,7,1,0,0,3,1,0,1,13,0,8,0.0,1,0,1,0.0,0,0.0,2.355151515151515,32,0.233,0.1,0.281,0.3,0.581,39.0,0.033,0.389,5.656,5.116,5.252,0.0,0.444,0.0,0.406,0.031,0.375,0.077
2020,15204,48,1.0,02/22/2020,1831727,home,328,Kansas,1,0,1,23,1,5,3,0,0,1,0,0,3,9,0,8,0.0,1,1,0,0.0,0,1.0,2.9242857142857135,27,0.217,0.261,0.333,0.478,0.811,108.0,0.13,0.357,6.068,5.866,5.992,,0.111,0.0,0.333,0.111,0.222,0.333
2020,15204,48,1.0,02/22/2020,4935280,home,328,Kansas,4,13,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/22/2020,4937582,home,328,Kansas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/23/2020,1831941,home,328,Kansas,1,9,-8,30,1,6,3,0,0,1,0,0,5,8,1,9,0.0,0,0,1,0.0,0,2.0,3.082222222222222,36,0.2,0.267,0.306,0.4,0.706,77.0,0.1,0.261,6.956,5.778,5.916,,0.091,0.0,0.222,0.139,0.083,0.625
2020,15204,48,1.0,02/23/2020,4939210,home,328,Kansas,1,9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/25/2020,1832167,home,141,The Citadel,5,10,-5,30,5,8,2,1,0,3,1,0,6,10,0,12,0.0,2,0,0,0.0,0,2.0,5.942105263157895,36,0.267,0.367,0.444,0.5,0.944,129.0,0.167,0.4,9.36,9.124,9.308,0.0,0.312,0.0,0.278,0.167,0.111,0.6
2020,15204,48,1.0,02/25/2020,4939575,home,141,The Citadel,5,10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/28/2020,1832488,home,178,Delaware St.,13,1,12,31,11,11,2,0,1,11,5,0,13,3,2,16,0.0,2,0,0,0.0,0,0.0,11.010434782608696,44,0.355,0.742,0.591,0.613,1.204,186.0,0.065,0.37,14.756,13.26,13.48,1.7,0.4,0.023,0.068,0.295,-0.227,4.333
2020,15204,48,1.0,02/28/2020,4942109,home,178,Delaware St.,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/29/2020,1832873,home,178,Delaware St.,4,2,2,21,2,5,3,0,0,3,0,0,3,2,1,8,0.0,1,0,0,0.0,0,0.0,3.1608,24,0.238,0.286,0.375,0.524,0.899,129.0,0.143,0.263,6.854,6.062,6.184,,0.222,0.0,0.083,0.125,-0.042,1.5
2020,15204,48,1.0,02/29/2020,1849302,home,178,Delaware St.,12,4,8,30,10,12,4,1,0,10,3,0,3,3,0,18,0.0,0,1,0,0.0,0,0.0,8.346470588235295,34,0.4,0.4,0.441,0.767,1.208,221.0,0.233,0.444,14.976,14.636,14.852,0.0,0.667,0.0,0.088,0.088,0.0,1.0
2020,15204,48,1.0,02/29/2020,4943964,home,178,Delaware St.,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,02/29/2020,4944006,home,178,Delaware St.,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/01/2020,1833139,home,178,Delaware St.,8,4,4,29,7,5,0,0,1,6,2,0,6,6,0,8,0.0,1,0,0,0.0,0,0.0,3.3022222222222224,35,0.172,0.379,0.343,0.31,0.653,50.0,0.0,0.182,5.152,4.918,5.056,1.3,0.545,0.029,0.171,0.171,0.0,1.0
2020,15204,48,1.0,03/01/2020,4945634,home,178,Delaware St.,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/03/2020,1833465,home,173,Davidson,3,1,2,24,2,4,1,0,1,1,1,0,1,6,0,8,0.0,0,1,0,0.0,0,1.0,1.6284615384615384,26,0.167,0.25,0.192,0.417,0.609,69.0,0.042,0.176,5.252,5.02,5.14,1.0,0.25,0.038,0.231,0.038,0.193,0.167
2020,15204,48,1.0,03/03/2020,4949382,home,173,Davidson,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/06/2020,1833910,home,27,App State,4,8,-4,31,3,5,0,0,0,1,1,0,2,11,0,5,0.0,0,0,0,0.0,0,0.0,1.1866666666666668,33,0.161,0.097,0.212,0.161,0.373,-18.0,0.0,0.25,1.952,1.782,1.884,0.0,0.429,0.0,0.333,0.061,0.272,0.182
2020,15204,48,1.0,03/06/2020,4951253,home,27,App State,4,8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/07/2020,1834357,home,27,App State,1,9,-8,33,1,8,0,0,0,1,4,0,5,7,0,8,0.0,0,0,0,0.0,0,2.0,3.2363157894736845,38,0.242,0.273,0.342,0.242,0.584,27.0,0.0,0.308,5.134,4.91,5.04,0.0,0.077,0.0,0.184,0.132,0.052,0.714
2020,15204,48,1.0,03/07/2020,4953347,home,27,App State,1,9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/08/2020,1834601,home,27,App State,2,4,-2,30,2,6,1,0,1,2,1,0,2,8,0,10,0.0,0,0,0,0.0,0,0.0,2.6462499999999998,32,0.2,0.233,0.25,0.4,0.65,70.0,0.033,0.238,6.516,6.288,6.436,1.0,0.143,0.031,0.25,0.062,0.188,0.25
2020,15204,48,1.0,03/08/2020,4954790,home,27,App State,2,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/10/2020,1835004,home,575,Richmond,4,6,-2,27,4,5,2,0,0,4,0,0,1,8,0,7,0.0,2,0,0,0.0,0,1.0,2.074666666666667,28,0.185,0.111,0.286,0.333,0.619,51.0,0.074,0.263,4.956,4.754,4.888,,0.5,0.0,0.286,0.036,0.25,0.125
2020,15204,48,1.0,03/10/2020,4956944,home,575,Richmond,4,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,48,1.0,03/11/2020,1835127,home,575,Richmond,7,14,-7,28,6,2,2,0,0,4,3,0,7,10,0,4,0.0,2,0,1,0.0,0,0.0,1.89,36,0.071,0.429,0.306,0.214,0.52,12.0,0.071,0.105,2.97,2.412,2.524,0.0,0.545,0.0,0.278,0.194,0.084,0.7
2020,15204,48,1.0,03/11/2020,4957714,home,575,Richmond,7,14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/14/2020,1830359,home,463,Nebraska,9,19,-10,38,9,13,2,0,1,8,0,0,4,6,0,18,0.0,2,0,1,0.0,0,2.0,8.270222222222221,43,0.342,0.237,0.442,0.553,0.995,147.0,0.053,0.375,14.252,13.53,13.78,0.0,0.444,0.023,0.14,0.093,0.047,0.667
2020,15204,51,1.0,02/14/2020,4931885,home,463,Nebraska,9,19,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/15/2020,1830639,home,463,Nebraska,8,7,1,37,8,12,3,1,2,8,1,1,9,8,1,23,0.0,2,1,1,0.0,0,1.0,11.2952,48,0.324,0.541,0.479,0.784,1.263,232.0,0.162,0.357,19.126,17.74,18.68,1.3,0.286,0.042,0.167,0.188,-0.021,1.125
2020,15204,51,1.0,02/15/2020,4928742,home,463,Nebraska,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/16/2020,1830896,home,463,Nebraska,7,2,5,32,7,9,0,1,0,5,0,0,3,9,0,11,0.0,0,0,1,0.0,0,1.0,3.941111111111111,36,0.281,0.156,0.333,0.375,0.708,72.0,0.094,0.375,7.508,6.916,7.072,,0.583,0.0,0.25,0.083,0.167,0.333
2020,15204,51,1.0,02/16/2020,4930060,home,463,Nebraska,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/18/2020,1830948,home,2678,Ark.-Pine Bluff,10,0,10,28,10,11,2,0,1,10,2,1,4,2,0,16,0.0,3,0,1,0.0,0,0.0,8.458333333333334,33,0.393,0.357,0.545,0.679,1.224,204.0,0.071,0.385,13.704,13.024,13.888,1.3,0.529,0.03,0.061,0.121,-0.06,2.0
2020,15204,51,1.0,02/18/2020,4931884,home,2678,Ark.-Pine Bluff,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/21/2020,1831381,home,527,Oral Roberts,3,7,-4,30,3,5,2,0,1,3,0,0,3,4,0,10,0.0,1,0,1,0.0,0,0.0,2.853714285714285,34,0.167,0.267,0.265,0.433,0.698,83.0,0.067,0.154,7.208,6.56,6.72,0.0,0.25,0.029,0.118,0.088,0.03,0.75
2020,15204,51,1.0,02/21/2020,4934357,home,527,Oral Roberts,3,7,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/22/2020,1831717,home,527,Oral Roberts,7,4,3,34,7,11,3,0,1,6,0,1,1,4,0,17,0.0,1,0,0,0.0,0,1.0,5.84,35,0.324,0.176,0.371,0.618,0.989,161.0,0.088,0.345,12.798,12.466,13.332,0.0,0.5,0.029,0.114,0.029,0.085,0.25
2020,15204,51,1.0,02/22/2020,4935820,home,527,Oral Roberts,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/23/2020,1832020,home,527,Oral Roberts,2,4,-2,30,2,5,0,0,1,1,0,0,2,6,0,8,0.0,0,1,0,0.0,0,1.0,1.8230303030303032,33,0.167,0.167,0.212,0.3,0.512,31.0,0.0,0.174,4.402,4.13,4.26,0.0,0.167,0.03,0.182,0.061,0.121,0.333
2020,15204,51,1.0,02/23/2020,4937804,home,527,Oral Roberts,2,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/26/2020,1832195,home,536,UTRGV,2,0,2,30,2,9,1,1,0,2,0,0,5,6,1,12,0.0,1,2,0,0.0,0,2.0,5.277368421052631,37,0.3,0.267,0.405,0.467,0.872,113.0,0.133,0.375,9.412,8.492,8.664,,0.133,0.0,0.162,0.135,0.027,0.833
2020,15204,51,1.0,02/26/2020,4940047,home,536,UTRGV,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,51,1.0,02/28/2020,1832326,neutral,434,Missouri,4,2,2,32,4,8,1,0,2,4,0,1,6,7,1,15,0.0,0,0,0,0.0,0,1.0,5.576315789473685,38,0.25,0.375,0.368,0.562,0.93,141.0,0.031,0.261,10.754,9.878,10.716,0.0,0.167,0.053,0.184,0.158,0.026,0.857
2020,15204,51,1.0,02/28/2020,4941778,home,434,Missouri,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
