jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id,height
27,2679411,Dylan Rogers,P,Fr,20,6,2022,15860,Air Force,721,-
35,2477970,Jake Sansing,P,Jr,13,4,2022,15860,Air Force,721,-
40,2477971,Seungmin Shim,P,So,12,9,2022,15860,Air Force,721,-
29,2312345,Jason Shuger,P,Jr,6,1,2022,15860,Air Force,721,-
23,2477974,Paul Skenes,UT,So,52,51,2022,15860,Air Force,721,-
14,2679396,Chase Spencer,INF,Fr,35,20,2022,15860,Air Force,721,-
22,2477976,Chris Stallings,OF,So,0,0,2022,15860,Air Force,721,-
44,2312354,Ryan Stohr,UT,Jr,17,4,2022,15860,Air Force,721,-
2,2312300,Trayden Tamiya,INF,Jr,61,61,2022,15860,Air Force,721,-
1,2477978,Jay Thomason,INF,So,60,60,2022,15860,Air Force,721,-
10,2312311,Matt Thompson,UT,Jr,26,4,2022,15860,Air Force,721,-
15,2127348,Cayden Zimmerman,UT,Sr,23,14,2022,15860,Air Force,721,-
4,2679354,Zach Peters,INF,-,So,0,2023,16340,Air Force,721,
25,2312300,Trayden Tamiya,INF,-,Sr,0,2023,16340,Air Force,721,
