PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,player_id_x,player_id_y,division
0,4,4.0,0,0,0,0,0,1,0,02/21/2023,away,16340,454,Murray St.,9,True,5,2,3,win,2391107,695,2469801,2023,2469801.0,2469801.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,683,Stony Brook,9,True,20,5,15,win,2390354,101,2330285,2023,2330285.0,2330285.0,1.0
1,3,4.0,0,0,0,0,0,0,0,02/18/2023,home,16340,683,Stony Brook,9,True,14,4,10,win,2390740,101,2330285,2023,2330285.0,2330285.0,1.0
0,3,3.0,0,0,0,0,0,0,0,02/19/2023,home,16340,683,Stony Brook,9,True,8,2,6,win,2390994,101,2330285,2023,2330285.0,2330285.0,1.0
7,1,8.0,0,0,2,1,0,0,0,02/19/2023,neutral,16340,545,Pittsburgh,9,True,8,5,3,win,2390900,380,2661229,2023,2661229.0,2661229.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/21/2023,away,16340,147,Clemson,9,True,5,9,-4,loss,2391164,458,2127741,2023,2127741.0,2127741.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,198,ETSU,9,True,2,15,-13,loss,2390251,709,2680558,2023,2680558.0,2680558.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,198,ETSU,9,True,6,4,2,win,2390499,709,2680558,2023,2680558.0,2680558.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,away,16340,198,ETSU,9,True,2,3,-1,loss,2390820,709,2680558,2023,2680558.0,2680558.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,380,Maine,9,True,11,10,1,win,2390368,545,2655371,2023,2655371.0,2655371.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,316,Jacksonville,16,True,10,6,4,win,2390521,331,2679843,2023,2679843.0,2679843.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,108,UC Davis,9,True,8,1,7,win,2390380,30024,2826976,2023,2826976.0,2826976.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,away,16340,108,UC Davis,9,True,4,20,-16,loss,2391044,30024,2826976,2023,2826976.0,2826976.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/17/2023,away,16340,430,Mississippi St.,9,True,2,11,-9,loss,2390246,741,2474461,2023,2474461.0,2474461.0,1.0
2,1,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,430,Mississippi St.,9,True,14,13,1,win,2390494,741,2474461,2023,2474461.0,2474461.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,430,Mississippi St.,9,True,3,9,-6,loss,2390814,741,2474461,2023,2474461.0,2474461.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,493,North Dakota St.,9,True,8,6,2,win,2390506,102,2813701,2023,2813701.0,2813701.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,198,ETSU,9,True,6,4,2,win,2390499,709,2680564,2023,2680564.0,2680564.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,198,ETSU,9,True,2,3,-1,loss,2390820,709,2680564,2023,2680564.0,2680564.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/19/2023,home,16340,493,North Dakota St.,9,True,4,13,-9,loss,2408511,102,2813729,2023,2813729.0,2813729.0,1.0
11,1,12.0,0,0,1,0,1,0,0,02/17/2023,neutral,16340,434,Missouri,9,True,5,3,2,win,2390309,521,2660309,2023,2660309.0,2660309.0,1.0
9,0,9.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,31,Arkansas,9,True,1,18,-17,loss,2391051,521,2660309,2023,2660309.0,2660309.0,1.0
10,0,10.0,0,0,0,1,0,0,0,02/17/2023,away,16340,328,Kansas,9,True,1,5,-4,loss,2390398,735,2487258,2023,2487258.0,2487258.0,1.0
7,1,8.0,0,0,0,0,1,1,0,02/18/2023,away,16340,328,Kansas,9,True,11,3,8,win,2390715,735,2487258,2023,2487258.0,2487258.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/18/2023,away,16340,235,Florida,9,True,2,16,-14,loss,2390493,48,2142481,2023,2142481.0,2142481.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,110,UCLA,9,True,0,23,-23,loss,2390738,464,2677107,2023,2677107.0,2677107.0,1.0
1,2,3.0,0,0,0,0,0,1,0,02/19/2023,away,16340,110,UCLA,9,True,1,8,-7,loss,2390991,464,2677107,2023,2677107.0,2677107.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,797,Milwaukee,9,True,0,5,-5,loss,2390414,487,2459256,2023,2459256.0,2459256.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,797,Milwaukee,9,True,4,6,-2,loss,2390741,487,2459256,2023,2459256.0,2459256.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,797,Milwaukee,9,True,14,6,8,win,2390924,487,2459256,2023,2459256.0,2459256.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,away,16340,483,Nicholls,9,True,0,4,-4,loss,2390470,30136,2122407,2023,2122407.0,2122407.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/18/2023,away,16340,483,Nicholls,9,True,3,2,1,win,2390806,30136,2122407,2023,2122407.0,2122407.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,away,16340,483,Nicholls,9,True,3,8,-5,loss,2391062,30136,2122407,2023,2122407.0,2122407.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/20/2023,away,16340,483,Nicholls,9,True,2,9,-7,loss,2391075,30136,2122407,2023,2122407.0,2122407.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,1395,Tarleton St.,12,True,5,7,-2,loss,2390992,706,2666744,2023,2666744.0,2666744.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,108,UC Davis,9,True,8,1,7,win,2390380,30024,2826989,2023,2826989.0,2826989.0,1.0
2,1,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,108,UC Davis,9,True,2,4,-2,loss,2390653,30024,2826989,2023,2826989.0,2826989.0,1.0
2,1,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,108,UC Davis,9,True,7,1,6,win,2407902,30024,2826989,2023,2826989.0,2826989.0,1.0
1,1,3.0,1,0,0,0,0,0,0,02/17/2023,home,16340,463,Nebraska,9,True,7,3,4,win,2390273,627,2113194,2023,2113194.0,2113194.0,1.0
1,0,1.0,0,0,0,0,0,1,0,02/18/2023,home,16340,463,Nebraska,9,True,5,3,2,win,2390516,627,2113194,2023,2113194.0,2113194.0,1.0
0,3,3.0,0,0,0,0,0,0,0,02/19/2023,home,16340,463,Nebraska,9,True,10,9,1,win,2390835,627,2113194,2023,2113194.0,2113194.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/20/2023,home,16340,463,Nebraska,9,True,16,16,0,tie,2391068,627,2113194,2023,2113194.0,2113194.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,553,Prairie View,9,True,8,4,4,win,2390587,699,2829462,2023,2829462.0,2829462.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/21/2023,home,16340,0,Wiley,9,True,13,1,12,win,2391118,699,2829462,2023,2829462.0,2829462.0,1.0
1,3,4.0,0,0,0,0,0,1,0,02/17/2023,home,16340,726,Navy,9,True,24,5,19,win,2390348,746,2662244,2023,2662244.0,2662244.0,1.0
2,1,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,519,Ohio,9,True,8,4,4,win,2420095,746,2662244,2023,2662244.0,2662244.0,1.0
1,3,4.0,0,0,0,0,0,1,0,02/19/2023,away,16340,460,UNCW,9,True,7,0,7,win,2390777,746,2662244,2023,2662244.0,2662244.0,1.0
1,1,3.0,1,0,0,0,0,0,0,02/18/2023,home,16340,6,Alabama A&M,9,True,5,9,-4,loss,2390778,17,2817598,2023,2817598.0,2817598.0,1.0
6,1,7.0,0,0,0,1,0,0,0,02/17/2023,away,16340,235,Florida,9,True,3,13,-10,loss,2390245,48,2667328,2023,2667328.0,2667328.0,1.0
5,1,6.0,0,0,1,0,1,0,0,02/19/2023,away,16340,235,Florida,9,True,0,8,-8,loss,2390813,48,2667328,2023,2667328.0,2667328.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/21/2023,home,16340,6,Alabama A&M,9,True,10,0,10,win,2391176,694,2348128,2023,2348128.0,2348128.0,1.0
1,0,1.0,0,0,0,0,1,0,0,02/19/2023,home,16340,334,Kentucky,9,True,0,4,-4,loss,2390853,1068,2677885,2023,2677885.0,2677885.0,1.0
10,0,10.0,0,0,0,0,0,0,0,02/17/2023,home,16340,248,George Mason,9,True,2,8,-6,loss,2390478,231,2475781,2023,2475781.0,2475781.0,1.0
6,0,6.0,0,0,0,0,0,1,0,02/18/2023,home,16340,248,George Mason,9,True,3,2,1,win,2390800,231,2475781,2023,2475781.0,2475781.0,1.0
16,0,16.0,0,0,0,0,0,0,0,02/19/2023,home,16340,248,George Mason,9,True,2,5,-3,loss,2390998,231,2475781,2023,2475781.0,2475781.0,1.0
10,0,10.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,740,VCU,9,True,14,8,6,win,2390330,419,2312233,2023,2312233.0,2312233.0,1.0
8,2,10.0,0,0,0,0,0,1,0,02/18/2023,away,16340,149,Coastal Carolina,9,True,3,11,-8,loss,2390498,419,2312233,2023,2312233.0,2312233.0,1.0
9,1,10.0,0,0,0,0,0,1,0,02/19/2023,neutral,16340,220,Fairfield,9,True,9,14,-5,loss,2390897,419,2312233,2023,2312233.0,2312233.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/19/2023,home,16340,768,West Virginia,9,True,4,13,-9,loss,2390975,253,2824621,2023,2824621.0,2824621.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,670,Texas St.,9,True,4,12,-8,loss,2390442,509,1981915,2023,1981915.0,1981915.0,1.0
0,1,1.0,0,0,0,0,0,1,0,02/17/2023,home,16340,726,Navy,9,True,24,5,19,win,2390348,746,2662245,2023,2662245.0,2662245.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,460,UNCW,9,True,7,0,7,win,2390777,746,2662245,2023,2662245.0,2662245.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,432,Mississippi Val.,9,True,5,7,-2,loss,2390316,699,2829463,2023,2829463.0,2829463.0,1.0
1,3,4.0,0,0,0,0,0,1,0,02/18/2023,neutral,16340,553,Prairie View,9,True,8,4,4,win,2390587,699,2829463,2023,2829463.0,2829463.0,1.0
3,2,6.0,1,0,0,0,0,0,0,02/21/2023,home,16340,0,Wiley,9,True,13,1,12,win,2391118,699,2829463,2023,2829463.0,2829463.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,home,16340,140,Cincinnati,9,True,12,2,10,win,2390375,254,2823628,2023,2823628.0,2823628.0,1.0
0,3,3.0,0,0,0,1,0,0,0,02/17/2023,home,16340,508,Northwestern St.,9,True,3,2,1,win,2390484,646,2483995,2023,2483995.0,2483995.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,283,Hofstra,9,True,7,4,3,win,2390932,28755,2459257,2023,2459257.0,2459257.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,away,16340,277,Hawaii,8,True,4,5,-1,loss,2390720,810,2493238,2023,2493238.0,2493238.0,1.0
0,6,6.0,0,0,0,0,0,0,0,02/17/2023,home,16340,576,Rider,9,True,4,1,3,win,2390301,1092,2482335,2023,2482335.0,2482335.0,1.0
2,2,4.0,0,0,0,0,0,2,0,02/18/2023,home,16340,576,Rider,8,True,0,2,-2,loss,2390570,1092,2482335,2023,2482335.0,2482335.0,1.0
0,5,5.0,0,0,0,0,0,0,0,02/18/2023,home,16340,576,Rider,9,True,3,7,-4,loss,2408889,1092,2482335,2023,2482335.0,2482335.0,1.0
1,1,2.0,0,0,0,0,0,1,0,02/19/2023,home,16340,576,Rider,9,True,2,17,-15,loss,2390860,1092,2482335,2023,2482335.0,2482335.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,402,McNeese,9,True,5,1,4,win,2391033,169,1977715,2023,1977715.0,1977715.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,769,Western Caro.,9,True,14,12,2,win,2390417,5,2828033,2023,2828033.0,2828033.0,1.0
2,1,3.0,0,0,0,0,0,1,0,02/18/2023,away,16340,769,Western Caro.,9,True,1,6,-5,loss,2390656,5,2828033,2023,2828033.0,2828033.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,769,Western Caro.,9,True,6,11,-5,loss,2407905,5,2828033,2023,2828033.0,2828033.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,769,Western Caro.,9,True,3,2,1,win,2391007,5,2828033,2023,2828033.0,2828033.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/17/2023,home,16340,1395,Tarleton St.,9,True,3,2,1,win,2390451,706,2666779,2023,2666779.0,2666779.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,home,16340,1395,Tarleton St.,12,True,5,7,-2,loss,2390992,706,2666779,2023,2666779.0,2666779.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,465,UNLV,9,True,6,14,-8,loss,2390248,534,2348667,2023,2348667.0,2348667.0,1.0
4,1,5.0,0,0,0,0,1,0,0,02/17/2023,neutral,16340,96,Fresno St.,9,True,6,2,4,win,2390319,418,2120563,2023,2120563.0,2120563.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,416,Michigan St.,9,True,8,15,-7,loss,2390318,418,2120563,2023,2120563.0,2120563.0,1.0
6,0,6.0,0,0,1,1,0,0,0,02/18/2023,neutral,16340,112,UC San Diego,9,True,2,11,-9,loss,2390594,418,2120563,2023,2120563.0,2120563.0,1.0
9,0,9.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,1104,Grand Canyon,9,True,6,4,2,win,2390884,418,2120563,2023,2120563.0,2120563.0,1.0
5,1,6.0,0,0,0,0,0,1,0,02/17/2023,home,16340,352,Lehigh,9,True,3,5,-2,loss,2390488,61,2347554,2023,2347554.0,2347554.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/21/2023,away,16340,231,FIU,9,True,2,12,-10,loss,2391190,61,2347554,2023,2347554.0,2347554.0,1.0
6,0,6.0,0,0,0,0,0,1,0,02/17/2023,away,16340,316,Jacksonville,9,True,5,6,-1,loss,2390281,331,2479193,2023,2479193.0,2479193.0,1.0
5,3,8.0,0,0,0,0,0,0,0,02/18/2023,away,16340,316,Jacksonville,16,True,10,6,4,win,2390521,331,2479193,2023,2479193.0,2479193.0,1.0
8,0,8.0,0,0,0,0,0,1,0,02/19/2023,away,16340,316,Jacksonville,9,True,18,6,12,win,2390840,331,2479193,2023,2479193.0,2479193.0,1.0
8,0,9.0,1,1,0,2,0,0,0,02/18/2023,away,16340,670,Texas St.,9,True,5,20,-15,loss,2390775,509,2135608,2023,2135608.0,2135608.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,141,The Citadel,9,True,9,21,-12,loss,2390297,178,2828741,2023,2828741.0,2828741.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/21/2023,home,16340,234,Florida St.,9,True,2,11,-9,loss,2391097,316,2656645,2023,2656645.0,2656645.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,493,North Dakota St.,9,True,4,13,-9,loss,2408511,102,2813728,2023,2813728.0,2813728.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,home,16340,352,Lehigh,9,True,3,5,-2,loss,2390488,61,2810209,2023,2810209.0,2810209.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/21/2023,away,16340,231,FIU,9,True,2,12,-10,loss,2391190,61,2810209,2023,2810209.0,2810209.0,1.0
0,1,1.0,0,0,0,0,0,1,0,02/17/2023,neutral,16340,112,UC San Diego,9,True,12,4,8,win,2390322,1104,2801462,2023,2801462.0,2801462.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,683,Stony Brook,9,True,20,5,15,win,2390354,101,2798464,2023,2798464.0,2798464.0,1.0
7,1,8.0,0,0,1,1,1,1,0,02/19/2023,home,16340,683,Stony Brook,9,True,8,2,6,win,2390994,101,2798464,2023,2798464.0,2798464.0,1.0
12,2,15.0,1,0,1,1,1,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,10,8,2,win,2390324,302,2474312,2023,2474312.0,2474312.0,1.0
2,0,3.0,1,0,0,1,0,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,6,5,1,win,2408378,302,2474312,2023,2474312.0,2474312.0,1.0
7,2,9.0,0,0,0,1,2,0,0,02/18/2023,away,16340,610,Saint Mary's (CA),10,True,7,3,4,win,2390682,302,2474312,2023,2474312.0,2474312.0,1.0
3,1,4.0,0,0,0,0,0,0,0,02/19/2023,away,16340,610,Saint Mary's (CA),9,True,1,8,-7,loss,2390895,302,2474312,2023,2474312.0,2474312.0,1.0
0,4,4.0,0,0,0,0,0,0,0,02/17/2023,away,16340,288,Houston,9,True,7,0,7,win,2390277,107,2660122,2023,2660122.0,2660122.0,1.0
1,2,3.0,0,0,0,0,0,1,0,02/18/2023,away,16340,288,Houston,9,True,5,3,2,win,2390519,107,2660122,2023,2660122.0,2660122.0,1.0
0,1,3.0,2,0,0,0,0,0,0,02/19/2023,away,16340,288,Houston,9,True,6,8,-2,loss,2390838,107,2660122,2023,2660122.0,2660122.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,754,Washington St.,9,True,4,17,-13,loss,2390592,111,2829113,2023,2829113.0,2829113.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,28755,FGCU,9,True,0,13,-13,loss,2390479,283,2300435,2023,2300435.0,2300435.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/18/2023,away,16340,28755,FGCU,9,True,7,10,-3,loss,2408937,283,2300435,2023,2300435.0,2300435.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,28755,FGCU,9,True,4,7,-3,loss,2390932,283,2300435,2023,2300435.0,2300435.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,456,UNC Asheville,9,True,1,7,-6,loss,2390276,590,2660888,2023,2660888.0,2660888.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,456,UNC Asheville,9,True,2,7,-5,loss,2390837,590,2660888,2023,2660888.0,2660888.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,742,Virginia Tech,9,True,5,2,3,win,2390260,1014,2678779,2023,2678779.0,2678779.0,1.0
3,1,5.0,1,0,0,0,0,1,0,02/18/2023,home,16340,742,Virginia Tech,9,True,3,12,-9,loss,2390508,1014,2678779,2023,2678779.0,2678779.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,545,Pittsburgh,9,True,11,7,4,win,2390673,380,2661228,2023,2661228.0,2661228.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,545,Pittsburgh,9,True,8,5,3,win,2390900,380,2661228,2023,2661228.0,2661228.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,380,Maine,9,True,7,11,-4,loss,2390673,545,2489062,2023,2489062.0,2489062.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/17/2023,neutral,16340,698,TCU,9,True,4,11,-7,loss,2390396,736,2485658,2023,2485658.0,2485658.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/21/2023,home,16340,1004,Central Ark.,9,True,4,5,-1,loss,2391103,736,2485658,2023,2485658.0,2485658.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,444,Morehead St.,9,True,6,7,-1,loss,2390671,485,2677304,2023,2677304.0,2677304.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,444,Morehead St.,9,True,2,3,-1,loss,2407995,485,2677304,2023,2677304.0,2677304.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,444,Morehead St.,9,True,6,18,-12,loss,2420235,485,2677304,2023,2677304.0,2677304.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,444,Morehead St.,9,True,0,3,-3,loss,2420239,485,2677304,2023,2677304.0,2677304.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,away,16340,101,CSUN,9,True,5,20,-15,loss,2390354,683,2459055,2023,2459055.0,2459055.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,101,CSUN,9,True,4,14,-10,loss,2390740,683,2459055,2023,2459055.0,2459055.0,1.0
7,0,7.0,0,0,0,1,0,0,0,02/19/2023,away,16340,101,CSUN,9,True,2,8,-6,loss,2390994,683,2459055,2023,2459055.0,2459055.0,1.0
1,4,6.0,1,0,0,0,0,1,0,02/17/2023,home,16340,503,NIU,9,True,16,2,14,win,2390373,527,2673162,2023,2673162.0,2673162.0,1.0
4,4,8.0,0,0,0,0,0,3,0,02/18/2023,home,16340,503,NIU,9,True,8,2,6,win,2390764,527,2673162,2023,2673162.0,2673162.0,1.0
0,4,5.0,1,0,0,0,0,1,0,02/18/2023,home,16340,503,NIU,10,True,3,2,1,win,2408283,527,2673162,2023,2673162.0,2673162.0,1.0
1,5,6.0,0,0,0,0,0,2,0,02/19/2023,home,16340,503,NIU,9,True,6,1,5,win,2390989,527,2673162,2023,2673162.0,2673162.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,home,16340,47,Ball St.,9,True,1,2,-1,loss,2390415,458,2673176,2023,2673176.0,2673176.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,47,Ball St.,9,True,9,5,4,win,2407900,458,2673176,2023,2673176.0,2673176.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,47,Ball St.,9,True,19,5,14,win,2390996,458,2673176,2023,2673176.0,2673176.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,away,16340,147,Clemson,9,True,5,9,-4,loss,2391164,458,2673176,2023,2673176.0,2673176.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,neutral,16340,416,Michigan St.,9,True,8,15,-7,loss,2390318,418,2663365,2023,2663365.0,2663365.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,487,North Ala.,9,True,6,4,2,win,2390741,797,2823416,2023,2823416.0,2823416.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,away,16340,8,Alabama,9,True,4,7,-3,loss,2391089,692,2668230,2023,2668230.0,2668230.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,home,16340,635,Seton Hall,9,True,8,10,-2,loss,2390418,457,2804917,2023,2804917.0,2804917.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,635,Seton Hall,9,True,4,2,2,win,2391008,457,2804917,2023,2804917.0,2804917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,5,Akron,9,True,11,6,5,win,2407905,769,2804724,2023,2804724.0,2804724.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,7,Alabama St.,9,True,0,13,-13,loss,2390466,308,2673189,2023,2673189.0,2673189.0,1.0
1,3,6.0,2,0,0,0,0,2,0,02/19/2023,away,16340,19651,High Point,9,True,5,10,-5,loss,2390973,81,2812152,2023,2812152.0,2812152.0,1.0
0,0,0.0,0,0,0,1,1,0,0,02/18/2023,away,16340,147,Clemson,9,True,2,3,-1,loss,2390726,62,2657759,2023,2657759.0,2657759.0,1.0
2,3,6.0,1,0,0,0,0,2,0,02/17/2023,home,16340,741,VMI,9,True,11,2,9,win,2390246,430,2465021,2023,2465021.0,2465021.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/18/2023,home,16340,741,VMI,9,True,13,14,-1,loss,2390494,430,2465021,2023,2465021.0,2465021.0,1.0
2,3,5.0,0,0,0,0,0,0,0,02/19/2023,home,16340,741,VMI,9,True,9,3,6,win,2390814,430,2465021,2023,2465021.0,2465021.0,1.0
0,4,4.0,0,0,0,0,0,0,0,02/17/2023,away,16340,678,Stetson,9,True,0,18,-18,loss,2390285,381,2002265,2023,2002265.0,2002265.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,678,Stetson,9,True,1,9,-8,loss,2390523,381,2002265,2023,2002265.0,2002265.0,1.0
1,2,4.0,1,0,0,0,0,0,0,02/19/2023,away,16340,678,Stetson,9,True,6,8,-2,loss,2390842,381,2002265,2023,2002265.0,2002265.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,220,Fairfield,9,True,9,14,-5,loss,2390897,419,2655166,2023,2655166.0,2655166.0,1.0
0,0,0.0,0,0,0,2,1,0,0,02/18/2023,away,16340,101,CSUN,9,True,4,14,-10,loss,2390740,683,2114413,2023,2114413.0,2114413.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,769,Western Caro.,9,True,14,12,2,win,2390417,5,2496195,2023,2496195.0,2496195.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,388,Marshall,9,True,4,11,-7,loss,2390314,609,2467795,2023,2467795.0,2467795.0,1.0
3,0,4.0,1,0,0,0,0,0,0,02/19/2023,neutral,16340,388,Marshall,9,True,5,10,-5,loss,2390880,609,2467795,2023,2467795.0,2467795.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,home,16340,463,Nebraska,9,True,7,3,4,win,2390273,627,2309217,2023,2309217.0,2309217.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,away,16340,1014,Col. of Charleston,9,True,15,2,13,win,2390825,742,2824557,2023,2824557.0,2824557.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,606,Saint Joseph's,10,True,4,5,-1,loss,2390828,193,2804877,2023,2804877.0,2804877.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/19/2023,home,16340,603,St. John's (NY),9,True,10,5,5,win,2390925,523,2825661,2023,2825661.0,2825661.0,1.0
0,0,0.0,0,0,0,3,0,0,0,02/18/2023,away,16340,198,ETSU,9,True,6,4,2,win,2390499,709,2303074,2023,2303074.0,2303074.0,1.0
1,0,1.0,0,0,0,1,0,0,0,02/19/2023,away,16340,109,UC Irvine,9,True,0,1,-1,loss,2390979,718,2341253,2023,2341253.0,2341253.0,1.0
1,2,4.0,1,0,0,0,0,1,0,02/17/2023,away,16340,7,Alabama St.,9,True,0,13,-13,loss,2390466,308,2306859,2023,2306859.0,2306859.0,1.0
3,4,7.0,0,0,0,0,0,1,0,02/18/2023,away,16340,7,Alabama St.,9,True,4,3,1,win,2390768,308,2306859,2023,2306859.0,2306859.0,1.0
2,4,6.0,0,0,0,0,0,2,0,02/18/2023,away,16340,7,Alabama St.,9,True,4,18,-14,loss,2408287,308,2306859,2023,2306859.0,2306859.0,1.0
2,3,5.0,0,0,0,0,0,0,0,02/19/2023,away,16340,7,Alabama St.,9,True,11,13,-2,loss,2391061,308,2306859,2023,2306859.0,2306859.0,1.0
