season,season_id,school_id,division,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HB,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2023,16340,391,1.0,1,0,0,0.0,0,7.333333333333333,7,2,2,1,0,1,7,0,6,0,0,2,35,27,2,0,1,0,7,8,3,0.0,1.0,2.454545454545455,1.9090909090909092,8.590909090909092,1.2272727272727275,8.590909090909092,7.363636363636364,0.8571428571428571,2.454545454545455
2023,16340,392,1.0,3,2,2,0.0,0,43.333333333333336,40,24,20,7,0,6,14,0,47,5,1,4,185,166,8,0,0,0,47,31,11,1.0,0.6,4.153846153846153,1.2461538461538462,8.307692307692307,1.246153846153846,2.907692307692307,9.76153846153846,3.357142857142857,4.984615384615384
2023,16340,404,1.0,3,1,1,0.0,0,38.0,39,28,24,8,2,3,16,0,40,6,0,6,177,147,13,4,4,4,37,35,6,1.0,0.75,5.684210526315789,1.4473684210526316,9.23684210526316,0.7105263157894737,3.789473684210526,9.473684210526315,2.5,6.63157894736842
2023,16340,406,1.0,2,1,1,0.0,0,28.0,26,18,16,1,0,3,10,0,35,8,0,4,126,104,6,5,2,2,22,23,5,0.0,0.6666666666666666,5.142857142857142,1.2857142857142858,8.357142857142858,0.9642857142857142,3.2142857142857144,11.25,3.5,5.7857142857142865
2023,16340,414,1.0,0,2,0,0.0,0,16.0,21,21,21,7,0,5,9,0,23,9,0,3,87,67,4,3,1,1,10,15,13,0.0,0.0,11.8125,1.875,11.8125,2.8125,5.0625,12.9375,2.5555555555555554,11.8125
2023,16340,415,1.0,3,1,0,0.0,0,35.0,36,15,14,4,0,4,14,1,43,1,0,5,155,140,9,3,0,0,30,32,10,0.0,0.75,3.6,1.4285714285714286,9.257142857142856,1.0285714285714285,3.6,11.057142857142857,3.0714285714285716,3.8571428571428568
2023,16340,416,1.0,2,1,0,0.0,0,27.0,19,12,10,5,2,2,14,0,20,3,0,3,119,101,7,0,0,1,25,35,7,0.0,0.6666666666666666,3.333333333333333,1.2222222222222223,6.333333333333334,0.6666666666666666,4.666666666666666,6.666666666666666,1.4285714285714286,4.0
2023,16340,418,1.0,2,0,2,0.0,0,18.0,12,6,4,2,0,0,10,1,13,0,0,4,73,63,4,1,0,0,18,17,6,0.0,1.0,2.0,1.2222222222222223,6.0,0.0,5.0,6.5,1.3,3.0
2023,16340,419,1.0,1,2,0,0.0,0,26.0,34,26,20,4,1,7,12,1,22,3,0,5,125,110,4,3,0,0,31,23,10,1.0,0.3333333333333333,6.923076923076923,1.7692307692307692,11.76923076923077,2.423076923076923,4.153846153846154,7.615384615384615,1.8333333333333333,9.0
2023,16340,428,1.0,0,4,0,0.0,0,36.666666666666664,44,34,29,7,4,3,23,1,34,4,0,9,182,151,5,3,1,3,34,39,10,0.0,0.0,7.118181818181819,1.8272727272727274,10.8,0.7363636363636363,5.6454545454545455,8.345454545454546,1.4782608695652173,8.345454545454546
2023,16340,430,1.0,2,3,0,0.0,0,36.0,39,41,36,4,0,5,34,0,52,6,1,4,192,147,10,8,1,4,25,28,14,2.0,0.4,9.0,2.0277777777777777,9.75,1.25,8.5,13.0,1.5294117647058822,10.25
2023,16340,432,1.0,0,2,0,0.0,0,8.333333333333332,21,20,17,6,0,1,9,0,5,4,0,3,61,46,6,2,0,2,7,13,1,0.0,0.0,18.360000000000003,3.6000000000000005,22.680000000000003,1.0800000000000003,9.72,5.4,0.5555555555555556,21.6
2023,16340,433,1.0,3,1,1,0.0,0,28.0,23,15,15,6,0,1,20,0,41,1,0,3,126,104,15,7,0,1,19,22,12,0.0,0.75,4.821428571428571,1.5357142857142858,7.392857142857142,0.3214285714285714,6.428571428571429,13.178571428571427,2.05,4.821428571428571
2023,16340,434,1.0,2,1,1,0.0,0,27.0,23,14,13,4,0,0,13,0,34,2,0,2,115,97,8,4,1,1,18,23,6,1.0,0.6666666666666666,4.333333333333333,1.3333333333333333,7.666666666666667,0.0,4.333333333333333,11.333333333333334,2.6153846153846154,4.666666666666666
2023,16340,439,1.0,0,3,0,0.0,0,24.0,39,37,36,8,2,6,22,0,15,6,0,2,135,105,4,3,1,1,21,33,6,0.0,0.0,13.5,2.5416666666666665,14.625,2.25,8.25,5.625,0.6818181818181818,13.875
2023,16340,444,1.0,2,0,1,0.0,0,14.0,14,6,4,2,0,1,3,0,19,4,0,2,62,55,1,1,0,0,11,9,6,0.0,1.0,2.571428571428571,1.2142857142857142,9.0,0.6428571428571428,1.9285714285714284,12.214285714285715,6.333333333333333,3.8571428571428568
2023,16340,450,1.0,5,1,4,0.0,0,51.666666666666664,39,32,22,9,1,6,38,1,41,5,0,7,240,188,14,4,7,2,50,59,15,2.0,0.8333333333333334,3.8322580645161293,1.4903225806451614,6.7935483870967746,1.0451612903225806,6.619354838709677,7.141935483870968,1.0789473684210527,5.574193548387097
2023,16340,454,1.0,1,1,1,0.0,0,17.0,28,20,19,3,1,3,6,0,23,3,1,1,90,78,2,0,1,2,14,14,6,0.0,0.5,10.058823529411764,2.0,14.823529411764705,1.5882352941176472,3.1764705882352944,12.176470588235295,3.8333333333333335,10.588235294117647
2023,16340,457,1.0,2,1,1,0.0,0,30.0,23,14,12,2,0,2,19,0,33,1,0,4,131,107,9,3,1,3,19,35,14,1.0,0.6666666666666666,3.6,1.4,6.9,0.6,5.699999999999999,9.9,1.736842105263158,4.2
2023,16340,458,1.0,3,1,1,0.0,0,30.0,23,16,16,4,1,6,15,0,36,3,0,2,127,109,8,2,0,0,25,27,15,0.0,0.75,4.8,1.2666666666666666,6.9,1.8,4.5,10.799999999999999,2.4,4.8
2023,16340,459,1.0,1,2,0,0.0,0,27.0,40,38,28,5,1,5,19,1,15,6,0,10,141,113,7,1,1,2,20,36,6,1.0,0.3333333333333333,9.333333333333332,2.185185185185185,13.333333333333332,1.6666666666666665,6.333333333333334,5.0,0.7894736842105263,12.666666666666668
2023,16340,460,1.0,1,1,0,0.0,0,27.0,27,17,15,3,0,3,16,0,24,6,0,3,128,103,11,3,2,1,28,23,3,0.0,0.5,5.0,1.5925925925925926,9.0,1.0,5.333333333333333,8.0,1.5,5.666666666666667
2023,16340,463,1.0,0,2,0,0.0,0,23.333333333333332,19,26,21,1,0,4,13,0,15,9,2,3,109,82,11,6,2,3,17,32,6,0.0,0.0,8.1,1.3714285714285714,7.328571428571428,1.542857142857143,5.014285714285714,5.7857142857142865,1.1538461538461537,10.028571428571428
2023,16340,464,1.0,0,3,0,0.0,0,24.0,39,42,38,5,1,6,23,0,21,8,2,4,145,112,0,0,0,2,22,26,11,0.0,0.0,14.25,2.5833333333333335,14.625,2.25,8.625,7.875,0.9130434782608695,15.75
2023,16340,465,1.0,0,1,0,0.0,0,5.0,5,3,3,1,0,3,3,0,3,1,0,0,22,18,1,0,0,0,3,7,1,0.0,0.0,5.3999999999999995,1.6,9.0,5.3999999999999995,5.3999999999999995,5.3999999999999995,1.0,5.3999999999999995
2023,16340,466,1.0,1,2,0,0.0,0,25.0,35,19,19,3,0,5,7,0,29,5,0,3,118,105,4,0,1,0,23,19,13,0.0,0.3333333333333333,6.84,1.68,12.6,1.8,2.5200000000000005,10.44,4.142857142857143,6.84
2023,16340,471,1.0,2,0,0,0.0,0,18.0,14,10,6,1,0,2,13,0,19,4,2,0,86,69,3,0,0,0,15,18,5,0.0,1.0,3.0,1.5,7.0,1.0,6.5,9.5,1.4615384615384615,5.0
2023,16340,472,1.0,0,2,0,0.0,0,20.0,27,18,17,4,0,6,6,2,21,5,0,1,96,82,8,3,2,1,16,17,5,1.0,0.0,7.6499999999999995,1.65,12.15,2.6999999999999997,2.6999999999999997,9.450000000000001,3.5,8.1
2023,16340,473,1.0,3,1,2,0.0,0,38.0,38,13,13,6,1,4,13,0,37,2,0,0,163,143,6,4,4,1,27,44,9,0.0,0.75,3.0789473684210527,1.3421052631578947,9.0,0.9473684210526315,3.0789473684210527,8.763157894736842,2.8461538461538463,3.0789473684210527
2023,16340,474,1.0,0,1,0,0.0,0,4.0,8,9,9,4,1,0,3,0,2,2,0,1,25,18,1,1,1,1,3,7,0,0.0,0.0,20.25,2.75,18.0,0.0,6.75,4.5,0.6666666666666666,20.25
2023,16340,485,1.0,1,3,0,0.0,0,32.0,31,32,28,9,2,2,29,0,39,7,1,3,166,126,5,3,1,3,26,31,14,0.0,0.25,7.875,1.875,8.71875,0.5625,8.15625,10.96875,1.3448275862068966,9.0
2023,16340,487,1.0,0,0,0,0.0,0,3.6666666666666665,7,3,3,1,0,0,2,0,2,2,0,0,19,14,5,5,0,1,4,2,0,0.0,,7.363636363636364,2.4545454545454546,17.181818181818183,0.0,4.90909090909091,4.90909090909091,1.0,7.363636363636364
2023,16340,488,1.0,0,1,0,0.0,0,7.0,16,15,14,4,1,1,6,0,8,1,1,2,45,36,4,3,0,2,3,9,2,0.0,0.0,18.0,3.142857142857143,20.57142857142857,1.2857142857142856,7.7142857142857135,10.285714285714285,1.3333333333333333,19.285714285714285
2023,16340,490,1.0,5,0,1,0.0,0,44.0,31,10,9,7,0,1,10,0,37,5,1,0,175,158,4,2,0,2,40,49,11,0.0,1.0,1.840909090909091,0.9318181818181818,6.340909090909092,0.20454545454545456,2.0454545454545454,7.568181818181818,3.7,2.0454545454545454
2023,16340,493,1.0,1,3,0,0.0,0,33.0,28,20,19,10,0,2,17,0,32,5,0,6,145,119,4,1,1,3,22,39,8,0.0,0.25,5.1818181818181825,1.3636363636363635,7.636363636363637,0.5454545454545454,4.636363636363637,8.727272727272727,1.8823529411764706,5.454545454545455
2023,16340,500,1.0,1,1,0,0.0,0,17.333333333333332,25,16,11,5,1,0,9,0,21,4,1,1,92,76,5,1,1,2,14,16,6,0.0,0.5,5.711538461538463,1.9615384615384617,12.980769230769234,0.0,4.673076923076923,10.903846153846155,2.3333333333333335,8.307692307692308
2023,16340,502,1.0,2,1,0,0.0,0,25.333333333333332,28,18,14,11,0,1,14,0,19,2,1,3,117,98,0,0,3,0,35,16,6,3.0,0.6666666666666666,4.973684210526316,1.6578947368421053,9.947368421052632,0.3552631578947369,4.973684210526316,6.75,1.3571428571428572,6.394736842105263
2023,16340,505,1.0,3,1,2,0.0,0,34.333333333333336,26,24,17,8,0,2,16,0,30,12,0,4,154,125,16,10,0,1,38,31,7,1.0,0.75,4.45631067961165,1.2233009708737863,6.815533980582524,0.5242718446601942,4.194174757281553,7.864077669902912,1.875,6.291262135922329
2023,16340,508,1.0,1,3,1,0.0,0,34.0,28,22,20,8,0,2,12,0,35,6,0,13,147,129,7,4,0,0,32,32,9,0.0,0.25,5.294117647058823,1.1764705882352942,7.411764705882352,0.5294117647058824,3.1764705882352944,9.26470588235294,2.9166666666666665,5.8235294117647065
2023,16340,509,1.0,0,3,0,0.0,0,24.0,52,56,50,13,4,13,17,0,26,7,1,4,149,119,9,7,0,5,19,24,9,1.0,0.0,18.75,2.875,19.5,4.875,6.375,9.75,1.5294117647058822,21.0
2023,16340,518,1.0,0,2,0,0.0,0,18.0,19,11,11,11,0,1,6,1,18,2,0,1,79,71,4,2,0,0,19,14,9,0.0,0.0,5.5,1.3888888888888888,9.5,0.5,3.0,9.0,3.0,5.5
2023,16340,519,1.0,0,2,0,0.0,0,22.0,42,35,31,9,1,3,15,0,16,6,0,1,129,106,5,4,1,1,24,24,7,0.0,0.0,12.681818181818183,2.590909090909091,17.181818181818183,1.227272727272727,6.136363636363636,6.545454545454546,1.0666666666666667,14.318181818181817
2023,16340,521,1.0,1,0,1,0.0,0,9.0,0,0,0,0,0,0,1,0,15,1,0,1,30,27,2,0,1,0,7,5,3,0.0,1.0,0.0,0.1111111111111111,0.0,0.0,1.0,15.0,15.0,0.0
2023,16340,522,1.0,2,2,1,0.0,0,31.333333333333332,33,14,14,4,1,3,11,0,32,1,1,2,138,124,0,0,0,2,26,33,9,0.0,0.5,4.021276595744681,1.4042553191489362,9.47872340425532,0.8617021276595744,3.1595744680851063,9.191489361702128,2.909090909090909,4.021276595744681
2023,16340,523,1.0,3,1,1,0.0,0,34.666666666666664,35,22,14,6,0,4,17,0,35,5,0,2,162,138,8,5,1,0,39,25,5,1.0,0.75,3.6346153846153846,1.5,9.086538461538462,1.0384615384615385,4.413461538461538,9.086538461538462,2.0588235294117645,5.711538461538463
2023,16340,527,1.0,3,0,1,0.0,0,28.0,21,5,3,2,1,0,14,0,30,5,0,1,115,95,7,3,0,1,23,21,11,1.0,1.0,0.9642857142857142,1.25,6.75,0.0,4.5,9.642857142857142,2.142857142857143,1.6071428571428572
2023,16340,528,1.0,3,1,1,0.0,0,35.0,41,18,14,7,1,1,9,0,41,3,0,1,155,142,12,6,0,1,26,30,10,0.0,0.75,3.6,1.4285714285714286,10.542857142857143,0.2571428571428571,2.314285714285714,10.542857142857143,4.555555555555555,4.628571428571428
2023,16340,529,1.0,4,0,2,0.0,0,34.0,23,8,5,5,0,3,18,0,35,2,1,1,146,125,1,0,1,0,28,38,8,0.0,1.0,1.3235294117647058,1.2058823529411764,6.088235294117648,0.7941176470588236,4.764705882352941,9.26470588235294,1.9444444444444444,2.1176470588235294
2023,16340,536,1.0,3,1,1,0.0,0,34.0,34,24,21,8,0,3,22,0,50,1,1,8,159,136,13,4,0,0,27,23,18,0.0,0.75,5.5588235294117645,1.6470588235294117,9.0,0.7941176470588236,5.8235294117647065,13.23529411764706,2.272727272727273,6.352941176470589
2023,16340,539,1.0,1,2,0,0.0,0,25.666666666666664,23,17,15,1,0,8,17,0,23,4,0,4,119,98,3,1,0,0,23,27,9,0.0,0.3333333333333333,5.25974025974026,1.5584415584415585,8.064935064935066,2.8051948051948057,5.9610389610389625,8.064935064935066,1.3529411764705883,5.9610389610389625
2023,16340,540,1.0,0,1,0,0.0,0,8.0,10,7,7,1,1,2,5,0,8,2,0,0,41,34,3,0,0,0,11,5,6,0.0,0.0,7.875,1.875,11.25,2.25,5.625,9.0,1.6,7.875
2023,16340,541,1.0,0,1,0,0.0,0,8.0,13,11,9,3,0,1,6,0,5,4,0,2,47,37,0,0,0,0,11,7,3,0.0,0.0,10.125,2.375,14.625,1.125,6.75,5.625,0.8333333333333334,12.375
2023,16340,546,2.0,2,1,0,0.0,0,22.0,37,24,21,10,0,2,3,0,17,1,1,0,106,102,0,0,0,0,22,24,5,0.0,0.6666666666666666,8.590909090909092,1.8181818181818181,15.136363636363637,0.8181818181818182,1.227272727272727,6.954545454545454,5.666666666666667,9.818181818181817
2023,16340,551,1.0,3,1,1,0.0,0,30.0,33,27,22,8,1,5,21,0,34,4,1,4,144,117,8,3,2,0,28,22,8,0.0,0.75,6.6,1.8,9.9,1.5,6.3,10.2,1.619047619047619,8.1
2023,16340,553,1.0,0,3,0,0.0,0,25.333333333333332,34,24,23,9,1,3,12,0,18,2,1,7,116,98,12,11,4,0,29,19,3,5.0,0.0,8.171052631578949,1.8157894736842106,12.078947368421051,1.0657894736842106,4.2631578947368425,6.394736842105263,1.5,8.526315789473685
2023,16340,559,1.0,3,1,0,0.0,0,33.0,28,14,10,7,1,1,14,0,19,4,0,7,141,122,10,3,0,1,29,44,7,2.0,0.75,2.7272727272727275,1.2727272727272727,7.636363636363637,0.2727272727272727,3.8181818181818183,5.1818181818181825,1.3571428571428572,3.8181818181818183
2023,16340,562,1.0,0,2,0,0.0,0,15.666666666666666,24,17,15,8,0,2,7,0,11,5,1,4,85,69,2,0,3,1,18,16,3,0.0,0.0,8.617021276595745,1.9787234042553192,13.787234042553191,1.148936170212766,4.021276595744681,6.319148936170213,1.5714285714285714,9.765957446808512
2023,16340,563,1.0,2,1,0,0.0,0,24.0,24,22,14,4,1,1,15,0,31,4,0,4,120,99,5,4,0,2,22,18,9,0.0,0.6666666666666666,5.25,1.625,9.0,0.375,5.625,11.625,2.066666666666667,8.25
2023,16340,574,1.0,2,2,1,0.0,0,36.0,39,25,22,8,1,3,18,0,34,9,0,3,168,136,11,5,2,3,37,26,6,0.0,0.5,5.5,1.5833333333333333,9.75,0.75,4.5,8.5,1.8888888888888888,6.25
2023,16340,575,1.0,0,3,0,0.0,0,22.0,41,39,35,7,2,4,17,0,21,9,1,1,132,101,6,4,1,4,15,27,5,0.0,0.0,14.318181818181817,2.6363636363636362,16.772727272727273,1.6363636363636365,6.954545454545454,8.590909090909092,1.2352941176470589,15.954545454545455
2023,16340,576,1.0,1,1,0,0.0,0,17.0,12,6,3,4,0,0,9,0,16,4,0,2,76,63,4,1,0,0,20,14,6,0.0,0.5,1.5882352941176472,1.2352941176470589,6.352941176470589,0.0,4.764705882352941,8.470588235294118,1.7777777777777777,3.1764705882352944
2023,16340,587,1.0,2,2,0,0.0,0,35.0,37,28,25,6,2,4,27,0,43,12,0,4,174,133,12,4,0,2,28,26,11,0.0,0.5,6.428571428571429,1.8285714285714285,9.514285714285714,1.0285714285714285,6.942857142857143,11.057142857142857,1.5925925925925926,7.2
2023,16340,590,1.0,1,0,0,0.0,0,10.0,10,6,6,1,2,0,5,0,13,1,0,0,48,42,2,2,0,0,8,9,2,0.0,1.0,5.3999999999999995,1.5,9.0,0.0,4.5,11.700000000000001,2.6,5.3999999999999995
2023,16340,603,1.0,1,2,0,0.0,0,26.0,27,23,20,5,0,5,16,0,26,4,0,1,124,103,6,0,0,1,29,20,7,0.0,0.3333333333333333,6.923076923076923,1.6538461538461537,9.346153846153847,1.7307692307692308,5.538461538461538,9.0,1.625,7.961538461538462
2023,16340,606,1.0,1,2,1,0.0,0,26.0,25,22,17,8,2,3,17,0,28,2,1,6,118,96,0,0,1,2,27,20,7,1.0,0.3333333333333333,5.884615384615385,1.6153846153846154,8.653846153846153,1.0384615384615385,5.884615384615385,9.692307692307692,1.6470588235294117,7.615384615384615
2023,16340,609,1.0,1,0,0,0.0,0,9.0,7,3,3,2,0,0,2,0,8,2,1,1,35,31,3,0,0,0,7,9,1,0.0,1.0,3.0,1.0,7.0,0.0,2.0,8.0,4.0,3.0
2023,16340,617,1.0,0,2,0,0.0,0,16.0,28,28,24,5,4,2,11,0,12,1,1,6,85,71,5,5,1,1,13,19,4,0.0,0.0,13.5,2.4375,15.75,1.125,6.1875,6.75,1.0909090909090908,15.75
2023,16340,625,1.0,1,3,1,0.0,0,35.0,37,32,30,9,1,8,28,4,49,4,0,6,177,139,10,4,5,1,24,31,18,0.0,0.25,7.7142857142857135,1.8571428571428572,9.514285714285714,2.057142857142857,7.2,12.6,1.75,8.228571428571428
2023,16340,626,1.0,0,5,0,0.0,0,41.33333333333333,40,31,27,9,1,5,21,2,43,11,0,9,186,148,15,4,1,4,29,38,9,2.0,0.0,5.879032258064517,1.4758064516129035,8.70967741935484,1.088709677419355,4.572580645161291,9.362903225806454,2.0476190476190474,6.750000000000001
2023,16340,627,1.0,3,0,1,0.0,0,32.0,40,29,25,7,1,5,14,0,39,7,0,3,154,132,7,2,0,1,25,27,13,0.0,1.0,7.03125,1.6875,11.25,1.40625,3.9375,10.96875,2.7857142857142856,8.15625
2023,16340,629,1.0,3,0,3,0.0,0,27.0,17,3,3,5,0,0,8,0,26,5,0,3,107,93,0,0,0,1,31,19,6,0.0,1.0,1.0,0.9259259259259259,5.666666666666667,0.0,2.6666666666666665,8.666666666666666,3.25,1.0
2023,16340,631,1.0,2,2,1,0.0,0,36.0,33,25,25,6,1,6,20,1,41,9,1,0,172,140,0,0,0,3,20,45,10,0.0,0.5,6.25,1.4722222222222223,8.25,1.5,5.0,10.25,2.05,6.25
2023,16340,635,1.0,1,2,0,0.0,0,25.0,22,19,18,3,2,2,27,0,16,6,0,3,125,90,12,6,1,1,28,23,5,0.0,0.3333333333333333,6.4799999999999995,1.96,7.92,0.72,9.72,5.76,0.5925925925925926,6.84
2023,16340,639,1.0,0,3,0,0.0,0,23.333333333333332,36,32,28,7,1,8,12,0,26,6,0,6,126,105,7,3,1,2,17,25,7,0.0,0.0,10.799999999999999,2.0571428571428574,13.885714285714286,3.085714285714286,4.628571428571429,10.028571428571428,2.1666666666666665,12.342857142857143
2023,16340,646,1.0,4,2,3,0.0,0,50.666666666666664,43,24,21,8,0,3,20,2,66,9,0,3,226,195,15,2,2,0,41,42,22,1.0,0.6666666666666666,3.730263157894737,1.243421052631579,7.6381578947368425,0.5328947368421053,3.5526315789473686,11.723684210526317,3.3,4.2631578947368425
2023,16340,648,1.0,5,0,0,0.0,0,40.0,18,7,6,5,0,0,11,0,41,4,0,4,153,137,6,0,0,1,32,44,17,1.0,1.0,1.3499999999999999,0.725,4.05,0.0,2.475,9.225,3.727272727272727,1.575
2023,16340,649,1.0,1,2,1,0.0,0,25.0,25,17,17,3,0,2,14,0,28,5,0,4,116,96,14,3,0,1,18,24,4,0.0,0.3333333333333333,6.12,1.56,9.0,0.72,5.040000000000001,10.080000000000002,2.0,6.12
2023,16340,651,1.0,2,3,0,0.0,0,42.333333333333336,41,29,27,7,3,10,23,3,40,5,1,1,190,159,17,8,1,2,51,27,12,1.0,0.4,5.74015748031496,1.5118110236220472,8.716535433070865,2.1259842519685037,4.889763779527558,8.503937007874015,1.7391304347826086,6.165354330708661
2023,16340,654,1.0,1,2,0,0.0,0,25.0,30,17,17,8,2,4,6,0,23,3,0,2,111,99,5,1,2,1,21,27,8,1.0,0.3333333333333333,6.12,1.44,10.799999999999999,1.44,2.16,8.280000000000001,3.8333333333333335,6.12
2023,16340,655,1.0,4,0,1,0.0,0,36.0,30,13,11,4,0,4,13,0,44,3,0,2,147,131,3,0,0,0,19,37,12,0.0,1.0,2.75,1.1944444444444444,7.5,1.0,3.25,11.0,3.3846153846153846,3.25
2023,16340,657,1.0,3,0,1,0.0,0,36.0,28,17,11,6,2,2,10,2,45,6,0,4,151,134,6,4,1,0,35,25,9,1.0,1.0,2.75,1.0555555555555556,7.0,0.5,2.5,11.25,4.5,4.25
2023,16340,659,1.0,0,1,0,0.0,0,8.0,13,14,13,4,0,3,6,1,5,4,0,1,48,37,6,3,0,0,9,9,1,0.0,0.0,14.625,2.375,14.625,3.375,6.75,5.625,0.8333333333333334,15.75
2023,16340,660,1.0,2,1,2,0.0,0,26.0,23,10,8,3,1,2,6,0,22,3,0,2,106,97,6,2,0,0,29,24,7,0.0,0.6666666666666666,2.769230769230769,1.1153846153846154,7.961538461538462,0.6923076923076923,2.076923076923077,7.615384615384615,3.6666666666666665,3.4615384615384617
2023,16340,661,2.0,3,1,2,0.0,0,33.0,29,13,10,6,0,4,14,0,26,4,0,1,141,121,15,3,2,0,36,30,7,0.0,0.75,2.7272727272727275,1.303030303030303,7.909090909090909,1.0909090909090908,3.8181818181818183,7.090909090909091,1.8571428571428572,3.5454545454545454
2023,16340,664,1.0,4,0,1,0.0,0,34.0,12,3,2,0,0,1,9,0,47,1,0,1,118,107,2,0,1,0,29,20,13,1.0,1.0,0.5294117647058824,0.6176470588235294,3.1764705882352944,0.2647058823529412,2.3823529411764706,12.441176470588236,5.222222222222222,0.7941176470588236
2023,16340,665,1.0,1,0,1,0.0,0,11.0,15,14,14,1,2,1,6,0,15,5,0,4,57,46,0,0,0,0,10,6,3,0.0,1.0,11.454545454545455,1.9090909090909092,12.272727272727272,0.8181818181818182,4.909090909090908,12.272727272727272,2.5,11.454545454545455
2023,16340,669,1.0,1,1,0,0.0,0,17.0,24,16,16,5,1,2,6,0,17,3,1,2,82,72,2,1,1,0,22,12,5,0.0,0.5,8.470588235294118,1.7647058823529411,12.705882352941178,1.0588235294117647,3.1764705882352944,9.0,2.8333333333333335,8.470588235294118
2023,16340,670,1.0,3,0,0,0.0,0,27.0,27,18,16,5,2,1,17,0,35,4,0,2,128,106,7,3,0,1,20,23,14,0.0,1.0,5.333333333333333,1.6296296296296295,9.0,0.3333333333333333,5.666666666666667,11.666666666666666,2.0588235294117645,6.0
2023,16340,671,1.0,2,0,1,0.0,0,26.0,26,14,13,3,0,1,21,1,19,4,0,3,128,96,16,8,4,3,23,33,9,0.0,1.0,4.5,1.8076923076923077,9.0,0.34615384615384615,7.269230769230769,6.576923076923077,0.9047619047619048,4.846153846153846
2023,16340,674,1.0,2,1,1,0.0,0,27.0,32,26,24,7,0,3,22,1,38,3,1,10,134,107,0,0,1,1,14,26,11,1.0,0.6666666666666666,8.0,2.0,10.666666666666666,1.0,7.333333333333333,12.666666666666668,1.7272727272727273,8.666666666666666
2023,16340,676,1.0,0,4,0,0.0,0,43.333333333333336,43,46,38,6,0,10,39,0,52,7,1,3,219,168,0,0,0,5,26,46,15,2.0,0.0,7.892307692307693,1.8923076923076922,8.93076923076923,2.0769230769230766,8.1,10.799999999999999,1.3333333333333333,9.553846153846154
2023,16340,678,1.0,0,1,0,0.0,0,4.333333333333333,12,11,10,3,0,3,3,0,3,2,0,0,30,25,1,1,0,0,4,5,0,0.0,0.0,20.76923076923077,3.4615384615384617,24.923076923076927,6.230769230769232,6.230769230769232,6.230769230769232,1.0,22.84615384615385
2023,16340,683,1.0,0,3,0,0.0,0,24.0,45,42,40,11,1,5,16,1,21,2,1,5,136,115,6,5,2,1,21,27,6,1.0,0.0,15.0,2.5416666666666665,16.875,1.875,6.0,7.875,1.3125,15.75
2023,16340,692,1.0,2,3,2,0.0,0,41.0,46,37,31,9,2,6,26,0,36,10,3,6,203,162,2,2,4,1,37,43,5,0.0,0.4,6.804878048780488,1.7560975609756098,10.097560975609756,1.3170731707317072,5.7073170731707314,7.902439024390244,1.3846153846153846,8.121951219512196
2023,16340,694,1.0,2,2,0,0.0,0,31.0,21,7,5,4,1,1,10,1,38,5,0,3,126,107,8,0,2,2,27,23,6,2.0,0.5,1.4516129032258065,1.0,6.096774193548387,0.29032258064516125,2.903225806451613,11.03225806451613,3.8,2.032258064516129
2023,16340,695,1.0,2,2,2,0.0,0,30.0,33,20,18,9,0,7,10,0,29,2,0,3,136,122,0,0,1,1,32,28,10,0.0,0.5,5.3999999999999995,1.4333333333333333,9.9,2.1,3.0,8.7,2.9,6.0
2023,16340,697,1.0,3,1,2,0.0,0,32.666666666666664,32,14,14,4,0,3,13,0,38,5,0,4,146,127,8,2,0,1,31,25,12,0.0,0.75,3.8571428571428577,1.3775510204081634,8.816326530612246,0.826530612244898,3.581632653061225,10.469387755102042,2.923076923076923,3.8571428571428577
2023,16340,698,1.0,1,1,0,0.0,0,19.0,26,15,14,5,1,4,9,1,23,1,0,3,95,83,9,4,1,0,11,21,4,0.0,0.5,6.63157894736842,1.8421052631578947,12.31578947368421,1.894736842105263,4.263157894736842,10.894736842105264,2.5555555555555554,7.105263157894737
2023,16340,699,1.0,0,0,1,0.0,0,9.0,6,4,4,0,0,0,2,0,11,4,1,5,38,32,3,2,0,0,12,2,4,0.0,,4.0,0.8888888888888888,6.0,0.0,2.0,11.0,5.5,4.0
2023,16340,700,1.0,2,0,0,0.0,0,18.0,14,11,4,1,0,4,10,0,15,2,0,1,83,69,3,1,0,0,26,11,3,0.0,1.0,2.0,1.3333333333333333,7.0,2.0,5.0,7.5,1.5,5.5
2023,16340,702,1.0,1,3,1,0.0,0,36.0,47,34,30,9,4,6,13,0,36,5,0,3,167,145,8,5,0,4,24,39,11,0.0,0.25,7.5,1.6666666666666667,11.75,1.5,3.25,9.0,2.769230769230769,8.5
2023,16340,703,1.0,1,0,0,0.0,0,9.0,6,2,2,1,0,1,3,0,13,0,0,1,35,32,1,0,0,0,7,6,4,0.0,1.0,2.0,1.0,6.0,1.0,3.0,13.0,4.333333333333333,2.0
2023,16340,706,1.0,1,1,0,0.0,0,21.0,22,13,11,5,2,4,6,0,22,0,0,0,91,83,0,0,2,0,15,24,9,0.0,0.5,4.714285714285714,1.3333333333333333,9.428571428571429,1.7142857142857142,2.571428571428571,9.428571428571429,3.6666666666666665,5.571428571428571
