date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs
03/09/2014,home,11620,2711,North Florida,12,True,3,4,-1,loss,3 - 4,591306,86,1,7.0,4,2,0,1,0,0,26,24,0,0,0,0,0,0,0,0,0,1,0,0.0,9,10,0,0,0,1,0,1206154,2014,,,,
03/15/2014,away,11620,740,VCU,9,True,0,1,-1,loss,0 - 1,592557,86,1,8.0,3,1,1,3,4,0,30,25,0,0,0,1,0,1,0,0,0,0,1,0.0,9,10,0,1,0,1,2,1206154,2014,,,,
03/23/2014,away,11620,503,NIU,9,True,3,1,2,win,3 - 1,595181,86,1,7.0,4,1,1,3,10,0,32,28,0,0,0,0,0,1,0,0,0,0,0,121.0,5,5,1,0,0,1,5,1206154,2014,,,,
03/28/2014,home,11620,47,Ball St.,11,True,14,13,1,win,14 - 13,595967,86,1,2.0,1,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,40.0,3,2,1,0,0,5,0,1206154,2014,,,,
03/29/2014,home,11620,47,Ball St.,9,True,2,5,-3,loss,2 - 5,596193,86,1,4.0,6,4,4,1,5,0,18,17,2,0,0,0,0,0,0,0,0,0,0,60.0,5,1,0,1,0,1,2,1206154,2014,,,,
04/06/2014,away,11620,129,Central Mich.,9,True,11,3,8,win,11 - 3,598580,86,1,9.0,8,3,2,2,5,0,37,33,0,0,0,0,0,0,0,0,0,1,1,128.0,9,12,1,0,0,1,2,1206154,2014,,,,
04/13/2014,home,11620,774,Western Mich.,9,True,7,3,4,win,7 - 3,601086,86,1,9.0,7,3,3,2,9,0,36,34,1,2,0,0,0,0,0,0,0,0,0,114.0,9,9,1,0,0,1,1,1206154,2014,,,,
04/20/2014,away,11620,331,Kent St.,9,True,4,7,-3,loss,4 - 7,603064,86,1,7.0,9,7,7,1,9,0,31,28,3,1,2,0,0,0,0,0,0,1,1,105.0,6,6,0,1,0,1,2,1206154,2014,,,,
04/27/2014,home,11620,5,Akron,9,True,11,6,5,win,11 - 6,604922,86,1,4.2,7,6,6,4,4,0,25,21,0,0,0,1,0,0,0,0,0,0,0,96.0,4,6,0,0,0,1,0,1206154,2014,,,,
05/04/2014,away,11620,519,Ohio,9,True,8,14,-6,loss,8 - 14,606527,86,1,5.1,11,10,4,1,3,0,31,28,1,0,0,0,0,0,0,0,0,2,0,109.0,7,6,0,1,0,1,0,1206154,2014,,,,
05/11/2014,home,11620,414,Miami (OH),9,True,4,5,-1,loss,4 - 5,607648,86,1,7.1,8,5,5,1,2,0,30,28,2,0,1,0,0,0,0,0,0,1,0,107.0,8,11,0,1,0,1,1,1206154,2014,,,,
05/17/2014,home,11620,71,Bowling Green,9,True,5,8,-3,loss,5 - 8,608340,86,1,4.0,2,1,1,0,3,0,16,15,1,0,0,0,0,0,0,0,0,1,0,56.0,5,4,0,0,0,1,1,1206154,2014,,,,
05/23/2014,home,11620,414,Miami (OH),9,True,4,0,4,win,4 - 0,608653,86,1,9.0,7,0,0,0,4,1,35,34,1,0,0,0,0,0,0,0,0,0,0,102.0,12,11,1,0,0,1,0,1206154,2014,,,,
02/21/2014,away,11620,485,Norfolk St.,9,True,7,1,6,win,7 - 1,587767,86,1,4.0,0,0,0,1,4,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0.0,2,6,0,0,1,2,2,1206162,2014,,,,
02/28/2014,away,11620,741,VMI,9,True,0,2,-2,loss,0 - 2,588964,86,1,2.0,2,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,29.0,2,3,0,0,0,2,1,1206162,2014,,,,
03/07/2014,away,11620,257,Georgia,9,True,10,11,-1,loss,10 - 11,590273,86,1,1.1,4,5,3,2,1,0,12,8,0,0,0,1,0,0,0,1,1,1,1,0.0,1,2,0,0,0,2,0,1206162,2014,,,,
03/14/2014,home,11620,587,Rutgers,10,True,3,6,-3,loss,3 - 6,592441,86,1,2.1,3,3,3,0,3,0,10,9,0,1,0,0,0,0,0,0,0,1,0,30.0,3,1,0,1,0,2,1,1206162,2014,,,,
03/23/2014,away,11620,503,NIU,9,True,3,1,2,win,3 - 1,595181,86,1,2.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,28.0,2,2,0,0,1,2,2,1206162,2014,,,,
04/01/2014,away,11620,596,St. Bonaventure,9,True,4,3,1,win,4 - 3,597277,86,1,3.0,3,0,0,1,4,0,11,9,1,0,0,0,0,0,0,0,0,1,0,0.0,2,1,1,0,0,2,1,1206162,2014,,,,
04/05/2014,away,11620,129,Central Mich.,9,True,3,6,-3,loss,3 - 6,598196,86,1,2.0,2,1,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,30.0,2,2,0,0,0,2,2,1206162,2014,,,,
04/11/2014,home,11620,774,Western Mich.,9,True,8,7,1,win,8 - 7,599968,86,1,1.2,1,0,0,1,1,0,7,6,1,0,0,1,0,0,0,2,2,0,0,20.0,1,3,1,0,0,2,0,1206162,2014,,,,
04/19/2014,away,11620,331,Kent St.,9,True,4,8,-4,loss,4 - 8,602449,86,1,1.2,3,1,1,1,1,0,10,7,0,0,0,0,0,1,0,0,0,0,1,31.0,0,4,0,0,0,2,0,1206162,2014,,,,
04/20/2014,away,11620,331,Kent St.,9,True,4,7,-3,loss,4 - 7,603064,86,1,1.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,7.0,1,1,0,0,0,2,0,1206162,2014,,,,
04/22/2014,home,11620,116,Canisius,9,True,1,2,-1,loss,1 - 2,603531,86,1,1.0,2,2,2,0,0,0,6,5,1,0,0,0,0,1,0,0,0,0,0,16.0,1,1,0,1,0,3,0,1206162,2014,,,,
04/26/2014,home,11620,5,Akron,9,True,6,3,3,win,6 - 3,604265,86,1,2.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,32.0,0,4,0,0,1,2,1,1206162,2014,,,,
05/02/2014,away,11620,519,Ohio,9,True,3,4,-1,loss,3 - 4,605705,86,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17.0,1,1,0,0,0,2,0,1206162,2014,,,,
05/03/2014,away,11620,519,Ohio,9,True,10,7,3,win,10 - 7,606004,86,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,10.0,0,1,0,0,1,3,1,1206162,2014,,,,
05/07/2014,away,11620,482,Niagara,9,True,10,9,1,win,10 - 9,607016,86,1,1.0,0,0,0,0,2,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,1,4,1,1206162,2014,,,,
05/09/2014,home,11620,414,Miami (OH),11,True,8,9,-1,loss,8 - 9,607172,86,1,1.0,2,1,1,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,1,0,3,0,1206162,2014,,,,
05/17/2014,home,11620,71,Bowling Green,9,True,1,7,-6,loss,1 - 7,608357,86,1,3.0,3,2,2,0,4,0,12,12,1,0,0,0,0,0,0,0,0,0,0,48.0,4,1,0,0,0,4,0,1206162,2014,,,,
05/22/2014,home,11620,5,Akron,9,True,1,7,-6,loss,1 - 7,608557,86,1,3.1,7,4,3,1,0,0,19,16,2,0,0,0,0,1,0,0,0,1,0,0.0,4,5,0,0,0,2,0,1206162,2014,,,,
05/24/2014,home,11620,5,Akron,12,True,4,5,-1,loss,4 - 5,608731,86,1,5.0,3,1,1,0,4,0,21,19,1,0,0,0,0,1,0,0,0,1,0,0.0,3,8,0,0,0,2,1,1206162,2014,,,,
03/19/2014,away,11620,116,Canisius,9,True,11,12,-1,loss,11 - 12,593808,86,1,2.2,5,4,4,1,2,0,14,12,0,0,0,0,0,1,0,0,0,0,0,52.0,4,1,0,0,0,2,1,1206165,2014,,,,
03/25/2014,away,11620,116,Canisius,9,True,11,12,-1,loss,11 - 12,595411,86,1,2.0,4,4,2,0,0,0,10,10,2,0,0,1,0,0,0,0,0,0,0,33.0,3,3,0,1,0,4,0,1206165,2014,,,,
05/06/2014,home,11620,482,Niagara,9,True,10,6,4,win,10 - 6,606935,86,1,1.1,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,1,0,0,24.0,1,3,0,0,0,2,0,1206165,2014,,,,
05/07/2014,away,11620,482,Niagara,9,True,10,9,1,win,10 - 9,607016,86,1,2.2,3,2,2,2,1,0,13,9,0,1,0,0,0,0,0,1,0,1,1,0.0,3,4,1,0,0,2,1,1206165,2014,,,,
05/10/2014,home,11620,414,Miami (OH),9,True,7,9,-2,loss,7 - 9,607387,86,1,2.0,2,1,1,0,2,0,8,8,1,0,1,0,0,0,0,0,0,0,0,40.0,0,4,0,0,0,3,0,1206165,2014,,,,
05/17/2014,home,11620,71,Bowling Green,9,True,1,7,-6,loss,1 - 7,608357,86,1,2.0,2,2,2,1,1,0,11,8,0,0,0,1,0,2,0,0,0,0,0,47.0,2,3,0,1,0,1,1,1206165,2014,,,,
03/08/2014,away,11620,648,South Carolina,9,True,0,13,-13,loss,0 - 13,590746,80,1,4.1,9,7,7,3,3,0,26,22,2,0,0,0,0,0,0,0,0,0,1,90.0,4,6,0,1,0,1,1,1206222,2014,,,,
03/23/2014,home,11620,368,UMass Lowell,9,True,9,3,6,win,9 - 3,595295,80,1,6.2,9,2,1,2,5,0,30,26,2,0,0,1,0,1,0,0,0,1,0,0.0,10,2,1,0,0,1,3,1206222,2014,,,,
03/31/2014,away,11620,158,Columbia,9,True,0,4,-4,loss,0 - 4,596863,80,1,6.0,7,4,1,0,2,0,28,20,0,1,1,0,0,3,0,0,0,3,2,80.0,13,2,0,1,0,1,0,1206222,2014,,,,
04/05/2014,home,11620,554,Princeton,9,True,2,3,-1,loss,2 - 3,598086,80,1,7.0,12,3,3,1,6,0,35,33,0,0,1,0,0,1,0,0,0,0,0,0.0,11,4,0,1,0,1,2,1206222,2014,,,,
04/12/2014,away,11620,275,Harvard,9,True,5,4,1,win,5 - 4,600512,80,1,7.0,9,4,3,0,4,0,31,28,1,0,0,0,0,1,0,0,0,1,1,0.0,12,5,0,0,0,1,2,1206222,2014,,,,
04/19/2014,home,11620,172,Dartmouth,9,True,12,3,9,win,12 - 3,602642,80,1,6.0,8,3,3,2,4,0,29,25,0,0,2,0,0,1,0,0,0,1,0,0.0,6,8,1,0,0,1,2,1206222,2014,,,,
03/22/2014,away,11620,786,William & Mary,9,True,4,16,-12,loss,4 - 16,594379,80,1,1.0,3,0,0,0,1,0,6,6,0,0,0,0,0,0,0,3,3,0,0,25.0,0,2,0,0,0,4,0,1206225,2014,,,,
04/16/2014,away,11620,285,Holy Cross,9,True,0,9,-9,loss,0 - 9,601544,80,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17.0,0,3,0,0,0,6,0,1206225,2014,,,,
03/09/2014,away,11620,648,South Carolina,9,True,0,1,-1,loss,0 - 1,591054,80,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,1,1,0,0,0,2,0,1206228,2014,,,,
03/14/2014,away,11620,248,George Mason,9,True,6,3,3,win,6 - 3,592187,80,1,7.0,3,0,0,2,7,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0.0,6,8,1,0,0,1,0,1206228,2014,,,,
03/22/2014,away,11620,786,William & Mary,9,True,4,16,-12,loss,4 - 16,594379,80,1,1.1,3,6,6,2,1,0,12,5,1,0,1,1,0,3,0,0,0,0,2,38.0,0,3,0,1,0,1,0,1206228,2014,,,,
04/01/2014,away,11620,540,Penn,9,True,2,3,-1,loss,2 - 3,597204,80,1,7.1,3,3,3,1,6,0,28,24,1,0,0,2,0,2,0,0,0,0,1,0.0,9,7,0,1,0,1,2,1206228,2014,,,,
04/06/2014,home,11620,167,Cornell,9,True,5,6,-1,loss,5 - 6,598911,80,1,6.2,5,3,2,3,6,0,30,25,2,0,0,1,0,2,1,0,0,0,0,0.0,5,9,0,0,0,1,4,1206228,2014,,,,
04/13/2014,away,11620,275,Harvard,9,True,3,13,-10,loss,3 - 13,601162,80,1,0.2,6,8,8,3,0,0,11,8,0,0,1,1,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,0,1206228,2014,,,,
04/20/2014,home,11620,172,Dartmouth,9,True,2,3,-1,loss,2 - 3,603137,80,1,7.0,8,2,2,1,7,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0.0,6,8,0,1,0,1,1,1206228,2014,,,,
04/27/2014,away,11620,813,Yale,9,True,5,6,-1,loss,5 - 6,605287,80,1,5.2,9,5,5,4,4,0,29,25,2,0,0,2,0,0,0,0,0,0,0,99.0,7,5,0,0,0,1,0,1206228,2014,,,,
02/15/2014,home,11620,711,Towson,9,True,4,5,-1,loss,4 - 5,587058,749,1,5.0,6,2,2,2,5,0,23,21,1,0,0,0,0,0,0,0,0,0,0,93.0,8,2,0,0,0,1,3,1208026,2014,,,,
02/21/2014,home,11620,140,Cincinnati,9,True,0,5,-5,loss,0 - 5,587777,749,1,7.0,9,5,5,0,3,0,30,30,2,1,0,1,0,0,0,0,0,0,0,101.0,13,4,0,1,0,1,1,1208026,2014,,,,
03/01/2014,home,11620,683,Stony Brook,13,True,4,3,1,win,4 - 3,589229,749,1,6.0,10,2,2,2,4,0,28,26,1,0,0,0,0,0,0,0,0,0,0,0.0,9,3,0,0,0,1,0,1208026,2014,,,,
03/07/2014,away,11620,255,Georgia Tech,9,True,9,2,7,win,9 - 2,590351,749,1,9.0,11,2,2,2,4,0,35,32,1,0,0,3,0,0,0,0,0,1,0,120.0,14,4,1,0,0,1,0,1208026,2014,,,,
03/14/2014,home,11620,147,Clemson,9,True,4,3,1,win,4 - 3,592201,749,1,8.0,3,3,3,3,5,0,28,25,1,0,1,0,0,0,0,0,0,0,0,98.0,15,2,1,0,0,1,1,1208026,2014,,,,
03/21/2014,away,11620,67,Boston College,9,True,1,2,-1,loss,1 - 2,594219,749,1,8.0,5,2,1,1,2,0,31,29,1,0,0,1,1,0,0,0,0,1,0,0.0,15,7,0,1,0,1,1,1208026,2014,,,,
03/28/2014,away,11620,513,Notre Dame,9,True,1,0,1,win,1 - 0,595923,749,1,8.1,5,0,0,1,2,0,30,28,0,0,0,1,0,1,0,0,0,0,0,106.0,13,8,1,0,0,1,0,1208026,2014,,,,
04/04/2014,home,11620,392,Maryland,9,True,6,4,2,win,6 - 4,597652,749,1,7.0,5,3,3,3,2,0,30,23,2,0,0,0,0,2,0,0,0,2,0,97.0,15,2,1,0,0,1,1,1208026,2014,,,,
04/11/2014,away,11620,457,North Carolina,9,True,0,9,-9,loss,0 - 9,599904,749,1,4.0,6,5,5,4,2,0,22,17,2,0,0,1,0,1,0,0,0,0,0,61.0,7,2,0,1,0,1,0,1208026,2014,,,,
04/18/2014,home,11620,234,Florida St.,9,True,1,7,-6,loss,1 - 7,601932,749,1,8.0,6,3,1,1,5,0,33,30,1,0,0,0,0,1,0,0,0,0,1,122.0,12,6,0,1,0,1,3,1208026,2014,,,,
04/25/2014,home,11620,193,Duke,9,True,2,5,-3,loss,2 - 5,603954,749,1,9.0,6,5,4,1,5,0,34,33,3,0,1,0,0,0,0,0,0,0,0,111.0,11,10,0,1,0,1,0,1208026,2014,,,,
04/30/2014,home,11620,769,Western Caro.,12,True,2,3,-1,loss,2 - 3,605614,749,1,6.0,4,1,0,3,5,0,24,19,1,0,0,2,0,1,0,0,0,0,1,79.0,6,4,0,0,0,1,1,1208026,2014,,,,
05/10/2014,away,11620,490,NC State,9,True,2,10,-8,loss,2 - 10,607431,749,1,3.1,11,9,7,1,3,0,22,21,2,0,1,0,0,0,1,0,0,0,0,64.0,5,1,0,1,0,1,0,1208026,2014,,,,
05/16/2014,home,11620,746,Virginia,10,True,6,5,1,win,6 - 5,608129,749,1,7.1,6,4,3,3,9,0,30,27,2,0,0,1,0,0,0,0,0,0,0,116.0,5,6,0,0,0,1,2,1208026,2014,,,,
05/20/2014,home,11620,255,Georgia Tech,9,True,3,5,-2,loss,3 - 5,608474,749,1,5.1,11,5,5,1,3,0,27,26,1,2,0,1,0,0,0,0,0,0,0,91.0,8,4,0,1,0,1,0,1208026,2014,,,,
02/16/2014,home,11620,251,Georgetown,9,True,3,2,1,win,3 - 2,587298,749,1,1.1,1,0,0,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,22.0,3,0,0,0,0,2,1,1208030,2014,,,,
02/18/2014,home,11620,173,Davidson,12,True,4,3,1,win,4 - 3,587566,749,1,2.0,1,0,0,0,3,0,7,7,1,0,0,0,0,0,0,0,0,0,0,22.0,2,1,0,0,0,2,0,1208030,2014,,,,
02/23/2014,home,11620,563,Radford,9,True,5,4,1,win,5 - 4,588529,749,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,2,0,1,0,0,4,0,1208030,2014,,,,
02/25/2014,away,11620,459,UNC Greensboro,10,True,10,11,-1,loss,10 - 11,588814,749,1,1.0,1,1,0,1,0,0,5,3,0,0,0,0,0,0,1,0,0,1,0,0.0,2,1,0,0,0,6,0,1208030,2014,,,,
03/01/2014,home,11620,683,Stony Brook,13,True,4,3,1,win,4 - 3,589229,749,1,1.2,1,1,0,0,1,0,7,6,1,0,0,0,0,0,0,1,0,1,0,0.0,3,1,0,0,0,4,0,1208030,2014,,,,
03/11/2014,away,11620,149,Coastal Carolina,9,True,3,7,-4,loss,3 - 7,591716,749,1,1.0,2,1,1,0,1,0,6,5,0,0,0,0,0,1,0,0,0,0,0,26.0,2,0,0,0,0,2,0,1208030,2014,,,,
03/15/2014,home,11620,147,Clemson,9,True,6,16,-10,loss,6 - 16,592673,749,1,1.1,2,1,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,17.0,1,2,0,0,0,3,0,1208030,2014,,,,
03/21/2014,away,11620,67,Boston College,9,True,6,2,4,win,6 - 2,594261,749,1,1.2,3,1,1,0,0,0,7,7,0,0,0,0,0,0,0,2,0,0,0,0.0,3,1,0,0,0,3,0,1208030,2014,,,,
03/26/2014,away,11620,1068,Elon,12,True,3,2,1,win,3 - 2,595611,749,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,0,0,4,1,1208030,2014,,,,
03/30/2014,away,11620,513,Notre Dame,9,True,10,2,8,win,10 - 2,596684,749,1,2.0,3,1,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,22.0,2,3,0,0,0,2,0,1208030,2014,,,,
04/01/2014,away,11620,19651,High Point,9,True,1,5,-4,loss,1 - 5,597061,749,1,1.0,2,2,2,1,1,0,6,5,0,0,0,1,0,0,0,0,0,0,0,20.0,2,0,0,0,0,2,0,1208030,2014,,,,
04/06/2014,home,11620,392,Maryland,9,True,3,11,-8,loss,3 - 11,598636,749,1,0.2,2,1,1,1,1,0,5,4,0,0,0,0,0,0,0,2,2,0,0,17.0,0,1,0,0,0,4,1,1208030,2014,,,,
04/11/2014,away,11620,457,North Carolina,9,True,0,9,-9,loss,0 - 9,599904,749,1,2.0,1,1,0,2,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,29.0,3,2,0,0,0,3,0,1208030,2014,,,,
04/20/2014,home,11620,234,Florida St.,9,True,5,2,3,win,5 - 2,603071,749,1,1.2,2,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,21.0,4,0,0,0,0,3,0,1208030,2014,,,,
04/22/2014,home,11620,458,Charlotte,9,True,8,3,5,win,8 - 3,603363,749,1,2.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,26.0,2,1,0,0,0,3,1,1208030,2014,,,,
04/26/2014,home,11620,193,Duke,9,True,5,6,-1,loss,5 - 6,604284,749,1,3.0,4,1,1,0,1,0,12,12,1,0,1,1,0,0,0,1,0,0,0,37.0,4,3,0,0,0,4,0,1208030,2014,,,,
04/30/2014,home,11620,769,Western Caro.,12,True,2,3,-1,loss,2 - 3,605614,749,1,1.0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,1,1,0,8.0,1,2,0,0,0,6,0,1208030,2014,,,,
05/09/2014,away,11620,490,NC State,9,True,1,9,-8,loss,1 - 9,607219,749,1,1.2,3,5,3,1,1,0,10,9,1,0,0,0,0,0,0,0,0,0,0,47.0,0,4,0,0,0,4,0,1208030,2014,,,,
05/12/2014,away,11620,490,NC State,10,True,8,5,3,win,8 - 5,607762,749,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,12.0,0,2,0,0,1,4,0,1208030,2014,,,,
05/16/2014,home,11620,746,Virginia,10,True,6,5,1,win,6 - 5,608129,749,1,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12.0,2,1,0,0,0,3,0,1208030,2014,,,,
05/17/2014,home,11620,746,Virginia,9,True,4,3,1,win,4 - 3,608294,749,1,0.2,2,1,1,0,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,24.0,1,0,0,0,0,3,0,1208030,2014,,,,
02/16/2014,home,11620,251,Georgetown,9,True,3,2,1,win,3 - 2,587298,749,1,6.0,2,0,0,2,10,0,23,20,1,0,0,0,1,1,0,0,0,0,0,91.0,6,2,1,0,0,1,3,1208032,2014,,,,
02/22/2014,home,11620,434,Missouri,9,True,1,0,1,win,1 - 0,588040,749,1,6.2,3,0,0,3,5,0,27,24,0,0,0,0,0,0,0,0,0,0,0,101.0,12,3,0,0,0,1,2,1208032,2014,,,,
03/01/2014,home,11620,609,Saint Louis,9,True,3,2,1,win,3 - 2,589223,749,1,7.0,7,2,1,3,5,0,29,25,0,0,0,0,0,0,0,0,0,1,0,99.0,9,3,1,0,0,1,1,1208032,2014,,,,
03/08/2014,away,11620,255,Georgia Tech,9,True,12,8,4,win,12 - 8,590611,749,1,5.0,5,3,2,5,4,0,26,19,1,0,0,0,0,2,0,0,0,0,0,89.0,6,3,0,0,0,1,0,1208032,2014,,,,
03/15/2014,home,11620,147,Clemson,9,True,6,16,-10,loss,6 - 16,592673,749,1,3.2,9,7,6,3,3,0,22,19,3,0,0,0,0,0,0,0,0,0,0,68.0,7,0,0,1,0,1,0,1208032,2014,,,,
03/21/2014,away,11620,67,Boston College,9,True,6,2,4,win,6 - 2,594261,749,1,7.0,1,1,0,2,9,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0.0,8,2,1,0,0,1,2,1208032,2014,,,,
03/30/2014,away,11620,513,Notre Dame,9,True,10,2,8,win,10 - 2,596684,749,1,7.0,5,1,0,1,3,0,28,25,2,0,0,0,0,2,0,0,0,0,0,91.0,6,10,1,0,0,1,2,1208032,2014,,,,
04/05/2014,home,11620,392,Maryland,9,True,5,2,3,win,5 - 2,597872,749,1,6.2,8,1,1,3,5,0,29,25,0,0,0,0,0,1,0,0,0,0,0,100.0,11,1,1,0,0,1,2,1208032,2014,,,,
04/12/2014,away,11620,457,North Carolina,9,True,3,4,-1,loss,3 - 4,600193,749,1,6.0,7,4,2,2,2,0,27,23,1,0,0,0,0,0,0,0,0,1,1,103.0,12,2,0,1,0,1,0,1208032,2014,,,,
04/19/2014,home,11620,234,Florida St.,13,True,3,4,-1,loss,3 - 4,602473,749,1,3.0,3,3,3,4,2,0,14,9,0,0,0,0,0,0,0,0,0,1,0,51.0,4,1,0,0,0,1,1,1208032,2014,,,,
03/05/2014,away,11620,229,Fla. Atlantic,9,True,2,6,-4,loss,2 - 6,590094,67,1,0.2,1,0,0,0,2,0,3,3,0,0,0,1,0,0,0,1,1,0,0,9.0,0,0,0,0,0,3,0,1208047,2014,,,,
03/07/2014,away,11620,415,Miami (FL),9,True,2,6,-4,loss,2 - 6,590271,67,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,0,3,0,0,0,4,0,1208047,2014,,,,
03/09/2014,away,11620,415,Miami (FL),9,True,3,4,-1,loss,3 - 4,591053,67,1,0.2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7.0,0,0,0,0,0,4,0,1208047,2014,,,,
03/15/2014,away,11620,746,Virginia,12,True,2,3,-1,loss,2 - 3,592809,67,1,0.2,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0.0,1,1,0,0,0,3,0,1208047,2014,,,,
03/21/2014,home,11620,749,Wake Forest,9,True,2,1,1,win,2 - 1,594219,67,1,0.2,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,2,0,1208047,2014,,,,
03/22/2014,home,11620,749,Wake Forest,9,True,0,8,-8,loss,0 - 8,594454,67,1,0.2,1,0,0,0,1,0,3,3,1,0,0,0,0,0,0,2,2,0,0,0.0,0,1,0,0,0,2,0,1208047,2014,,,,
03/25/2014,away,11620,500,Northeastern,9,True,0,7,-7,loss,0 - 7,595409,67,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0.0,2,0,0,0,0,5,0,1208047,2014,,,,
03/28/2014,home,11620,234,Florida St.,9,True,7,11,-4,loss,7 - 11,596038,67,1,0.2,2,1,1,0,1,0,4,4,0,0,1,0,0,0,0,3,3,0,0,13.0,1,0,0,0,0,5,0,1208047,2014,,,,
03/29/2014,home,11620,234,Florida St.,9,True,1,10,-9,loss,1 - 10,596083,67,1,0.1,2,1,1,0,0,0,3,3,0,1,0,0,0,0,0,3,3,0,0,7.0,0,1,0,0,0,3,0,1208047,2014,,,,
04/05/2014,home,11620,457,North Carolina,9,True,10,9,1,win,10 - 9,597878,67,1,0.2,1,0,0,1,1,0,3,2,0,0,0,0,0,0,1,1,1,0,0,17.0,0,0,0,0,0,3,1,1208047,2014,,,,
04/06/2014,home,11620,457,North Carolina,9,True,2,12,-10,loss,2 - 12,598645,67,1,0.0,1,3,1,1,0,0,3,1,1,0,0,1,0,1,1,1,1,0,0,11.0,0,0,0,0,0,2,0,1208047,2014,,,,
04/12/2014,away,11620,513,Notre Dame,9,True,0,7,-7,loss,0 - 7,600772,67,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.0,0,0,0,0,0,4,0,1208047,2014,,,,
04/20/2014,away,11620,490,NC State,11,True,9,7,2,win,9 - 7,603062,67,1,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4.0,1,0,0,0,1,6,0,1208047,2014,,,,
04/23/2014,home,11620,603,St. John's (NY),9,True,2,4,-2,loss,2 - 4,603807,67,1,2.0,1,0,0,2,1,0,8,5,0,0,0,0,0,0,0,0,0,1,0,30.0,3,1,0,0,0,3,1,1208047,2014,,,,
04/29/2014,away,11620,572,Rhode Island,9,True,4,3,1,win,4 - 3,3352064,572,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,2,0,1208047,2014,,,,
05/03/2014,home,11620,545,Pittsburgh,9,True,4,5,-1,loss,4 - 5,606052,67,1,0.1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,10.0,0,0,0,0,0,4,1,1208047,2014,,,,
05/13/2014,home,11620,380,Maine,9,True,3,12,-9,loss,3 - 12,607836,67,1,1.0,2,3,2,1,0,0,8,5,0,0,0,1,0,1,0,0,0,0,1,0.0,1,2,0,0,0,2,0,1208047,2014,,,,
