date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs
04/30/2014,home,11620,521,Oklahoma St.,9,True,0,3,-3,loss,0 - 3,605550,782,1,2.0,2,0,0,2,5,0,10,8,0,0,0,0,0,0,0,0,0,0,0,41.0,0,1,0,0,0,2,0,1082756,2014,,,,
05/02/2014,home,11620,72,Bradley,10,True,4,3,1,win,4 - 3,605703,782,1,0.2,1,1,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,16.0,1,0,0,0,0,2,0,1082756,2014,,,,
05/04/2014,home,11620,72,Bradley,9,True,8,4,4,win,8 - 4,606526,782,1,3.0,1,0,0,0,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,42.0,5,2,1,0,0,2,1,1082756,2014,,,,
05/09/2014,home,11620,1045,DBU,9,True,8,5,3,win,8 - 5,607226,782,1,1.2,2,1,1,0,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,28.0,1,2,0,0,0,2,0,1082756,2014,,,,
05/11/2014,home,11620,1045,DBU,9,True,4,6,-2,loss,4 - 6,607702,782,1,2.2,0,0,0,1,5,0,9,8,0,0,0,1,0,0,0,2,0,0,0,43.0,1,2,0,0,0,3,0,1082756,2014,,,,
05/15/2014,away,11620,299,Illinois St.,9,True,2,0,2,win,2 - 0,607942,782,1,2.0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,1,0,0,2,0,1082756,2014,,,,
05/20/2014,home,11620,299,Illinois St.,9,True,0,6,-6,loss,0 - 6,608484,782,1,0.1,2,3,3,1,1,0,5,3,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,2,0,1082756,2014,,,,
05/21/2014,home,11620,219,Evansville,9,True,8,6,2,win,8 - 6,608547,782,1,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,2,0,1082756,2014,,,,
05/22/2014,home,11620,299,Illinois St.,9,True,1,6,-5,loss,1 - 6,608632,782,1,1.2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,2,0,0,0.0,3,1,0,0,0,3,0,1082756,2014,,,,
02/19/2014,home,11620,365,LSU,9,True,3,7,-4,loss,3 - 7,587671,655,1,0.1,1,1,1,0,1,0,3,2,0,0,0,0,1,1,0,1,1,0,0,15.0,0,0,0,0,0,2,0,1085001,2014,,,,
02/22/2014,home,11620,249,George Washington,9,True,14,9,5,win,14 - 9,588023,655,1,1.1,0,1,0,0,1,0,5,5,0,0,0,2,0,0,0,1,0,0,0,21.0,3,0,0,0,0,5,0,1085001,2014,,,,
02/26/2014,home,11620,261,Grambling,9,True,13,0,13,win,13 - 0,588902,655,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17.0,1,1,0,0,0,3,0,1085001,2014,,,,
03/01/2014,away,11620,498,ULM,9,True,5,6,-1,loss,5 - 6,589226,655,1,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,4.0,1,0,0,0,0,2,0,1085001,2014,,,,
03/11/2014,home,11620,433,Ole Miss,9,True,1,2,-1,loss,1 - 2,591673,655,1,2.2,1,0,0,0,3,0,10,10,0,0,0,0,0,0,0,0,0,0,0,38.0,2,3,0,0,0,2,1,1085001,2014,,,,
03/14/2014,home,11620,346,Lamar University,10,True,3,5,-2,loss,3 - 5,592226,655,1,2.2,2,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,36.0,4,4,0,0,0,2,0,1085001,2014,,,,
03/21/2014,away,11620,26172,A&M-Corpus Christi,9,True,5,3,2,win,5 - 3,594108,655,1,2.0,0,0,0,1,1,0,8,6,0,0,0,0,0,0,0,0,0,1,0,0.0,2,2,0,0,0,2,0,1085001,2014,,,,
03/29/2014,home,11620,287,Houston Baptist,9,True,13,6,7,win,13 - 6,596309,655,1,3.0,2,1,1,0,0,0,11,10,0,0,0,1,0,0,0,0,0,0,1,32.0,4,5,0,0,1,2,0,1085001,2014,,,,
04/06/2014,away,11620,1004,Central Ark.,9,True,7,4,3,win,7 - 4,598675,655,1,3.2,3,0,0,2,5,0,16,14,0,0,0,0,0,0,0,1,1,0,0,57.0,2,3,0,0,0,2,1,1085001,2014,,,,
04/13/2014,home,11620,2743,UIW,9,True,5,4,1,win,5 - 4,601055,655,1,3.2,5,1,0,2,2,0,16,14,1,0,0,0,0,0,0,2,0,0,0,71.0,6,1,0,0,0,2,0,1085001,2014,,,,
04/22/2014,away,11620,314,Jackson St.,9,True,6,12,-6,loss,6 - 12,603391,655,1,0.0,3,3,1,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,5,0,1085001,2014,,,,
04/26/2014,away,11620,624,Sam Houston,9,True,3,5,-2,loss,3 - 5,604339,655,1,1.2,3,1,1,3,0,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0.0,4,0,0,0,0,2,0,1085001,2014,,,,
05/03/2014,away,11620,483,Nicholls,9,True,3,5,-2,loss,3 - 5,606064,655,1,0.2,3,0,0,1,0,0,6,4,0,1,0,0,0,0,0,2,2,1,0,20.0,2,0,0,0,0,2,0,1085001,2014,,,,
05/09/2014,away,11620,402,McNeese,11,True,10,2,8,win,10 - 2,607207,655,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1,0,0,0,2,0,1085001,2014,,,,
05/16/2014,home,11620,508,Northwestern St.,9,True,12,4,8,win,12 - 4,608075,655,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,23.0,2,1,0,0,0,2,0,1085001,2014,,,,
05/17/2014,home,11620,508,Northwestern St.,9,True,9,8,1,win,9 - 8,608268,655,1,2.2,2,0,0,0,1,0,10,10,1,0,0,0,0,0,0,0,0,0,0,33.0,5,2,0,0,0,3,0,1085001,2014,,,,
05/23/2014,away,11620,508,Northwestern St.,9,True,7,3,4,win,7 - 3,608665,655,1,2.0,4,0,0,1,0,0,11,10,0,0,0,1,0,0,0,2,1,0,0,45.0,3,2,0,0,0,2,0,1085001,2014,,,,
05/30/2014,away,11620,365,LSU,9,True,4,8,-4,loss,4 - 8,608841,655,1,0.1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,4.0,0,0,0,0,0,2,0,1085001,2014,,,,
06/01/2014,home,11620,288,Houston,9,True,5,9,-4,loss,5 - 9,608922,655,1,2.1,2,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,0,3,0,1085001,2014,,,,
02/15/2014,home,11620,260,Gonzaga,9,True,9,5,4,win,9 - 5,587255,534,1,4.0,5,2,2,5,4,0,22,16,0,0,0,1,0,1,0,0,0,0,0,84.0,4,3,0,0,0,1,0,1085467,2014,,,,
02/19/2014,home,11620,630,San Jose St.,9,True,2,1,1,win,2 - 1,587730,534,1,1.0,1,1,1,2,2,0,6,4,0,0,0,1,0,0,0,0,0,0,0,27.0,0,1,0,0,0,1,0,1085467,2014,,,,
02/22/2014,home,11620,7,Alabama St.,9,True,5,3,2,win,5 - 3,588432,534,1,7.0,5,2,2,6,3,0,30,22,0,0,0,0,0,0,1,0,0,2,0,105.0,10,6,1,0,0,1,0,1085467,2014,,,,
03/01/2014,home,11620,30024,Utah Valley,9,True,4,2,2,win,4 - 2,589655,534,1,5.2,5,2,2,4,4,0,27,22,3,0,0,1,0,0,0,0,0,1,0,105.0,11,2,1,0,0,1,0,1085467,2014,,,,
03/06/2014,away,11620,630,San Jose St.,9,True,5,1,4,win,5 - 1,590222,534,1,9.0,1,1,1,3,8,0,30,27,0,0,1,0,0,0,0,0,0,0,0,116.0,16,2,1,0,0,1,4,1085467,2014,,,,
03/15/2014,away,11620,541,Pepperdine,9,True,6,4,2,win,6 - 4,592586,534,1,4.2,8,4,3,4,3,0,25,21,1,0,0,0,0,0,0,0,0,0,0,0.0,8,2,0,0,0,1,1,1085467,2014,,,,
03/22/2014,home,11620,260,Gonzaga,9,True,7,10,-3,loss,7 - 10,594985,534,1,1.1,2,6,5,4,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,42.0,4,0,0,1,0,1,0,1085467,2014,,,,
04/01/2014,away,11620,96,Fresno St.,9,True,7,3,4,win,7 - 3,597032,534,1,2.0,2,2,2,4,3,0,11,7,0,0,0,2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,1,1,1085467,2014,,,,
04/29/2014,home,11620,674,Stanford,9,True,2,3,-1,loss,2 - 3,605526,534,1,5.0,5,3,3,5,1,0,24,17,1,0,0,0,0,0,1,0,0,2,0,78.0,8,5,0,1,0,1,0,1085467,2014,,,,
05/13/2014,away,11620,529,Oregon,9,True,8,14,-6,loss,8 - 14,607797,534,1,2.2,4,4,4,2,5,0,15,11,2,0,0,1,0,1,0,0,0,1,0,0.0,3,0,0,1,0,1,1,1085467,2014,,,,
02/21/2014,away,11620,692,Tennessee Tech,9,True,2,11,-9,loss,2 - 11,587817,477,1,4.0,4,3,3,5,4,0,20,14,2,0,0,2,0,1,0,0,0,0,0,80.0,2,4,0,1,0,1,1,1086588,2014,,,,
03/11/2014,away,11620,236,Fordham,9,True,6,7,-1,loss,6 - 7,591789,477,1,2.0,4,5,5,1,0,0,13,6,1,0,0,0,0,4,0,0,0,2,0,0.0,2,2,0,0,0,1,0,1086588,2014,,,,
03/15/2014,away,11620,450,Mount St. Mary's,9,True,8,11,-3,loss,8 - 11,592986,477,1,1.1,2,3,2,1,1,0,8,6,1,0,0,3,0,0,0,0,0,1,0,0.0,1,2,0,0,0,2,1,1086588,2014,,,,
03/18/2014,away,11620,539,Penn St.,9,True,3,7,-4,loss,3 - 7,593522,477,1,0.1,0,2,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,3,0,1086588,2014,,,,
03/27/2014,home,11620,361,LIU,9,True,10,12,-2,loss,10 - 12,595755,477,1,1.2,2,1,1,1,0,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0.0,1,3,0,0,0,3,0,1086588,2014,,,,
04/09/2014,home,11620,639,Siena,9,True,2,9,-7,loss,2 - 9,599647,477,1,3.0,2,5,4,5,2,0,17,9,0,0,0,1,0,1,0,0,0,1,1,0.0,3,4,0,0,0,2,1,1086588,2014,,,,
04/16/2014,home,11620,220,Fairfield,9,True,3,5,-2,loss,3 - 5,601641,477,1,3.0,0,1,1,3,1,0,12,9,0,0,0,3,0,0,0,0,0,0,0,0.0,6,2,0,0,0,2,0,1086588,2014,,,,
04/19/2014,away,11620,603,St. John's (NY),9,True,0,13,-13,loss,0 - 13,602686,477,1,4.1,2,3,3,2,1,0,20,13,1,0,0,0,0,4,0,2,0,0,1,0.0,3,8,0,0,0,2,0,1086588,2014,,,,
05/02/2014,away,11620,277,Hawaii,9,True,0,17,-17,loss,0 - 17,605756,477,1,1.2,4,3,3,2,0,0,11,9,2,0,0,1,0,0,0,0,0,0,0,0.0,2,3,0,0,0,2,0,1086588,2014,,,,
05/07/2014,home,11620,683,Stony Brook,9,True,4,15,-11,loss,4 - 15,607008,477,1,0.0,1,4,4,2,0,0,5,1,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,0,1,0,1,0,1086588,2014,,,,
02/15/2014,home,11620,629,San Francisco,9,True,3,6,-3,loss,3 - 6,587045,111,1,4.1,9,5,5,1,3,0,23,18,2,0,0,1,0,1,0,0,0,1,2,0.0,3,6,0,1,0,1,2,1087409,2014,,,,
02/22/2014,away,11620,670,Texas St.,10,True,7,8,-1,loss,7 - 8,588013,111,1,3.1,6,3,2,3,2,0,19,15,2,0,0,0,0,1,0,0,0,0,0,77.0,3,4,0,0,0,1,1,1087409,2014,,,,
03/02/2014,away,11620,94,CSU Bakersfield,9,True,4,3,1,win,4 - 3,589792,111,1,3.0,6,2,2,3,3,0,18,14,0,2,0,0,0,1,0,0,0,0,0,83.0,0,5,0,0,0,1,1,1087409,2014,,,,
03/08/2014,home,11620,768,West Virginia,9,True,1,2,-1,loss,1 - 2,590612,111,1,5.0,6,1,1,2,4,0,23,20,2,0,0,0,0,0,0,0,0,1,0,0.0,7,4,0,1,0,1,1,1087409,2014,,,,
03/16/2014,home,11620,683,Stony Brook,9,True,11,3,8,win,11 - 3,593259,111,1,5.0,7,1,1,0,2,0,22,22,1,0,1,0,0,0,0,0,0,0,0,0.0,7,5,1,0,0,1,1,1087409,2014,,,,
03/30/2014,away,11620,109,UC Irvine,9,True,3,1,2,win,3 - 1,596490,111,1,8.0,5,1,0,2,7,0,30,28,1,0,0,0,0,0,0,0,0,0,0,0.0,13,3,1,0,0,1,1,1087409,2014,,,,
04/06/2014,home,11620,101,CSUN,9,True,1,7,-6,loss,1 - 7,598582,111,1,2.1,5,6,4,2,1,0,16,12,0,0,0,0,0,1,0,0,0,1,0,0.0,4,2,0,1,0,1,0,1087409,2014,,,,
04/13/2014,away,11620,529,Oregon,9,True,5,6,-1,loss,5 - 6,600911,111,1,5.2,6,3,3,1,4,0,25,22,1,0,1,0,0,1,0,0,0,1,0,0.0,6,7,0,0,0,1,2,1087409,2014,,,,
04/19/2014,home,11620,108,UC Davis,9,True,4,2,2,win,4 - 2,602458,111,1,7.0,5,2,2,1,4,0,29,25,0,0,0,0,0,2,0,0,0,1,0,0.0,11,6,1,0,0,1,3,1087409,2014,,,,
04/27/2014,away,11620,104,UC Santa Barbara,9,True,7,3,4,win,7 - 3,604938,111,1,3.1,5,3,3,2,1,0,19,14,0,1,0,0,0,2,0,0,0,0,1,0.0,5,3,0,0,0,1,0,1087409,2014,,,,
05/04/2014,home,11620,90,Cal Poly,9,True,2,7,-5,loss,2 - 7,606528,111,1,5.2,10,5,5,1,2,0,29,23,2,0,0,0,0,2,0,0,0,2,1,0.0,7,7,0,1,0,1,1,1087409,2014,,,,
05/11/2014,away,11620,97,Cal St. Fullerton,11,True,8,7,1,win,8 - 7,607617,111,1,5.0,4,4,3,6,2,0,22,16,2,0,0,0,0,0,0,0,0,0,0,0.0,4,6,0,0,0,1,0,1087409,2014,,,,
05/18/2014,home,11620,99,Long Beach St.,9,True,2,12,-10,loss,2 - 12,608408,111,1,1.2,5,4,4,3,1,0,13,7,0,0,0,1,0,0,0,0,0,2,1,0.0,2,2,0,1,0,1,0,1087409,2014,,,,
05/24/2014,away,11620,277,Hawaii,9,True,1,5,-4,loss,1 - 5,608724,111,1,2.2,5,3,3,2,0,0,15,11,1,0,0,0,0,1,0,0,0,1,0,0.0,2,5,0,1,0,1,0,1087409,2014,,,,
02/22/2014,away,11620,346,Lamar University,9,True,1,10,-9,loss,1 - 10,3122163,346,1,1.2,1,1,1,1,3,0,9,6,1,0,0,2,0,2,0,2,2,0,0,36.0,1,1,0,0,0,3,1,1087676,2014,,,,
03/07/2014,home,11620,299,Illinois St.,9,True,4,13,-9,loss,4 - 13,590478,361,1,1.0,2,1,1,1,1,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,4,1,1087676,2014,,,,
03/27/2014,away,11620,477,New York Tech,9,True,12,10,2,win,12 - 10,595755,361,1,1.1,3,3,2,2,2,0,9,7,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,3,0,1087676,2014,,,,
04/09/2014,away,11620,310,Iona,9,True,7,4,3,win,7 - 4,599419,361,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15.0,0,2,0,0,0,3,0,1087676,2014,,,,
04/23/2014,home,11620,283,Hofstra,9,True,3,11,-8,loss,3 - 11,603621,361,1,1.2,1,1,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,15.0,3,1,0,1,0,2,1,1087676,2014,,,,
04/25/2014,away,11620,590,Sacred Heart,9,True,1,12,-11,loss,1 - 12,604255,361,1,5.0,6,3,3,1,4,0,23,22,1,0,0,0,0,0,0,0,0,0,0,0.0,8,3,0,0,0,3,2,1087676,2014,,,,
05/16/2014,away,11620,523,Old Dominion,9,True,3,7,-4,loss,3 - 7,608057,361,1,1.0,3,2,2,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,15.0,2,1,0,0,0,3,0,1087676,2014,,,,
02/22/2014,home,11620,355,Liberty,9,True,6,14,-8,loss,6 - 14,588228,460,1,0.2,2,2,2,1,1,0,6,4,0,0,0,2,0,1,0,2,2,0,0,23.0,1,0,0,0,0,3,1,1088398,2014,,,,
03/15/2014,home,11620,305,Indiana St.,9,True,1,6,-5,loss,1 - 6,592985,460,1,0.1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,13.0,1,0,0,0,0,3,0,1088398,2014,,,,
03/22/2014,home,11620,768,West Virginia,9,True,3,9,-6,loss,3 - 9,594456,460,1,1.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,2,0,0,0,0,5,0,1088398,2014,,,,
03/26/2014,home,11620,490,NC State,9,True,2,11,-9,loss,2 - 11,595602,460,1,0.2,3,2,2,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,25.0,1,0,0,0,0,5,0,1088398,2014,,,,
04/09/2014,away,11620,489,N.C. Central,9,True,9,0,9,win,9 - 0,599513,460,1,4.0,2,0,0,3,1,0,16,10,0,0,0,2,0,3,0,0,0,0,0,70.0,5,2,0,0,0,1,0,1088398,2014,,,,
04/23/2014,away,11620,490,NC State,9,True,2,10,-8,loss,2 - 10,603644,460,1,0.1,0,2,2,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,13.0,0,1,0,0,0,7,0,1088398,2014,,,,
05/11/2014,home,11620,141,The Citadel,9,True,9,3,6,win,9 - 3,607620,460,1,0.1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,5,0,1088398,2014,,,,
02/18/2014,away,11620,19651,High Point,11,True,3,4,-1,loss,3 - 4,587578,458,1,0.2,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0.0,2,0,0,0,0,4,0,1089435,2014,,,,
02/21/2014,home,11620,116,Canisius,9,True,6,0,6,win,6 - 0,587775,458,1,2.0,2,0,0,2,3,0,10,8,0,0,0,0,0,0,0,0,0,0,0,38.0,3,0,0,0,0,2,0,1089435,2014,,,,
02/23/2014,home,11620,116,Canisius,9,True,1,10,-9,loss,1 - 10,588471,458,1,0.1,2,4,4,1,0,0,6,2,0,0,0,0,0,2,0,2,2,0,1,24.0,0,1,0,0,0,3,0,1089435,2014,,,,
02/26/2014,away,11620,141,The Citadel,9,True,4,8,-4,loss,4 - 8,588888,458,1,0.0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,11.0,0,0,0,1,0,3,0,1089435,2014,,,,
02/28/2014,home,11620,169,Creighton,10,True,6,7,-1,loss,6 - 7,588977,458,1,0.2,2,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,1,0,0,14.0,1,0,0,0,0,5,1,1089435,2014,,,,
03/01/2014,home,11620,169,Creighton,9,True,1,3,-2,loss,1 - 3,589191,458,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.0,0,0,0,0,0,2,0,1089435,2014,,,,
03/09/2014,home,11620,231,FIU,9,True,0,8,-8,loss,0 - 8,591074,458,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,3,0,1089435,2014,,,,
03/11/2014,home,11620,740,VCU,9,True,5,4,1,win,5 - 4,591712,458,1,1.1,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,1,0,0,0,23.0,3,0,0,0,0,5,1,1089435,2014,,,,
03/21/2014,home,11620,196,East Carolina,9,True,3,5,-2,loss,3 - 5,594040,458,1,0.0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,2,0,0,9.0,0,0,0,0,0,5,0,1089435,2014,,,,
03/22/2014,home,11620,196,East Carolina,9,True,2,5,-3,loss,2 - 5,594860,458,1,1.0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,9.0,1,1,0,0,0,2,0,1089435,2014,,,,
04/04/2014,home,11620,219,Evansville,9,True,2,3,-1,loss,2 - 3,597762,458,1,2.0,2,1,1,0,1,0,7,6,0,0,0,0,0,1,0,2,0,0,0,28.0,2,1,0,1,0,2,0,1089435,2014,,,,
02/18/2014,away,11620,19651,High Point,11,True,3,4,-1,loss,3 - 4,587578,458,1,0.2,1,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,3,0,1089436,2014,,,,
02/22/2014,home,11620,116,Canisius,12,True,4,3,1,win,4 - 3,588014,458,1,6.0,8,2,1,1,4,0,28,24,0,0,0,0,0,2,0,0,0,1,0,84.0,8,3,0,0,0,1,1,1089436,2014,,,,
03/01/2014,home,11620,169,Creighton,9,True,1,3,-2,loss,1 - 3,589191,458,1,7.2,4,2,0,2,7,0,33,27,0,0,0,0,0,2,0,0,0,1,1,122.0,12,4,0,1,0,1,3,1089436,2014,,,,
03/08/2014,home,11620,231,FIU,9,True,4,10,-6,loss,4 - 10,590855,458,1,2.2,10,8,8,2,0,0,19,17,1,0,3,0,0,0,0,0,0,0,0,62.0,5,2,0,1,0,1,0,1089436,2014,,,,
03/14/2014,away,11620,419,Middle Tenn.,9,True,6,7,-1,loss,6 - 7,592243,458,1,7.0,9,6,2,0,4,0,33,31,4,0,0,1,0,2,0,0,0,0,0,100.0,12,3,0,0,0,1,0,1089436,2014,,,,
03/21/2014,home,11620,196,East Carolina,9,True,3,5,-2,loss,3 - 5,594040,458,1,6.1,5,1,1,4,2,0,28,24,1,0,0,0,0,0,0,0,0,0,0,100.0,10,7,0,0,0,1,1,1089436,2014,,,,
03/28/2014,away,11620,523,Old Dominion,9,True,2,7,-5,loss,2 - 7,595881,458,1,6.0,10,7,7,1,3,0,30,24,5,0,0,0,0,2,0,0,0,1,2,96.0,4,10,0,1,0,1,1,1089436,2014,,,,
04/04/2014,home,11620,219,Evansville,9,True,2,3,-1,loss,2 - 3,597762,458,1,6.1,5,2,0,2,10,0,27,25,1,0,0,2,0,0,0,0,0,0,0,119.0,0,8,0,0,0,1,6,1089436,2014,,,,
04/11/2014,away,11620,229,Fla. Atlantic,9,True,2,3,-1,loss,2 - 3,599850,458,1,6.1,6,2,1,3,1,0,28,23,2,0,0,0,0,0,0,0,0,1,1,89.0,7,9,0,0,0,1,0,1089436,2014,,,,
04/17/2014,home,11620,718,Tulane,9,True,2,0,2,win,2 - 0,601728,458,1,9.0,3,0,0,5,7,1,35,27,1,0,0,0,0,1,0,0,0,2,0,129.0,8,11,1,0,0,1,4,1089436,2014,,,,
04/25/2014,away,11620,706,UTSA,9,True,5,2,3,win,5 - 2,603993,458,1,8.0,7,2,2,3,4,0,33,29,1,0,1,0,1,0,0,0,0,0,1,116.0,9,9,1,0,0,1,2,1089436,2014,,,,
05/02/2014,home,11620,9,UAB,9,True,2,6,-4,loss,2 - 6,605692,458,1,6.0,9,6,5,1,2,0,30,26,2,0,0,2,0,2,0,0,0,0,1,98.0,10,5,0,1,0,1,1,1089436,2014,,,,
05/09/2014,away,11620,366,Louisiana Tech,9,True,8,2,6,win,8 - 2,607178,458,1,7.2,6,2,2,0,4,0,32,29,3,0,0,1,0,3,0,0,0,0,0,102.0,11,6,1,0,0,1,2,1089436,2014,,,,
05/16/2014,home,11620,664,Southern Miss.,9,True,2,7,-5,loss,2 - 7,608128,458,1,6.0,8,6,5,4,2,0,30,25,1,1,0,1,0,0,0,0,0,1,0,127.0,10,6,0,1,0,1,0,1089436,2014,,,,
02/15/2014,home,11620,367,Louisville,9,True,5,3,2,win,5 - 3,587019,141,1,5.2,6,3,3,1,7,0,23,21,1,0,0,1,0,0,0,0,0,0,1,86.0,3,6,0,0,0,1,2,1090922,2014,,,,
02/21/2014,home,11620,522,Oklahoma,9,True,7,9,-2,loss,7 - 9,587959,141,1,5.0,6,4,4,3,4,0,23,19,0,0,1,0,0,0,0,0,0,0,1,78.0,1,9,0,1,0,1,1,1090922,2014,,,,
02/28/2014,home,11620,463,Nebraska,9,True,6,3,3,win,6 - 3,589003,141,1,6.2,5,3,3,3,8,0,28,24,3,0,0,0,0,1,0,0,0,0,0,114.0,6,5,1,0,0,1,5,1090922,2014,,,,
03/08/2014,home,11620,1014,Col. of Charleston,11,True,5,4,1,win,5 - 4,590632,141,1,5.1,6,3,2,1,4,0,26,24,1,0,0,0,0,0,0,0,0,1,0,92.0,3,9,0,0,0,1,2,1090922,2014,,,,
03/14/2014,away,11620,173,Davidson,9,True,3,13,-10,loss,3 - 13,592200,141,1,2.0,6,5,5,1,1,0,13,12,2,0,2,0,0,0,0,0,0,0,0,0.0,2,3,0,1,0,1,0,1090922,2014,,,,
03/21/2014,home,11620,625,Samford,9,True,3,5,-2,loss,3 - 5,594102,141,1,6.1,7,5,5,1,4,0,26,24,1,0,0,0,0,0,0,0,0,0,1,86.0,7,7,0,1,0,1,0,1090922,2014,,,,
03/28/2014,away,11620,1068,Elon,9,True,3,6,-3,loss,3 - 6,595853,141,1,5.0,6,4,4,3,4,0,23,20,0,0,1,0,0,0,0,0,0,0,0,97.0,5,5,0,1,0,1,3,1090922,2014,,,,
04/04/2014,home,11620,253,Ga. Southern,9,True,4,7,-3,loss,4 - 7,597637,141,1,5.2,3,3,3,3,5,0,24,20,0,0,0,0,0,1,0,0,0,0,0,84.0,4,8,0,0,0,1,2,1090922,2014,,,,
04/11/2014,away,11620,27,App State,9,True,8,2,6,win,8 - 2,599803,141,1,9.0,10,2,2,3,4,0,40,36,2,1,0,0,0,1,0,0,0,0,0,126.0,7,15,1,0,0,1,1,1090922,2014,,,,
04/19/2014,away,11620,769,Western Caro.,9,True,4,5,-1,loss,4 - 5,602464,141,1,7.0,6,4,4,4,2,0,31,25,0,0,1,1,0,0,0,0,0,2,0,92.0,8,10,0,0,0,1,1,1090922,2014,,,,
04/25/2014,home,11620,244,Furman,9,True,5,4,1,win,5 - 4,603963,141,1,6.0,6,2,2,1,3,0,25,22,1,0,0,0,0,1,0,0,0,0,1,109.0,4,10,0,0,0,1,2,1090922,2014,,,,
05/02/2014,home,11620,2915,Wofford,9,True,8,1,7,win,8 - 1,605821,141,1,9.0,8,1,1,0,6,0,34,34,2,0,1,0,0,0,0,0,0,0,0,118.0,9,11,1,0,0,1,1,1090922,2014,,,,
05/08/2014,home,11620,460,UNCW,9,True,1,0,1,win,1 - 0,607041,141,1,7.0,6,0,0,1,7,0,28,27,0,0,0,1,0,0,0,0,0,0,0,98.0,8,5,1,0,0,1,2,1090922,2014,,,,
05/16/2014,home,11620,459,UNC Greensboro,9,True,7,5,2,win,7 - 5,608070,141,1,3.0,4,1,0,2,1,0,14,12,1,0,0,0,0,0,0,0,0,0,0,46.0,2,5,0,0,0,1,0,1090922,2014,,,,
05/20/2014,away,11620,1068,Elon,9,True,10,7,3,win,10 - 7,608472,141,1,2.1,5,6,5,2,1,0,17,13,1,0,0,0,0,2,0,0,0,0,0,65.0,2,4,0,0,0,1,0,1090922,2014,,,,
02/14/2014,away,11620,110,UCLA,9,True,1,0,1,win,1 - 0,586894,551,1,1.2,1,0,0,1,3,0,7,6,0,0,0,0,0,0,1,1,0,0,0,33.0,2,0,0,0,1,4,0,1091477,2014,,,,
