date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,pickoffs
04/17/2018,away,12973,502,Northern Colo.,9,True,17,9,8,win,17 - 9,99520,721,0,2.0,0.0,4,2,2,0,4,0,11,10,1,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,3,1,1996955,2018,0.0,0.0,
04/28/2018,away,12973,96,Fresno St.,9,True,14,4,10,win,14 - 4,102379,721,0,2.0,0.0,3,2,2,1,2,0,10,8,2,0,0,0,0,0,0,0,0,0,1,,2,2,0,0,0,3,0,1996955,2018,0.0,28.0,
05/06/2018,home,12973,136,Chicago St.,9,True,17,7,10,win,17 - 7,104689,721,0,2.0,0.0,1,0,0,1,0,0,8,6,0,0,0,0,0,0,0,2,2,0,1,,3,3,1,0,0,2,0,1996955,2018,0.0,32.0,
05/12/2018,home,12973,473,New Mexico,9,True,12,13,-1,loss,12 - 13,105533,721,0,0.0,0.0,1,2,2,1,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,2,0,1996955,2018,0.0,12.0,
05/15/2018,home,12973,502,Northern Colo.,9,True,11,18,-7,loss,11 - 18,105892,721,0,2.0,0.0,7,6,5,0,1,0,13,12,1,0,0,1,0,0,0,1,1,0,1,,3,2,0,0,0,3,0,1996955,2018,0.0,33.0,
03/02/2018,home,12973,432,Mississippi Val.,10,True,8,7,1,win,8 - 7,87670,2,0,3.0,0.0,0,0,0,0,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,3,1,2005161,2018,0.0,30.0,
03/10/2018,away,12973,2743,UIW,9,True,7,8,-1,loss,7 - 8,89805,2,0,0.2,0.0,2,1,1,1,1,0,5,4,0,0,1,0,0,0,0,1,0,0,0,,0,1,0,0,0,2,0,2005161,2018,0.0,22.0,
03/11/2018,away,12973,2743,UIW,9,True,6,7,-1,loss,6 - 7,90353,2,0,0.2,0.0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,3,1,0,1,,1,1,0,0,0,3,0,2005161,2018,0.0,16.0,
03/16/2018,home,12973,474,New Orleans,9,True,7,6,1,win,7 - 6,91306,2,0,5.1,0.0,12,5,5,1,2,0,28,25,5,0,0,0,0,0,0,0,0,2,0,,8,6,0,0,0,1,0,2005161,2018,1.0,92.0,
03/23/2018,home,12973,676,SFA,10,True,7,11,-4,loss,7 - 11,92932,2,0,2.2,0.0,4,4,4,2,1,0,13,10,3,1,0,0,0,0,0,0,0,0,1,,3,3,0,0,0,1,1,2005161,2018,1.0,47.0,
03/30/2018,away,12973,624,Sam Houston,10,True,6,7,-1,loss,6 - 7,94761,2,0,7.0,0.0,9,5,4,0,3,0,31,30,1,0,0,1,2,0,0,0,0,0,1,,9,8,0,0,0,1,2,2005161,2018,1.0,102.0,
04/07/2018,away,12973,402,McNeese,9,True,9,3,6,win,9 - 3,96580,2,0,7.0,0.0,7,3,3,1,9,0,29,28,2,1,0,0,0,0,0,0,0,0,0,,5,7,1,0,0,1,2,2005161,2018,1.0,124.0,
04/14/2018,home,12973,287,Houston Baptist,9,True,5,13,-8,loss,5 - 13,98622,2,0,5.0,0.0,11,9,9,1,4,0,26,25,1,0,0,3,2,0,0,0,0,0,0,,5,5,0,1,0,1,1,2005161,2018,1.0,84.0,
04/17/2018,away,12973,698,TCU,11,True,4,2,2,win,4 - 2,99431,2,0,3.0,0.0,2,0,0,0,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,,0,7,1,0,0,4,0,2005161,2018,0.0,47.0,
04/22/2018,away,12973,346,Lamar University,13,True,5,4,1,win,5 - 4,101148,2,0,2.0,0.0,6,3,3,0,2,0,12,12,0,0,0,1,0,0,0,0,0,0,0,,1,3,0,0,0,1,1,2005161,2018,1.0,43.0,
02/17/2018,away,12973,277,Hawaii,9,True,1,4,-3,loss,1 - 4,85473,721,0,4.2,0.0,8,3,2,1,4,0,20,18,5,0,0,0,0,0,0,0,0,1,0,,4,3,0,1,0,1,1,1769410,2018,1.0,0.0,
02/24/2018,home,12973,726,Navy,9,True,4,6,-2,loss,4 - 6,86745,721,0,4.1,0.0,8,6,5,1,4,0,21,19,3,0,0,0,1,1,0,0,0,0,0,,6,1,0,1,0,1,1,1769410,2018,1.0,77.0,
03/03/2018,away,12973,1045,DBU,9,True,1,7,-6,loss,1 - 7,87808,721,0,4.1,0.0,6,4,4,2,2,0,20,18,1,0,0,1,0,0,0,0,0,0,0,,6,3,0,1,0,1,0,1769410,2018,1.0,84.0,
03/11/2018,away,12973,626,San Diego St.,9,True,7,3,4,win,7 - 3,90509,721,0,7.0,0.0,9,1,1,2,1,0,30,26,0,0,0,0,0,0,0,0,0,2,0,,11,7,1,0,0,1,0,1769410,2018,1.0,99.0,
03/17/2018,home,12973,465,UNLV,9,True,15,19,-4,loss,15 - 19,91591,721,0,5.0,0.0,4,3,3,4,2,0,22,18,1,0,0,1,0,0,0,0,0,0,0,,8,4,0,0,0,1,0,1769410,2018,1.0,88.0,
03/24/2018,away,12973,473,New Mexico,10,True,11,12,-1,loss,11 - 12,93147,721,0,3.1,0.0,7,6,6,2,2,0,18,14,0,1,1,0,0,0,0,0,0,2,0,,6,1,0,0,0,1,1,1769410,2018,1.0,66.0,
03/30/2018,home,12973,630,San Jose St.,9,True,1,3,-2,loss,1 - 3,94693,721,0,6.0,0.0,6,3,3,2,3,0,26,24,4,0,0,0,0,0,0,0,0,0,0,,11,3,0,1,0,1,1,1769410,2018,1.0,93.0,
04/07/2018,home,12973,626,San Diego St.,9,True,12,7,5,win,12 - 7,96741,721,0,5.2,0.0,11,5,4,0,1,0,28,28,2,1,0,0,0,0,0,0,0,0,0,,11,5,0,0,0,1,0,1769410,2018,1.0,105.0,
04/14/2018,away,12973,465,UNLV,9,True,5,1,4,win,5 - 1,98576,721,0,6.0,0.0,7,1,1,1,4,0,25,24,0,0,0,1,0,0,0,0,0,0,0,,5,8,1,0,0,1,3,1769410,2018,1.0,99.0,
04/22/2018,home,12973,466,Nevada,9,True,11,6,5,win,11 - 6,101391,721,0,4.1,0.0,10,4,4,1,1,0,22,19,2,0,0,0,0,0,0,0,0,1,1,,5,5,0,0,0,1,1,1769410,2018,1.0,79.0,
04/28/2018,away,12973,96,Fresno St.,9,True,14,4,10,win,14 - 4,102379,721,0,6.1,0.0,7,2,2,3,2,0,28,25,1,0,0,0,0,0,0,0,0,0,0,,7,9,1,0,0,1,1,1769410,2018,1.0,105.0,
05/05/2018,home,12973,136,Chicago St.,9,True,12,5,7,win,12 - 5,104196,721,0,7.0,0.0,9,4,3,1,5,0,30,29,2,0,0,0,0,0,0,0,0,0,0,,10,4,1,0,0,1,1,1769410,2018,1.0,101.0,
05/12/2018,home,12973,473,New Mexico,9,True,12,13,-1,loss,12 - 13,105533,721,0,5.1,0.0,10,6,6,1,0,0,28,25,3,0,0,0,1,1,0,0,0,1,0,,9,7,0,0,0,1,0,1769410,2018,1.0,77.0,
05/18/2018,away,12973,630,San Jose St.,9,True,5,6,-1,loss,5 - 6,106150,721,0,6.0,0.0,7,5,4,2,2,0,26,22,2,0,0,1,0,2,0,0,0,0,0,,6,7,0,0,0,1,0,1769410,2018,1.0,0.0,
02/18/2018,away,12973,1170,Lenoir-Rhyne,9,True,3,5,-2,loss,,85984,8366,0,4.0,0.0,5,4,4,2,3,0,20,17,2,0,0,0,2,1,0,0,0,0,0,,6,3,0,1,0,1,1,1988657,2018,1.0,0.0,
02/24/2018,away,12973,8875,Chowan,9,True,10,7,3,win,,86677,8366,0,4.0,0.0,5,4,4,2,4,0,18,15,2,0,0,1,0,0,0,0,0,0,1,,3,4,0,0,0,1,2,1988657,2018,1.0,59.0,
03/03/2018,away,12973,423,Millersville,9,True,5,11,-6,loss,,88041,8366,0,2.2,0.0,3,3,2,4,1,0,14,9,1,0,0,0,0,0,0,0,0,1,0,,5,1,0,0,0,1,1,1988657,2018,1.0,0.0,
03/10/2018,away,12973,533,Pace,9,True,2,3,-1,loss,,90008,8366,0,6.0,1.0,4,3,3,0,7,0,25,21,0,0,0,0,1,3,0,0,0,1,0,,7,4,0,1,0,1,5,1988657,2018,1.0,0.0,
03/18/2018,away,12973,470,New Haven,9,True,5,6,-1,loss,,92264,8366,0,3.0,0.0,3,3,3,1,5,0,13,11,2,0,0,0,0,0,0,0,0,0,1,,2,2,0,0,0,1,2,1988657,2018,1.0,53.0,
03/25/2018,away,12973,1460,Wilmington (DE),9,True,0,1,-1,loss,,93883,8366,0,6.0,1.0,4,1,1,3,2,0,28,19,0,0,2,0,2,4,0,0,0,2,0,,8,6,0,1,0,1,1,1988657,2018,1.0,90.0,
03/31/2018,home,12973,984,Bloomfield,9,True,3,0,3,win,,95433,8366,0,9.0,1.0,6,0,0,3,7,1,32,29,1,0,0,0,0,0,0,0,0,0,0,,12,4,1,0,0,1,3,1988657,2018,1.0,0.0,
04/06/2018,home,12973,543,Jefferson,9,True,11,3,8,win,,96341,8366,0,5.0,0.0,5,2,0,5,2,0,24,19,0,0,0,0,2,0,0,0,0,0,0,,6,5,1,0,0,1,0,1988657,2018,1.0,0.0,
04/13/2018,away,12973,28594,USciences,9,True,12,1,11,win,,98490,8366,0,7.0,1.0,4,1,1,1,4,0,25,24,2,0,0,0,1,0,0,0,0,0,0,,9,7,1,0,0,1,1,1988657,2018,1.0,88.0,
04/20/2018,home,12973,1460,Wilmington (DE),9,True,1,7,-6,loss,,100180,8366,0,5.0,0.0,7,7,7,3,5,0,26,22,2,0,0,0,0,1,0,0,0,0,0,,4,5,0,1,0,1,3,1988657,2018,1.0,0.0,
04/24/2018,away,12973,21323,Chestnut Hill,9,True,5,1,4,win,,101633,8366,0,8.0,0.0,6,1,1,2,2,0,31,28,1,0,0,0,0,0,0,0,0,0,1,,9,11,1,0,0,1,0,1988657,2018,1.0,111.0,
04/28/2018,home,12973,1277,Alliance,9,True,3,2,1,win,,102752,8366,0,4.0,0.0,5,2,0,2,3,0,20,16,0,0,0,0,0,1,0,0,0,1,0,,4,3,0,0,0,1,1,1988657,2018,1.0,0.0,
05/05/2018,away,12973,1318,Post,9,True,3,8,-5,loss,,104256,8366,0,2.0,0.0,2,2,2,4,1,0,11,7,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,1,0,1,0,1988657,2018,1.0,0.0,
02/03/2018,away,12973,30191,Spring Hill,9,True,3,2,1,win,,84667,30093,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,1871878,2018,0.0,3.0,
02/09/2018,home,12973,0,Tenn. Wesleyan,9,True,2,12,-10,loss,,84858,30093,0,0.2,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,,0,2,0,0,0,6,0,1871878,2018,0.0,0.0,
02/24/2018,home,12973,10,Alabama Huntsville,9,True,1,3,-2,loss,,86657,30093,0,0.1,0.0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,4,0,1871878,2018,0.0,0.0,
03/03/2018,away,12973,181,Delta St.,9,True,6,16,-10,loss,,87945,30093,0,1.0,0.0,2,1,1,1,0,0,7,5,0,0,0,0,1,1,0,2,2,0,0,,3,0,0,0,0,2,0,1871878,2018,0.0,28.0,
03/07/2018,away,12973,159,Columbus St.,9,True,0,7,-7,loss,,89076,30093,0,0.2,0.0,0,0,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,4,0,1871878,2018,0.0,21.0,
03/15/2018,home,12973,734,Valdosta St.,10,True,4,3,1,win,,91143,30093,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,3,0,1871878,2018,0.0,0.0,
03/16/2018,home,12973,734,Valdosta St.,9,True,2,5,-3,loss,,91370,30093,0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,3,0,1871878,2018,0.0,0.0,
03/20/2018,home,12973,487,North Ala.,9,True,6,10,-4,loss,,92567,30093,0,0.1,0.0,1,5,5,3,1,0,6,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,1,0,1871878,2018,1.0,0.0,
03/28/2018,home,12973,0,Talladega,9,True,5,3,2,win,,94356,30093,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,1,0,0,0,0,2,0,1871878,2018,0.0,1.0,
03/31/2018,away,12973,1238,Montevallo,9,True,4,11,-7,loss,,95340,30093,0,0.1,0.0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,,1,0,0,0,0,2,0,1871878,2018,0.0,0.0,
04/17/2018,away,12973,487,North Ala.,9,True,5,7,-2,loss,,99453,30093,0,0.0,0.0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,1871878,2018,0.0,17.0,
04/18/2018,home,12973,159,Columbus St.,9,True,1,16,-15,loss,,99727,30093,0,0.0,0.0,2,3,3,1,0,0,4,2,0,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,3,0,1871878,2018,0.0,0.0,
02/25/2018,away,12973,8875,Chowan,9,True,9,10,-1,loss,,87160,8366,0,2.0,0.0,0,1,0,2,3,0,7,4,0,0,0,0,0,0,0,0,0,0,1,,0,2,0,0,0,2,1,1988668,2018,0.0,28.0,
03/03/2018,away,12973,423,Millersville,9,True,5,9,-4,loss,,87948,8366,0,0.1,0.0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,2,0,1988668,2018,0.0,0.0,
03/04/2018,home,12973,423,Millersville,9,True,5,9,-4,loss,,88625,8366,0,1.2,0.0,4,4,4,1,3,0,10,8,2,0,0,1,0,0,0,1,1,1,0,,1,1,0,1,0,2,2,1988668,2018,0.0,0.0,
03/18/2018,away,12973,470,New Haven,9,True,5,6,-1,loss,,92264,8366,0,0.1,0.0,2,3,3,0,1,0,4,3,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,2,0,1988668,2018,0.0,20.0,
03/28/2018,home,12973,28594,USciences,9,True,7,3,4,win,,94341,8366,0,7.0,0.0,7,3,1,2,5,0,31,29,1,0,0,0,0,0,1,0,0,0,0,,6,7,0,0,0,1,1,1988668,2018,1.0,0.0,
04/06/2018,home,12973,543,Jefferson,9,True,0,3,-3,loss,,96318,8366,0,2.0,0.0,1,0,0,2,1,0,9,7,0,0,0,0,1,0,1,0,0,0,0,,1,4,0,0,0,2,0,1988668,2018,0.0,0.0,
04/11/2018,home,12973,23157,Felician,9,True,4,12,-8,loss,,97913,8366,0,4.0,0.0,6,6,1,3,1,0,24,17,0,0,0,0,1,0,0,0,0,2,2,,6,5,0,1,0,1,1,1988668,2018,1.0,0.0,
04/17/2018,away,12973,23157,Felician,9,True,0,4,-4,loss,,99629,8366,0,6.0,1.0,5,4,3,4,7,0,25,20,0,0,0,1,0,0,0,0,0,1,0,,4,5,0,1,0,1,2,1988668,2018,1.0,87.0,
04/24/2018,away,12973,21323,Chestnut Hill,9,True,4,11,-7,loss,,101655,8366,0,1.1,0.0,3,4,4,1,1,0,9,6,0,0,0,0,1,1,0,0,0,0,1,,2,1,0,0,0,2,0,1988668,2018,0.0,31.0,
04/28/2018,home,12973,1277,Alliance,9,True,0,4,-4,loss,,102530,8366,0,0.2,0.0,1,1,1,1,0,0,4,2,0,0,0,0,0,0,0,2,2,0,1,,0,2,0,0,0,2,0,1988668,2018,0.0,0.0,
04/25/2018,home,12973,11403,Colo. Christian,9,True,22,5,17,win,22 - 5,101756,721,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,5,0,1879031,2018,0.0,19.0,
02/16/2018,home,12973,562,Quinnipiac,9,True,10,9,1,win,10 - 9,85301,2,0,6.0,0.0,5,2,2,2,5,0,25,22,1,0,0,0,1,0,0,0,0,1,0,,9,4,1,0,0,1,1,1997706,2018,1.0,93.0,
02/24/2018,home,12973,699,Texas Southern,9,True,6,5,1,win,6 - 5,86833,2,0,6.0,0.0,8,5,3,2,7,0,29,26,0,0,0,1,1,1,0,0,0,0,0,,2,8,0,0,0,1,1,1997706,2018,1.0,110.0,
03/02/2018,home,12973,432,Mississippi Val.,10,True,8,7,1,win,8 - 7,87670,2,0,6.0,0.0,3,5,4,3,6,0,25,20,0,0,1,0,1,0,0,0,0,2,0,,11,1,0,0,0,1,0,1997706,2018,1.0,85.0,
03/10/2018,away,12973,2743,UIW,9,True,7,8,-1,loss,7 - 8,89805,2,0,4.1,0.0,6,3,2,0,4,0,19,19,1,0,0,0,0,0,0,2,1,0,0,,4,4,0,0,0,3,1,1997706,2018,0.0,68.0,
03/17/2018,home,12973,474,New Orleans,9,True,6,5,1,win,6 - 5,91622,2,0,1.2,0.0,3,1,1,0,0,0,7,7,2,0,0,0,1,0,0,2,2,0,0,,1,3,0,0,0,2,0,1997706,2018,0.0,18.0,
03/18/2018,home,12973,474,New Orleans,9,True,10,14,-4,loss,10 - 14,92176,2,0,1.2,0.0,3,1,0,0,0,0,8,8,1,0,0,0,0,0,0,1,0,0,0,,3,1,0,0,0,5,0,1997706,2018,0.0,23.0,
03/20/2018,away,12973,702,UT Arlington,9,True,0,3,-3,loss,0 - 3,92518,2,0,2.0,0.0,2,1,1,0,1,0,8,8,0,0,0,0,1,0,0,0,0,0,0,,2,3,0,0,0,2,0,1997706,2018,0.0,33.0,
03/23/2018,home,12973,676,SFA,10,True,7,11,-4,loss,7 - 11,92932,2,0,2.1,0.0,3,2,2,2,1,0,12,10,0,0,0,2,1,0,0,0,0,0,0,,3,3,0,1,0,4,0,1997706,2018,0.0,40.0,
03/31/2018,away,12973,624,Sam Houston,9,True,0,10,-10,loss,0 - 10,95219,2,0,0.2,0.0,4,5,5,2,0,0,7,5,1,1,0,0,1,0,0,0,0,0,0,,1,0,0,1,0,1,0,1997706,2018,1.0,26.0,
04/04/2018,away,12973,553,Prairie View,9,True,16,0,16,win,16 - 0,95977,2,0,1.0,0.0,0,0,0,0,2,0,4,4,0,0,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,3,1,1997706,2018,0.0,17.0,
04/08/2018,away,12973,402,McNeese,9,True,2,6,-4,loss,2 - 6,97034,2,0,5.1,0.0,3,2,2,3,1,0,23,16,0,0,0,0,0,2,0,0,0,2,0,,10,4,0,1,0,1,0,1997706,2018,1.0,61.0,
04/15/2018,home,12973,287,Houston Baptist,9,True,4,3,1,win,4 - 3,99252,2,0,6.0,0.0,7,3,3,0,2,0,23,23,0,0,0,2,0,0,0,0,0,0,0,,6,8,0,0,0,1,1,1997706,2018,1.0,81.0,
04/21/2018,away,12973,346,Lamar University,9,True,0,5,-5,loss,0 - 5,100384,2,0,7.0,0.0,4,3,2,3,2,0,27,23,1,0,0,0,1,0,0,0,0,0,1,,9,8,0,1,0,1,0,1997706,2018,1.0,94.0,
04/28/2018,away,12973,639,Siena,9,True,0,5,-5,loss,0 - 5,102598,2,0,5.0,0.0,11,4,4,0,5,0,24,24,1,0,0,0,0,0,0,0,0,0,0,,5,3,0,1,0,1,1,1997706,2018,1.0,83.0,
05/05/2018,home,12973,1004,Central Ark.,9,True,8,9,-1,loss,8 - 9,104223,2,0,3.0,0.0,6,4,4,3,2,0,18,12,2,0,0,0,1,1,0,0,0,0,2,,4,2,0,0,0,1,1,1997706,2018,1.0,62.0,
05/09/2018,home,12973,432,Mississippi Val.,9,True,20,4,16,win,20 - 4,105099,2,0,2.0,0.0,1,1,1,1,1,0,8,5,0,0,0,0,0,1,0,0,0,1,0,,3,1,0,0,0,2,1,1997706,2018,0.0,26.0,
05/12/2018,away,12973,508,Northwestern St.,9,True,0,5,-5,loss,0 - 5,105553,2,0,7.1,0.0,6,3,3,2,3,0,31,27,1,1,0,1,1,1,0,0,0,1,0,,10,9,0,1,0,1,0,1997706,2018,1.0,102.0,
05/19/2018,home,12973,26172,A&M-Corpus Christi,9,True,3,10,-7,loss,3 - 10,106367,2,0,3.0,0.0,7,6,6,2,0,0,17,14,3,0,0,0,1,0,0,0,0,0,1,,7,1,0,1,0,1,0,1997706,2018,1.0,65.0,
03/25/2018,home,12973,676,SFA,9,True,3,16,-13,loss,3 - 16,93675,2,0,0.1,0.0,2,1,0,2,0,0,4,2,2,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,2,0,1997676,2018,0.0,18.0,
02/22/2018,away,12973,13,Albany St. (GA),9,True,1,11,-10,loss,,86215,30093,0,1.0,0.0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,,2,1,0,0,0,7,0,1986906,2018,0.0,0.0,
03/27/2018,home,12973,30191,Spring Hill,9,True,1,4,-3,loss,,94144,30093,0,2.1,0.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,2,0,0,0,,2,3,0,0,0,2,0,1986906,2018,0.0,21.0,
04/18/2018,home,12973,159,Columbus St.,9,True,1,16,-15,loss,,99727,30093,0,2.2,0.0,6,4,4,0,0,0,14,12,0,0,0,1,0,1,0,3,2,0,1,,3,4,0,0,0,4,0,1986906,2018,0.0,0.0,
03/03/2018,home,12973,799,Wis.-Parkside,9,True,6,3,3,win,,88079,30222,0,4.0,0.0,1,1,0,3,6,0,18,12,0,0,0,0,1,2,0,0,0,1,0,,3,3,1,0,0,1,3,1980615,2018,1.0,0.0,
03/12/2018,away,12973,0,Warner,9,True,15,3,12,win,,90653,30222,0,4.0,0.0,5,2,1,4,4,0,21,17,0,0,0,0,0,0,0,0,0,0,0,,2,6,1,0,0,1,1,1980615,2018,1.0,70.0,
03/24/2018,home,12973,262,Grand Valley St.,9,True,3,1,2,win,,93329,30222,0,5.0,0.0,3,1,1,2,6,0,21,19,0,0,0,0,1,0,0,0,0,0,0,,2,7,1,0,0,1,2,1980615,2018,1.0,0.0,
03/30/2018,away,12973,510,Northwood,9,True,5,8,-3,loss,,95031,30222,0,1.2,0.0,4,2,2,4,3,0,12,9,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,1,1,1980615,2018,1.0,0.0,
04/07/2018,home,12973,757,Wayne St. (MI),9,True,0,5,-5,loss,,96772,30222,0,4.0,0.0,8,5,5,3,5,0,24,20,1,1,0,0,2,1,0,0,0,0,0,,2,5,0,1,0,1,2,1980615,2018,1.0,0.0,
04/13/2018,away,12973,591,Saginaw Valley,9,True,7,5,2,win,,98467,30222,0,1.0,0.0,3,2,2,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,2,0,1980615,2018,0.0,0.0,
04/17/2018,away,12973,309,UIndy,9,True,2,6,-4,loss,,99573,30222,0,2.0,0.0,5,3,3,0,4,0,11,11,2,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,2,1,1980615,2018,0.0,47.0,
04/20/2018,away,12973,35,Ashland,9,True,3,4,-1,loss,,100283,30222,0,1.2,0.0,3,1,1,0,0,0,8,7,2,0,0,0,0,0,0,0,0,1,0,,3,2,0,1,0,2,0,1980615,2018,0.0,26.0,
04/22/2018,away,12973,35,Ashland,9,True,9,3,6,win,,101423,30222,0,1.2,0.0,2,0,0,3,4,0,10,7,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,1,3,0,1980615,2018,0.0,41.0,
04/28/2018,away,12973,1403,Tiffin,9,True,6,7,-1,loss,,102468,30222,0,0.2,0.0,3,2,2,0,1,0,4,4,1,0,0,0,0,0,0,1,1,0,0,,0,0,0,1,0,2,1,1980615,2018,0.0,0.0,
05/06/2018,home,12973,30221,Davenport,9,True,3,11,-8,loss,,104733,30222,0,6.1,0.0,6,7,3,3,5,0,28,23,0,0,0,0,1,1,0,0,0,0,1,,5,7,0,1,0,1,4,1980615,2018,1.0,0.0,
02/18/2018,away,12973,1170,Lenoir-Rhyne,9,True,0,4,-4,loss,,86011,8366,0,3.0,0.0,3,0,0,0,1,0,13,12,0,0,0,0,0,1,0,0,0,0,0,,3,5,0,0,0,1,0,1869886,2018,1.0,0.0,
02/25/2018,away,12973,8875,Chowan,9,True,9,10,-1,loss,,87160,8366,0,3.0,0.0,6,4,4,3,2,0,18,14,1,0,0,1,0,1,0,0,0,0,0,,4,2,0,0,0,1,1,1869886,2018,1.0,59.0,
03/04/2018,home,12973,423,Millersville,9,True,5,9,-4,loss,,88625,8366,0,4.1,0.0,4,4,1,3,2,0,20,17,1,0,0,0,0,0,0,0,0,0,0,,2,7,0,0,0,1,0,1869886,2018,1.0,0.0,
03/10/2018,away,12973,533,Pace,9,True,1,4,-3,loss,,89907,8366,0,3.0,0.0,1,0,0,0,3,0,10,10,1,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,2,3,1869886,2018,0.0,0.0,
03/18/2018,away,12973,470,New Haven,9,True,0,9,-9,loss,,92353,8366,0,1.2,0.0,7,8,4,1,2,0,14,11,0,0,0,2,2,0,0,0,0,2,0,,3,0,0,1,0,2,2,1869886,2018,0.0,51.0,
03/26/2018,away,12973,995,Caldwell,9,True,9,6,3,win,,93989,8366,0,4.1,0.0,7,6,4,4,1,0,24,20,1,0,0,0,2,0,0,0,0,0,0,,9,3,0,0,0,1,1,1869886,2018,1.0,0.0,
04/03/2018,home,12973,21323,Chestnut Hill,9,True,1,3,-2,loss,,95878,8366,0,5.2,0.0,5,1,1,2,2,0,23,21,0,1,0,0,1,0,0,0,0,0,0,,8,6,0,0,0,1,1,1869886,2018,1.0,0.0,
04/10/2018,away,12973,162,Concordia (NY),9,True,10,4,6,win,,97656,8366,0,6.0,0.0,8,3,3,1,6,0,26,25,3,0,0,0,1,0,0,0,0,0,0,,6,4,1,0,0,1,2,1869886,2018,1.0,95.0,
04/14/2018,away,12973,1318,Post,9,True,9,5,4,win,,98957,8366,0,2.0,0.0,3,2,2,0,2,0,9,9,1,0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,3,0,1869886,2018,0.0,0.0,
04/17/2018,away,12973,23157,Felician,9,True,5,6,-1,loss,,99626,8366,0,5.0,0.0,11,5,5,1,7,0,30,27,2,0,1,0,0,2,0,0,0,0,0,,5,3,0,0,0,1,5,1869886,2018,1.0,89.0,
04/28/2018,home,12973,1277,Alliance,9,True,0,4,-4,loss,,102530,8366,0,7.1,0.0,5,3,3,1,4,0,28,25,1,0,0,0,0,1,0,0,0,1,0,,7,8,0,1,0,1,2,1869886,2018,1.0,0.0,
04/08/2018,home,12973,413,MSU Denver,10,True,7,10,-3,loss,,96945,9754,0,0.0,0.0,0,2,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,0,2011866,2018,0.0,0.0,
04/27/2018,home,12973,2720,CSU Pueblo,9,True,14,3,11,win,,102032,9754,0,2.0,0.0,1,0,0,2,1,0,8,6,0,0,0,0,0,0,0,1,0,0,0,,2,2,0,0,0,3,1,2011866,2018,0.0,0.0,
05/01/2018,home,12973,721,Air Force,9,True,8,5,3,win,,103592,9754,0,0.2,0.0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,6,0,2011866,2018,0.0,0.0,
05/11/2018,home,12973,11416,Colorado Mesa,9,True,4,6,-2,loss,,105330,9754,0,0.2,0.0,1,0,0,2,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,3,0,2011866,2018,0.0,21.0,
